material_id,formula,spacegroup,eps_total_petousis,eps_elec_petousis,n_petousis,eps_total_exp,diel_ref,n_exp,n_ref,polycrystalline,n_sites,n_elems,bandgap_mp,eps_electronic_mp,eps_total_mp,n_mp,diel_elec_mp,diel_total_mp,diel_total_petousis,diel_elec_petousis,diel_total_exp,series,doi,wyckoff
mp-22894,AgI,"['P6_3mc', 186]",,,,,,,,,4,2,1.3955,"[[4.9759, -1.6351e-16, 0.0], [-1.6351e-16, 4.9759, 0.0], [0.0, 0.0, 4.9528]]","[[7.0683, -2.1964e-16, -1.1293e-21], [-2.1964e-16, 7.0683, -4.2315e-39], [-1.1293e-21, -4.2315e-39, 7.4292]]",2.229,4.9683,7.1886,7.16,,7.0033,Petousis 2016,10.1103/PhysRevB.93.1151,AB_hP4_186_b_b:Ag-I
mp-2251,Li3N,"['P6/mmm', 191]",,,,,,,,,4,2,0.9986,"[[6.1610, -2.3464e-16, 0.0], [-2.3464e-16, 6.1609, 0.0], [0.0, 0.0, 5.6839]]","[[12.5805, -6.2094e-16, 0.0], [-6.2094e-16, 12.5804, 0.0], [0.0, 0.0, 6.9199]]",2.4499,6.002,10.6937,10.69,,10.5035,Petousis 2016,10.1103/PhysRevB.93.1151,A3B_hP4_191_bc_a:Li-N
mp-830,GaN,"['F-43m', 216]",,,,,,,,,2,2,1.9046,"[[6.0745, 0.0, 0.0], [0.0, 6.0745, 0.0], [0.0, 0.0, 6.0745]]","[[10.9714, 0.0, 0.0], [0.0, 10.9714, 0.0], [0.0, 0.0, 10.9714]]",2.4647,6.0746,10.9715,10.96,,9.8037,Petousis 2016,10.1103/PhysRevB.93.1151,AB_cF8_216_a_c:Ga-N
mp-22925,AgI,"['F-43m', 216]",,,,,,,,,2,2,1.7236,"[[5.0266, 0.0, 0.0], [0.0, 5.0266, 0.0], [0.0, 0.0, 5.0266]]","[[7.3620, 0.0, 0.0], [0.0, 7.3620, 0.0], [0.0, 0.0, 7.3620]]",2.242,5.0266,7.362,7.32,,7.0033,Petousis 2016,10.1103/PhysRevB.93.1151,AB_cF8_216_a_c:Ag-I
mp-22903,RbI,"['Fm-3m', 225]",,,,,,,,,2,2,3.9541,"[[2.7089, 5.3659e-07, -2.4949e-08], [5.3659e-07, 2.7090, -2.9158e-07], [-2.4949e-08, -2.9158e-07, 2.7090]]","[[5.6886, 1.1267e-06, -5.2391e-08], [1.1267e-06, 5.6886, -6.1230e-07], [-5.2391e-08, -6.1230e-07, 5.6886]]",1.6459,2.709,5.6887,5.69,,4.9434,Petousis 2016,10.1103/PhysRevB.93.1151,AB_cF8_225_a_b:I-Rb
mp-23295,RbCl,"['Fm-3m', 225]",,,,,,,,,2,2,5.0162,"[[2.2809, -2.1396e-08, 2.1396e-08], [-2.1396e-08, 2.2810, 2.3631e-07], [2.1396e-08, 2.3631e-07, 2.2810]]","[[5.6519, -5.3018e-08, 5.3018e-08], [-5.3018e-08, 5.6520, 5.8556e-07], [5.3018e-08, 5.8556e-07, 5.6520]]",1.5103,2.281,5.652,5.65,,4.9134,Petousis 2016,10.1103/PhysRevB.93.1151,AB_cF8_225_a_b:Cl-Rb
mp-827,KN3,"['I4/mcm', 140]",,,,,,,,,8,2,4.2019,"[[2.7042, -1.9743e-07, -1.5844e-07], [-1.9743e-07, 2.7042, 7.7890e-08], [-1.5844e-07, 7.7890e-08, 2.0134]]","[[6.5579, -4.7878e-07, -4.3352e-07], [-4.7878e-07, 6.5579, 1.8888e-07], [-4.3352e-07, 1.8888e-07, 5.5091]]",1.5729,2.474,6.2083,6.21,,6.8542,Petousis 2016,10.1103/PhysRevB.93.1151,AB3_tI16_140_a_dh:K-N
mp-9252,HgS,"['P3_221', 154]",,,,,,,,,6,2,1.7038,"[[5.8775, -4.1819e-07, 0.0], [-4.1819e-07, 5.8775, 0.0], [0.0, 0.0, 7.9561]]","[[10.9129, -7.7646e-07, 0.0], [-7.7646e-07, 10.9129, 0.0], [0.0, 0.0, 14.7543]]",2.5633,6.5704,12.1934,12.33,,18.2043,Petousis 2016,10.1103/PhysRevB.93.1151,AB_hP6_154_a_b:Hg-S
mp-8884,ZnTe,"['P6_3mc', 186]",,,,,,,,,4,2,1.1003,"[[8.7796, -1.3010e-17, 0.0], [-1.3010e-17, 8.7796, 0.0], [0.0, 0.0, 8.8864]]","[[11.4563, -1.6976e-17, -1.1293e-21], [-1.6976e-17, 11.4563, -1.4117e-22], [-1.1293e-21, -1.4117e-22, 12.0083]]",2.969,8.8153,11.6404,11.52,,10.1043,Petousis 2016,10.1103/PhysRevB.93.1151,AB_hP4_186_b_b:Te-Zn
mp-1873,ZnF2,"['P4_2/mnm', 136]",,,,,,,,,6,2,3.4773,"[[2.5910, 0.0, 0.0], [0.0, 2.5370, 0.0], [0.0, 0.0, 2.537]]","[[6.7449, 0.0, 0.0], [0.0, 8.83, 0.0], [0.0, 0.0, 8.8299]]",1.5984,2.555,8.135,8.14,,7.4039,Petousis 2016,10.1103/PhysRevB.93.1151,A2B_tP6_136_f_a:F-Zn
mp-22896,LaCl3,"['P6_3/m', 176]",,,,,,,,,8,2,3.6699,"[[3.6149, -0.0010, 0.0], [0.0009, 3.6150, 0.0], [0.0, 0.0, 3.991]]","[[9.1159, -0.0010, 0.0], [0.0009, 9.1160, 0.0], [0.0, 0.0, 12.4159]]",1.934,3.7403,10.216,10.22,,8.5647,Petousis 2016,10.1103/PhysRevB.93.1151,A3B_hP8_176_h_c:Cl-La
mp-19399,Cr2O3,"['R-3c', 167]",,,,,,,,,10,2,2.4343,"[[6.2338, 3.5432e-07, 2.8509e-07], [3.5432e-07, 6.2338, -3.9661e-07], [2.8509e-07, -3.9661e-07, 6.4872]]","[[10.4799, 5.9566e-07, 5.3567e-07], [5.9566e-07, 10.4799, -6.6675e-07], [5.3567e-07, -6.6675e-07, 12.1890]]",2.5136,6.3183,11.0497,11.05,,12.8334,Petousis 2016,10.1103/PhysRevB.93.1151,A2B3_hR30_167_c_e:Cr-O
mp-9984,SnS2,"['P6_3mc', 186]",,,,,,,,,6,2,1.491,"[[7.3330, -1.5550e-16, 0.0], [-1.5550e-16, 7.3329, 0.0], [0.0, 0.0, 3.7060]]","[[16.7520, -1.6527e-16, 1.8070e-20], [-1.6527e-16, 16.7519, 0.0], [1.8070e-20, 0.0, 3.9240]]",2.4747,6.124,12.476,12.48,,13.8649,Petousis 2016,10.1103/PhysRevB.93.1151,A2B_hP6_186_ab_b:S-Sn
mp-1253,BaSe,"['Fm-3m', 225]",,,,,,,,,2,2,2.2121,"[[5.2939, -7.8219e-07, 3.3747e-07], [-7.8219e-07, 5.2940, 6.0382e-07], [3.3747e-07, 6.0382e-07, 5.2940]]","[[14.1293, -2.0876e-06, 9.0070e-07], [-2.0876e-06, 14.1293, 1.6115e-06], [9.0070e-07, 1.6115e-06, 14.1293]]",2.3009,5.294,14.1293,14.13,,10.7041,Petousis 2016,10.1103/PhysRevB.93.1151,AB_cF8_225_a_b:Ba-Se
mp-2507,GaS,"['P6_3/mmc', 194]",,,,,,,,,8,2,2.0109,"[[6.2569, -9.9601e-07, 3.6140e-20], [-9.9601e-07, 6.2570, 5.4210e-20], [3.6140e-20, 5.4210e-20, 3.6880]]","[[9.3969, -1.4958e-06, 3.6140e-20], [-1.4958e-06, 9.3970, 5.4210e-20], [3.6140e-20, 5.4210e-20, 3.9180]]",2.3239,5.4007,7.5707,7.57,,8.6351,Petousis 2016,10.1103/PhysRevB.93.1151,AB_hP8_194_f_f:Ga-S
mp-11714,SiC,"['P6_3mc', 186]",,,,,,,,,8,2,2.3298,"[[7.0257, 1.7371e-16, 0.0], [1.7371e-16, 7.0257, 0.0], [0.0, 0.0, 7.3184]]","[[10.3004, 2.5970e-16, -5.6468e-22], [2.5970e-16, 10.3004, 0.0], [-5.6468e-22, 0.0, 10.9712]]",2.669,7.1233,10.5241,10.54,,9.7053,Petousis 2016,10.1103/PhysRevB.93.1151,AB_hP8_186_ab_ab:C-Si
mp-632326,HCl,"['Cmc2_1', 36]",,,,,,,,,4,2,5.9709,"[[2.2003, 0.0, 0.0], [0.0, 2.0670, 0.0], [0.0, 0.0, 2.0580]]","[[3.5818, 0.0, 0.0], [0.0, 2.0677, 0.0], [0.0, 0.0, 2.6196]]",1.4521,2.1085,2.7564,2.77,,4.0055,Petousis 2016,10.1103/PhysRevB.93.1151,AB_mC8_36_a_a:Cl-H
mp-226,FeS2,"['Pa-3', 205]",,,,,,,,,12,2,0.4573,"[[21.2010, 0.0, 0.0], [0.0, 21.2010, 0.0], [0.0, 0.0, 21.2010]]","[[28.2273, 0.0, 0.0], [0.0, 28.2273, 0.0], [0.0, 0.0, 28.2273]]",4.6045,21.201,28.2273,28.24,,24.1157,Petousis 2016,10.1103/PhysRevB.93.1151,AB2_cP12_205_a_c:Fe-S
mp-22958,KBrO3,"['R3m', 160]",,,,,,,,,5,3,4.0763,"[[2.8928, 4.0361e-07, -6.6798e-23], [4.0361e-07, 2.8928, -7.6432e-17], [-6.6798e-23, -7.6432e-17, 2.4310]]","[[7.6242, 1.0637e-06, -5.0207e-22], [1.0637e-06, 7.6242, -3.6119e-16], [-5.0207e-22, -3.6119e-16, 5.4418]]",1.655,2.7389,6.8968,7.12,,7.3034,Petousis 2016,10.1103/PhysRevB.93.1151,ABC3_hR15_160_a_a_b:Br-K-O
mp-555359,KMnF3,"['I4/mcm', 140]",,,,,,,,,10,3,2.1006,"[[2.2284, -1.8724e-07, 2.6973e-08], [-1.8724e-07, 2.2284, 1.6141e-07], [2.6973e-08, 1.6141e-07, 2.2398]]","[[10.5879, -8.8961e-07, 1.0489e-07], [-8.8961e-07, 10.5879, 7.6691e-07], [1.0489e-07, 7.6691e-07, 8.7106]]",1.4941,2.2323,9.9622,9.96,,9.7558,Petousis 2016,10.1103/PhysRevB.93.1151,A3BC_tI20_140_ah_b_c:F-K-Mn
mp-4452,Cd(GaS2)2,"['I-4', 82]",,,,,,,,,7,3,2.122,"[[5.7989, 0.0, 0.0], [0.0, 5.7989, 1.2258e-18], [0.0, 1.2258e-18, 5.8132]]","[[9.4425, 0.0, 0.0], [0.0, 9.4425, 1.7470e-17], [0.0, 1.7470e-17, 9.6465]]",2.4091,5.8037,9.5106,9.52,,11.406,Petousis 2016,10.1103/PhysRevB.93.1151,AB2C4_tI14_82_a_bc_g:Cd-Ga-S
mp-7848,AlPO4,"['I-4', 82]",,,,,,,,,6,3,5.8209,"[[2.1332, 0.0, 0.0], [0.0, 2.1332, -1.0676e-18], [0.0, -1.0676e-18, 2.1422]]","[[3.7317, 0.0, 0.0], [0.0, 3.7317, -1.4445e-17], [0.0, -1.4445e-17, 3.8529]]",1.4616,2.1363,3.7722,3.78,,6.0534,Petousis 2016,10.1103/PhysRevB.93.1151,AB4C_tI12_82_a_g_c:Al-O-P
mp-4175,ZnSnP2,"['I-42d', 122]",,,,,,,,,8,3,0.7059,"[[12.3287, 0.0, 0.0], [0.0, 12.3287, 4.1025e-18], [0.0, 4.1025e-18, 12.3815]]","[[14.7524, 0.0, 0.0], [0.0, 14.7524, 1.8965e-17], [0.0, 1.8965e-17, 14.9966]]",3.5137,12.3463,14.8339,15.58,,10.006,Petousis 2016,10.1103/PhysRevB.93.1151,A2BC_tI16_122_d_a_b:P-Sn-Zn
mp-3772,Cd(GaSe2)2,"['I-4', 82]",,,,,,,,,7,3,1.3487,"[[7.3529, 0.0, 0.0], [0.0, 7.3529, 0.0], [0.0, 0.0, 7.4468]]","[[10.9026, 0.0, 0.0], [0.0, 10.9026, 0.0], [0.0, 0.0, 11.1696]]",2.7174,7.3842,10.9917,11.06,,9.206,Petousis 2016,10.1103/PhysRevB.93.1151,AB2C4_tI14_82_a_bc_g:Cd-Ga-Se
mp-5342,GaAgS2,"['I-42d', 122]",,,,,,,,,8,3,0.9622,"[[7.1767, 0.0, 0.0], [0.0, 7.1767, 0.0], [0.0, 0.0, 6.9662]]","[[10.3053, 0.0, 0.0], [0.0, 10.3053, 0.0], [0.0, 0.0, 10.4472]]",2.6658,7.1066,10.3526,10.49,,8.416,Petousis 2016,10.1103/PhysRevB.93.1151,ABC2_tI16_122_a_b_d:Ag-Ga-S
