material_id,formula,e_form_pred_n0,e_form_ale_n0
scn-30510,YTc2BiO8,-2.2216,0.0218
scn-30511,Sr6Nb2Pb,0.214,0.0212
scn-30512,Ba2O7F2,-1.1741,0.325
scn-30513,Zn6Pb4O19,-1.0601,0.0575
scn-30514,Sr2ClO4,-1.8597,0.518
scn-30515,FrNaTl2F6,-2.9985,0.027
scn-30516,Fr15Ba4SrHf5,0.0644,0.0359
scn-30517,ZrPo3F7,-2.9728,0.0638
scn-30518,KTaBiO5,-2.332,0.0456
scn-30519,SnBr3F,-1.0091,0.0672
scn-30520,NaZr2(PbO3)3,-2.3396,0.0407
scn-30521,Li4Te3OF8,-2.4179,0.0343
scn-30522,TaRh3O7,-1.7796,0.033
scn-30523,Ba3SrNb2As9,-0.7294,0.0195
scn-30524,Mn2Cr2O7,-2.1246,0.0632
scn-30525,Ti2Sb2O5,-2.4775,0.0386
scn-30526,Ba4Nb2Cr12W,1.0761,0.2958
scn-30527,BaMg2TaO6,-3.0601,0.0459
scn-30528,Ta2SeO6F,-2.7701,0.0821
scn-30529,LiTaCuO6,-1.9207,0.0497
scn-30530,Cs2NaTiCrF5,-2.5609,0.0572
scn-30531,KTi3RhO9,-2.7687,0.0432
scn-30532,Fe7NiOF7,-1.4024,0.1389
scn-30533,Ta2Os2O7,-2.1149,0.1561
scn-30534,FrCs2KF6,-3.4111,0.0233
scn-30535,RbMgCr7,0.7235,0.1292
scn-30536,ScCoO,-1.1726,0.0809
scn-30537,Ta2Zn6Pb,0.0943,0.0212
scn-30538,Cs2KHfSn5O,-0.5545,0.0259
scn-30539,K2NaZrTa5O,0.5047,0.1924
scn-30540,Cs2Hf(SeO4)3,-1.82,0.0601
scn-30541,Rb9Ba3CaNb2,0.6736,0.0319
scn-30542,Ba3Nb2InO9,-3.0767,0.0294
scn-30543,CsSrGa3,0.0461,0.0507
scn-30544,NaMg2ClF7,-2.6928,0.0755
scn-30545,SrTaGe2N,-0.61,0.0213
scn-30546,LiTa2CuMo6,0.2474,0.0319
scn-30547,Zr2Br2O7,-1.625,0.1079
scn-30548,Na2Ta2V2I6O17,-1.782,0.0515
scn-30549,SbPbCl3,-1.2555,0.0213
scn-30550,BaNaGeO5,-1.7302,0.0756
scn-30551,YTaBi2Cl7,-1.5443,0.0282
scn-30552,SrZrI3,-1.0737,0.0231
scn-30553,SrTiMo3,0.3614,0.0315
scn-30554,Li3Br6O,-0.9089,0.0258
scn-30555,Rb2Ti2O7,-2.1725,0.0759
scn-30556,Sr4Sb3I,-1.0847,0.0142
scn-30557,GeBi4Mo7,0.281,0.0479
scn-30558,AlNiGe2F7,-2.3131,0.0602
scn-30559,KSb5Pb2,-0.1063,0.0782
scn-30560,Zr5(TcO3)4,-2.3934,0.054
scn-30561,Fr5Ta2Cl2O9,-3.1111,0.033
scn-30562,Li2Ti2As5,-0.5196,0.0226
scn-30563,TiNb2Ag(PbO3)4,-2.2747,0.027
scn-30564,CsLi2Ti2O7,-2.4617,0.043
scn-30565,CaIF3,-2.913,0.0345
scn-30566,KY3In10,-0.2549,0.0212
scn-30567,InGaCl4,-1.3817,0.1813
scn-30568,Sc2Bi2Se,-0.6592,0.0151
scn-30569,Ba2I7O16,-1.3006,0.048
scn-30570,Ba3ZrTa4Po15,-0.7913,0.0163
scn-30571,Bi2RhO2,-0.8858,0.0336
scn-30572,ScSb(IO3)2,-1.6559,0.0791
scn-30573,Ta3AtO9,-3.198,0.032
scn-30574,SrAl2F4,-2.969,0.0694
scn-30575,Cs4Li2O9,-0.9299,0.0803
scn-30576,Li3CaO4,-1.972,0.0573
scn-30577,Nb3Tc(Bi2O7)2,-2.1887,0.0275
scn-30578,Ta3SeO9,-2.832,0.0909
scn-30579,HfTl2Hg,1.6291,0.1456
scn-30580,NbWO4,-2.0287,0.0636
scn-30581,Pb4ICl7,-1.3788,0.0238
scn-30582,NaNbAs3,-0.3408,0.0201
scn-30583,CrPbS2,-0.6137,0.0359
scn-30584,ZrPd2O3,-1.766,0.1285
scn-30585,Rb7Sr2O16,-1.0841,0.0897
scn-30586,Ca2TaNO6,-2.5989,0.1254
scn-30587,Zr2At3O7,-2.418,0.0626
scn-30588,CdPbO4,-0.9719,0.0609
scn-30589,BiW3,0.8808,0.0964
scn-30590,TaV2ClO8,-2.437,0.0311
scn-30591,TiRe6(PO8)2,-2.0262,0.0419
scn-30592,K2SrLi2O7,-1.2994,0.093
scn-30593,ScNbV2O7,-2.9446,0.0399
scn-30594,Nb2Sn2PbO9,-2.3127,0.0322
scn-30595,K3ZnOF5,-2.3641,0.038
scn-30596,SnF8,-1.6093,0.0848
scn-30597,CaZrMn3,0.2711,0.0259
scn-30598,Na2SrZrCd8,-0.0976,0.0101
scn-30599,CaW4O11,-2.2554,0.0346
scn-30600,Zr(Tl4Pb)2,0.0954,0.0146
scn-30601,KNaTi4(In6Bi)2,-0.0249,0.0185
scn-30602,InCo5Sn2,0.0321,0.0169
scn-30603,CsScPo2,-0.536,0.0382
scn-30604,TcPb,0.5365,0.0413
scn-30605,RbTiNb6,0.2625,0.027
scn-30606,NbBr3O10,-0.6295,0.173
scn-30607,K4Ta3MnO12,-2.8698,0.0471
scn-30608,Sr3Mg2Bi3O14,-2.0952,0.0671
scn-30609,NaTc2BiO6,-1.7907,0.0243
scn-30610,Ba4Na2In11W2,0.0112,0.0153
scn-30611,Tl8Si,0.1542,0.0147
scn-30612,PbCNO,-0.3975,0.0608
scn-30613,LiNb2TcO7,-2.6033,0.0252
scn-30614,Sr5ZrTi4Cr15,0.5745,0.0492
scn-30615,NaGeO4,-1.1003,0.1066
scn-30616,HfRe(PbO3)2,-2.0996,0.0336
scn-30617,K5TiNbH,0.5199,0.03
scn-30618,Fr2Ti2O5,-3.1173,0.0441
scn-30619,NaTi2MoO6,-2.8982,0.028
scn-30620,NaBi(O3F)2,-0.9007,0.2072
scn-30621,NaNbW3,0.67,0.0529
scn-30622,NaCa2Co3O10,-1.3344,0.1344
scn-30623,TiNb(Po3Bi)3,-0.4193,0.0941
scn-30624,NaNb2TlO7,-2.4262,0.048
scn-30625,YMn8V2Bi,0.0786,0.0202
scn-30626,CaV2O8F,-2.108,0.0715
scn-30627,Fe2Bi2PbO9,-1.5214,0.0606
scn-30628,BiPbO3,-1.4442,0.0415
scn-30629,Tl9GaTe6,-0.3051,0.0142
scn-30630,Fe2SnPbS4,-0.4088,0.0351
scn-30631,Li3S2F5,-2.0511,0.0433
scn-30632,RbTaPoO5,-3.1038,0.0247
scn-30633,Y2Ti2Sn7,-0.3715,0.0239
scn-30634,K2NaY5TiO,-0.1928,0.0321
scn-30635,Ca2Ni3O8,-1.4714,0.042
scn-30636,SrTc2Bi2O9,-1.9428,0.0265
scn-30637,Fe3Bi4OF8,-2.0478,0.0488
scn-30638,TiGaWO5F,-2.4696,0.0941
scn-30639,LiTa3(CuO3)4,-2.1818,0.0384
scn-30640,Sr4Ca2Zr,0.2425,0.0161
scn-30641,Mg2TaVO6,-2.9947,0.0428
scn-30642,Nb4Pb3N13,-0.1889,0.0356
scn-30643,K8YTa2,0.7453,0.0334
scn-30644,Sn9(Br5O2)2,-1.0477,0.0504
scn-30645,TaSbWO6,-2.3023,0.0389
scn-30646,Cd4Sb,0.0543,0.0187
scn-30647,Na6NbTlW,0.6816,0.0312
scn-30648,Ta2Rh2O7,-2.4776,0.0536
scn-30649,K3AtOF5,-2.9677,0.0311
scn-30650,TeClF,-1.1422,0.065
scn-30651,Cs2TaGaF5,-2.7471,0.0501
scn-30652,K2HfNOF5,-2.7223,0.0479
scn-30653,K3ZrNb7,1.1856,0.2155
scn-30654,RbMgCrFe6,0.399,0.2479
scn-30655,Sr2CdTe6W,-0.6224,0.0184
scn-30656,Hg2PbO6,-0.5253,0.0921
scn-30657,LiCaTa2Cd6F,-0.2178,0.024
scn-30658,Rb2NaZrGe5O,-0.5537,0.0266
scn-30659,MgNb2(OsO3)3,-1.1618,0.2134
scn-30660,Nb2Te3O8,-1.7863,0.0502
scn-30661,RaSrTa2O6F,-3.168,0.0516
scn-30662,CaMg2MoF7,-3.3658,0.0486
scn-30663,Te7(ClF6)2,-1.8115,0.0348
scn-30664,TlWIO6,-1.5388,0.0269
scn-30665,MgPb2AuO6,-1.2715,0.0467
scn-30666,ZrClF5,-3.0124,0.064
scn-30667,ZrAtO3,-2.7037,0.037
scn-30668,In(BiO3)3,-1.2241,0.0731
scn-30669,Cs6Sr2NbIn,0.5767,0.03
scn-30670,AsPdO5,-0.8423,0.1284
scn-30671,Fr11(Ti2Bi)2,0.0135,0.0422
scn-30672,YTaP2O7,-2.393,0.0599
scn-30673,LiTiPd3,-0.4952,0.0149
scn-30674,P3PbS4,-0.4236,0.0343
scn-30675,GeBiO,-0.7342,0.0461
scn-30676,Ba3Nb4NiO15,-2.9665,0.0607
scn-30677,Ba13(NaTi3)2,0.3507,0.0189
scn-30678,MgV4Po9,-0.5424,0.0164
scn-30679,KNb2AsO6,-2.4026,0.0362
scn-30680,LiAlPb2F6,-2.7375,0.069
scn-30681,Sr4Te2O9,-2.6803,0.0253
scn-30682,Ca(NbS3)2,-1.5801,0.0315
scn-30683,Cs2LiY6In,0.3148,0.02
scn-30684,Nb4AsPO13,-2.6908,0.046
scn-30685,Tl2CdO6,-0.7424,0.0781
scn-30686,Li2CaY7Ta2,0.1227,0.0147
scn-30687,Ca2Ta3AgO10,-3.0761,0.0269
scn-30688,HfBiCl,-0.8029,0.0255
scn-30689,MnSnBr,-0.1599,0.0344
scn-30690,CaTl4,-0.1508,0.0097
scn-30691,NbGa(NiO3)2,-1.6885,0.0658
scn-30692,Pd5BrCl4,-0.4539,0.0309
scn-30693,Sr5Ca7O19,-2.3131,0.0733
scn-30694,NbFe2F,-0.3172,0.1156
scn-30695,GaNiCl4,-1.1295,0.046
scn-30696,Sr2GaIO6,-2.1786,0.0481
scn-30697,Na2ScSbO6,-2.1386,0.0729
scn-30698,Ba3Co2O7,-2.0716,0.033
scn-30699,NbAt3O7,-2.5113,0.0349
scn-30700,S2I,0.0312,0.1386
scn-30701,BaRu4O11,-1.6548,0.0342
scn-30702,Sr3(TaTe4)2,-0.9313,0.0185
scn-30703,Ge2At2O7,-2.2034,0.115
scn-30704,Tl4BiP,0.0574,0.0178
scn-30705,Ba2BiOsO6,-2.2382,0.0284
scn-30706,Y(TaMo3)3,-0.0123,0.0341
scn-30707,Sr2BiF7,-3.5544,0.0419
scn-30708,Cs2Li2CaO7,-1.3176,0.2555
scn-30709,LiNbAuO6,-1.6003,0.0736
scn-30710,CaZrPb2O7,-2.2773,0.0461
scn-30711,Ta2Co5,-0.1293,0.0121
scn-30712,TcPb,0.6615,0.0358
scn-30713,SrSnAs4,-0.3502,0.0193
scn-30714,CaAlClO5,-1.8412,0.1678
scn-30715,MgZrSc7Si2,-0.2483,0.0208
scn-30716,Cs2SrLi2O7,-1.3039,0.0885
scn-30717,Ta2Os4O9,-1.7628,0.0607
scn-30718,Cs2Ca3Nb4O12,-2.9704,0.0387
scn-30719,BaLiCd3,-0.1452,0.0154
scn-30720,Y5Sn3I,-0.8529,0.0109
scn-30721,Ca2ScAsO6,-3.0538,0.0193
scn-30722,BaGaO3,-2.323,0.0401
scn-30723,LiTaCd3,0.1869,0.0196
scn-30724,Ba3CaAsWO9,-2.8087,0.0195
scn-30725,TaNClO2,-1.2663,0.1783
scn-30726,Rb3Ca6Y,0.2475,0.0179
scn-30727,YCu3F6,-2.4742,0.0362
scn-30728,Ba3NaNb,0.4596,0.0272
scn-30729,Ba2CaTa2O7,-3.3232,0.0332
scn-30730,Sr2Ir2O7,-2.0353,0.0262
scn-30731,CaMgTaReO6,-2.8699,0.0328
scn-30732,Zr5W2O13,-3.2279,0.028
scn-30733,Ca2Ti5Cr4O18,-3.0626,0.0378
scn-30734,NbBi2As5F,-0.4596,0.0354
scn-30735,SnSbPO4,-1.9829,0.0475
scn-30736,Y4AgSn3O14,-2.8455,0.0261
scn-30737,Fr4Na2CaBi2O15,-2.174,0.0984
scn-30738,InSn2F5,-2.3954,0.0429
scn-30739,Y8Ta3Ag,0.096,0.0195
scn-30740,Ta3TiNbO9,-2.9815,0.0574
scn-30741,V3RhO10,-1.9301,0.032
scn-30742,Ba18Nb4AgBi5,-0.1134,0.019
scn-30743,Rb2Sn,-0.153,0.0133
scn-30744,BaTlO4,-1.3071,0.1186
scn-30745,CaTi2Cd6Pb,-0.0003,0.0168
scn-30746,Sc3NbSe7,-1.3413,0.0121
scn-30747,Sr2Ti3CrO9,-3.3056,0.0374
scn-30748,ScTl2OsF6,-2.4139,0.0485
scn-30749,CaTa2As7H2,0.0093,0.1372
scn-30750,Zr2Cr3O7,-2.8048,0.0452
scn-30751,KNa2SnS4,-1.1679,0.0175
scn-30752,HfMn(PbO3)2,-2.2822,0.0656
scn-30753,SrY9(TaBi)2,-0.1801,0.0132
scn-30754,Sb2As3,0.0797,0.0289
scn-30755,Ti3Tl4O12,-2.0459,0.0798
scn-30756,Ta2AtH2O7,-2.2416,0.1945
scn-30757,Ca2Ta3PbO10,-3.1582,0.029
scn-30758,Rb2TiSbOF5,-2.951,0.0324
scn-30759,Ca2Ti5(Ni2O9)2,-2.4576,0.0479
scn-30760,BaInCl4,-2.2226,0.0186
scn-30761,Ca2Mn7Nb2,0.4846,0.0747
scn-30762,CaZr(GeO4)2,-2.7215,0.0967
scn-30763,Hf4NbBi,-0.1677,0.0225
scn-30764,CdIn2O6,-0.9519,0.1235
scn-30765,Ta6Co19Pb4,-0.0183,0.0158
scn-30766,TaPb3O7,-2.0251,0.0528
scn-30767,CaMo2F8,-3.0713,0.0527
scn-30768,Rb3ReF6,-2.6443,0.0338
scn-30769,CsRbNbO6,-1.7229,0.076
scn-30770,Ta2Bi2AtO9,-2.5677,0.0304
scn-30771,Ba7Sc21(TiNb2)2,0.4041,0.03
scn-30772,RbNb(PtO3)3,-1.6213,0.0702
scn-30773,HfSnW4,0.2472,0.0433
scn-30774,Ca2NO4,-1.4828,0.3471
scn-30775,MgTaO3,-2.9478,0.0669
scn-30776,Cs9(Br5O2)2,-0.5869,0.3855
scn-30777,LiWClO6,-1.4116,0.0853
scn-30778,BaIF3,-2.896,0.234
scn-30779,Y4Sb,-0.5409,0.0314
scn-30780,KRb9Ti3Nb,0.6791,0.0402
scn-30781,Fr5NaNb4O18,-3.16,0.0329
scn-30782,RbScPd2F6,-2.6163,0.0322
scn-30783,Ta2Po2O7,-2.5066,0.1544
scn-30784,ReClO4,-1.4361,0.0744
scn-30785,Na2CaMoO6,-2.1254,0.0324
scn-30786,K2HfAlOF5,-3.2824,0.0435
scn-30787,TaTcO3,-2.0795,0.0584
scn-30788,K3Li2(CoO3)5,-1.346,0.0396
scn-30789,CaScTa2O6F,-3.3531,0.0453
scn-30790,MgCrBi2F7,-2.6715,0.0562
scn-30791,NaCaMg2Cu7,-0.016,0.0171
scn-30792,TaTcNO2,-1.6809,0.0457
scn-30793,TaNbTlO6,-2.8163,0.0683
scn-30794,LiTl2CuO6,-1.0996,0.0449
scn-30795,MgOs6Pb2W,0.6439,0.0338
scn-30796,CaBi3F10,-3.0471,0.0653
scn-30797,Ba6Na2V2Hg2O17,-2.2949,0.0387
scn-30798,K3CaHf,0.9896,0.042
scn-30799,Sr2TaPoO6,-3.1942,0.0336
scn-30800,TaRhO3,-2.1968,0.0846
scn-30801,Ta3InRu9,-0.1951,0.0177
scn-30802,GaCuO3,-1.4253,0.0365
scn-30803,Y2NbInO6,-3.1447,0.0279
scn-30804,Rb3Li4O8,-1.2449,0.1259
scn-30805,Mo2Pb,0.5419,0.0633
scn-30806,Bi2WO2,-0.5329,0.0424
scn-30807,Mn7(NbPb)2,0.1521,0.0434
scn-30808,BaBi4W,0.0816,0.0183
scn-30809,CaHf2ZrO6,-3.5664,0.0396
scn-30810,HfTaCdF7,-3.0842,0.0494
scn-30811,BiAtO4,-1.9237,0.0423
scn-30812,FrLiO3,-1.9557,0.0871
scn-30813,GeOF,-2.0476,0.0462
scn-30814,LiCa2GaF6,-3.301,0.0421
scn-30815,Tl2ZnTe,-0.0553,0.0338
scn-30816,Ba3RaNb4O15,-3.2648,0.0257
scn-30817,Rb7Na2CrNi,0.4174,0.0406
scn-30818,Zn4PbW,0.3081,0.0404
scn-30819,Sr8Li2Ti3Zn,0.1817,0.0171
scn-30820,TaCr7Pb,0.1888,0.0365
scn-30821,Ta2Cd5,0.3618,0.039
scn-30822,KNa(NbW3)2,0.395,0.0731
scn-30823,Ta2W2O7,-1.9791,0.1742
scn-30824,TlPbO3,-1.1356,0.0406
scn-30825,BaCa2Nb2O11,-2.7526,0.0444
scn-30826,TaPb2WO6,-1.9825,0.0416
scn-30827,Ba2TaPO6,-2.8865,0.0509
scn-30828,CsY(SF3)2,-2.9604,0.0345
scn-30829,Na2AlV7Ni,0.4621,0.1953
scn-30830,CaTi3Se7,-1.0072,0.1052
scn-30831,LiTl2GeF6,-2.5035,0.0331
scn-30832,K4Mn5O12,-1.8676,0.0374
scn-30833,NbNO5,-0.9384,0.3173
scn-30834,IrPbCl3,-0.9072,0.0298
scn-30835,Mg3Ti3O8,-3.2879,0.0441
scn-30836,Cd3CBr,0.537,0.0519
scn-30837,Ti2Ni2O5,-2.3445,0.0556
scn-30838,CaTa2Te2O7,-2.5822,0.0319
scn-30839,KCa2Ta3In10,0.1069,0.0337
scn-30840,Nb3PO8,-2.7183,0.0542
scn-30841,Fr2NbInO7,-2.8421,0.0825
scn-30842,RbAl(NF3)2,-1.3954,0.1808
scn-30843,CsInO4,-1.0087,0.0961
scn-30844,K3B2(IrO4)3,-1.8488,0.027
scn-30845,FrCaF3,-3.3698,0.0581
scn-30846,CaTiTe3,-0.9454,0.0216
scn-30847,Tl3RuF6,-2.0818,0.0328
scn-30848,AlCd3Bi,0.1583,0.0179
scn-30849,Fr7Sr5O19,-2.8887,0.0484
scn-30850,HfGeF3,-2.6467,0.0433
scn-30851,Ca2Zr7O16,-3.7116,0.0384
scn-30852,TlAsBr2,-0.6085,0.0149
scn-30853,Ba3Zr2N7,-0.7504,0.0368
scn-30854,Ba3ZnCrWO9,-2.6791,0.0259
scn-30855,Sr2ScTcO6,-3.0142,0.0263
scn-30856,TaZn(BiO3)2,-2.2126,0.0321
scn-30857,V4Pb3O13,-2.0384,0.0486
scn-30858,MgTl2GaF6,-2.7971,0.0319
scn-30859,LiNb3(Bi2Ir7)2,-0.0301,0.0553
scn-30860,CsOs3Pb,1.696,0.0663
scn-30861,CaTc2PbO6,-2.0209,0.0357
scn-30862,AlCdO3,-1.6678,0.3083
scn-30863,Li2CaTa2Cd7,0.1745,0.0161
scn-30864,CaZrCu2O7,-2.0342,0.0441
scn-30865,Ba8SrTa6O27,-3.1443,0.0619
scn-30866,Zn5MoPb2,0.2841,0.0995
scn-30867,Ta2P5,-0.3754,0.0617
scn-30868,BaNa2S2O7,-2.1149,0.0909
scn-30869,SrNb2W2O7,-2.1608,0.064
scn-30870,NbRuWO6,-2.112,0.083
scn-30871,Ca2InSO6,-2.2411,0.0368
scn-30872,Ta3SO9,-2.927,0.0553
scn-30873,TaSn3F5,-2.0542,0.0672
scn-30874,Sr5Pt4O15,-1.98,0.0312
scn-30875,Nb2Bi2AsO9,-2.1339,0.0316
scn-30876,LiO3F,-0.5092,0.132
scn-30877,Ba3CaCoWO9,-2.6208,0.0363
scn-30878,SrPbNO2,-1.3615,0.0525
scn-30879,TaTcO4,-2.5232,0.0408
scn-30880,Ca5Ta4Fe15,0.0765,0.0447
scn-30881,Ca2Ti2InSiO10,-3.0881,0.0523
scn-30882,Na2CaSn2O7,-1.9032,0.0549
scn-30883,AlO3F,-1.1817,0.1266
scn-30884,KTi4Bi2SO12,-2.6969,0.0315
scn-30885,Nb2BiAtO7,-2.3989,0.0383
scn-30886,Ti2BiAtO6,-2.6398,0.034
scn-30887,Nb2CdW6,0.1616,0.073
scn-30888,Tl2GaGeF6,-2.2143,0.0722
scn-30889,ScTaO2,-2.5171,0.0581
scn-30890,Na2PbF8,-2.0502,0.0735
scn-30891,RbNbFeO5,-2.2521,0.0771
scn-30892,V3GeO10,-2.0932,0.0531
scn-30893,Ca2TaCoO6,-2.9142,0.0446
scn-30894,LiCa2Ga3O10,-1.8696,0.1172
scn-30895,K4Ta3NbCl12,-1.6588,0.0345
scn-30896,MgTi2SbO6,-2.8059,0.0356
scn-30897,TiPb2ClO6,-1.5227,0.1578
scn-30898,GeIO4,-1.0469,0.1098
scn-30899,BaH2N2O7,-1.0144,0.1824
scn-30900,NaY6Ti2Bi,-0.0331,0.0138
scn-30901,SrLiTi2O6,-3.1418,0.0356
scn-30902,Ba3Ta2SnO9,-3.1837,0.0327
scn-30903,Cs2Li2CaO7,-1.3075,0.0874
scn-30904,Cr3CCl,-0.2686,0.0353
scn-30905,YGe2BiO8,-2.4239,0.0525
scn-30906,TlPO2,-1.5473,0.0502
scn-30907,Nb2Bi2SO9,-2.2561,0.0395
scn-30908,Rb6Tl9Sb,-0.1027,0.0105
scn-30909,Rb4NbBi,0.2819,0.0341
scn-30910,Ta2CdGe6,0.0833,0.0417
scn-30911,Ba2At2O7,-2.6356,0.0436
scn-30912,V2W4O7,-0.7982,0.2591
scn-30913,SF2,-0.2655,0.1896
scn-30914,MgBiPtO5,-1.6169,0.0357
scn-30915,NaTiFe2OF5,-2.8085,0.0442
scn-30916,NaScBr,-0.7335,0.0174
scn-30917,Ba4Sr(MoO3)5,-2.5069,0.0563
scn-30918,TaFe3O7,-2.2525,0.044
scn-30919,Cd2Rh2O7,-1.2516,0.0767
scn-30920,Cs2TaBiO6,-2.2117,0.046
scn-30921,K5Rb3TiO,-0.2379,0.0306
scn-30922,CsRb3Sn,0.0331,0.0172
scn-30923,NaPo3O8,-2.9183,0.0398
scn-30924,SrTa2Ga9Bi2,-0.021,0.0284
scn-30925,CsTaPdO6,-1.9886,0.0527
scn-30926,MgNb2(As3Pb)3,-0.0594,0.0964
scn-30927,Rb10Ti3Nb,0.6824,0.0405
scn-30928,HfCuO4,-2.0795,0.1161
scn-30929,Ba3SrTa2V9,0.5721,0.0408
scn-30930,Mg2ScTaO6,-3.3094,0.1424
scn-30931,Hf2S2O7,-2.6046,0.2013
scn-30932,TiNbTl(SnO2)2,-1.8909,0.0569
scn-30933,NbPb,0.355,0.0352
scn-30934,NaNbCu3,0.2423,0.0257
scn-30935,CsTaCd3,0.4674,0.0254
scn-30936,AlSn2H2OF7,-2.6855,0.038
scn-30937,SrClF3,-2.638,0.1189
scn-30938,K2ScAlF6,-3.3714,0.0372
scn-30939,Na4Br5O12,-0.6335,0.1537
scn-30940,K2TaOF5,-3.3879,0.0302
scn-30941,Nb4(AsO3)5,-2.1103,0.0529
scn-30942,CaFeRu2,0.4035,0.1003
scn-30943,Li2Nb8O15,-2.7589,0.037
scn-30944,Cs2ZrCoOF5,-3.0626,0.0333
scn-30945,Ba4Nb2Ir9,-0.2278,0.0253
scn-30946,CsSrNb3,1.4455,0.0414
scn-30947,SrTa2AsO6F,-2.7682,0.0521
scn-30948,Sr2CaCu6W,0.1287,0.0126
scn-30949,Na2MgAlCl7,-2.155,0.0169
scn-30950,Sb2Pb7F12,-2.1602,0.0371
scn-30951,Cs3K6Y,0.2722,0.0162
scn-30952,Ta2NO2,-2.1285,0.0414
scn-30953,K6TaMnNb,0.9174,0.0436
scn-30954,VBi2F7,-2.7286,0.0322
scn-30955,ZrIn3Pb,0.1044,0.0191
scn-30956,In(GeO3)3,-1.5343,0.1312
scn-30957,Sc3(AsO4)2,-2.8729,0.034
scn-30958,Cs2ScCuOF5,-3.0158,0.0268
scn-30959,HfTlVF7,-3.3731,0.0328
scn-30960,NiAs6Pb2W,0.2877,0.0529
scn-30961,Na2CrCu7Ni,0.1979,0.0217
scn-30962,NaNb2VO6,-2.6881,0.0328
scn-30963,TlRe3F13,-2.417,0.0475
scn-30964,TaGePtO5,-2.0723,0.115
scn-30965,Na2Y7AlNi,0.0083,0.0535
scn-30966,Ta2In3O8,-2.5071,0.0479
scn-30967,Fr15Ba3ZrNb4,0.1615,0.0339
scn-30968,Sr4Cu2O9,-1.9356,0.0511
scn-30969,CsCd3Pb,-0.0566,0.0118
scn-30970,K8Li2MgTi3,0.4982,0.0291
scn-30971,CaPF3,-3.0025,0.0424
scn-30972,MgTiPt2(PbO3)4,-1.6401,0.0738
scn-30973,KGa3F10,-2.9752,0.0372
scn-30974,Ca3TaO7,-2.8052,0.1224
scn-30975,Se(BrO)2,0.0608,0.2549
scn-30976,SbPb2O6F,-1.327,0.0845
scn-30977,Ba3Ru2O7,-2.2253,0.0348
scn-30978,Ca2AlPdO6,-2.4164,0.0352
scn-30979,KRb8Sc,0.2617,0.0229
scn-30980,Tc2GeCl6,-0.8488,0.0384
scn-30981,NaCa8Ta3,0.508,0.0291
scn-30982,Li2Ti4Ge9,-0.092,0.0744
scn-30983,ScNbAt2O7,-2.8785,0.0437
scn-30984,BiRu7Pb2,0.5148,0.0288
scn-30985,HfPbBr3,-0.6588,0.0427
scn-30986,NaTaTiSeO6,-2.6714,0.037
scn-30987,CaTi2HgO6,-2.8106,0.0404
scn-30988,AgPb4F7,-2.1814,0.0399
scn-30989,Ca(TaCo3)2,0.0303,0.0178
scn-30990,CaSn3O7,-2.241,0.0401
scn-30991,Ta2TcO6,-2.6893,0.0563
scn-30992,CrTc3F6,-0.932,0.2682
scn-30993,K2Hf3Zr,0.6416,0.0964
scn-30994,Ta2Ni9Te2,-0.3507,0.0136
scn-30995,Ca4Fe2O9,-2.4826,0.0425
scn-30996,MgZrP2O7,-2.6587,0.0569
scn-30997,Ta6Ti(TlCd9)2,0.2238,0.0319
scn-30998,Li4Ru11O24,-1.546,0.0351
scn-30999,SrTa2Sb2O7,-2.2351,0.0506
scn-31000,Ca8ScTa,0.3518,0.0209
scn-31001,TaSbMo4,0.0148,0.0339
scn-31002,TiCr(FeO5)2,-1.7351,0.0638
scn-31003,BaNaO3,-1.545,0.0771
scn-31004,K3IOF5,-2.4548,0.0442
scn-31005,KNb2O6,-2.9255,0.0333
scn-31006,BaTlSe3,-0.8575,0.0233
scn-31007,Ba3CaTiAl9W,-0.0871,0.0159
scn-31008,Cs7Na2SrTa2,0.9789,0.0453
scn-31009,Fr8Na2SrZr,0.0924,0.0152
scn-31010,Nb6Tl2AsO18,-2.6766,0.0287
scn-31011,Ta4GeO11,-3.0493,0.0551
scn-31012,BaAlF4,-3.6292,0.0508
scn-31013,KNbNO6,-1.2444,0.3004
scn-31014,Hf2ZrF8,-3.7412,0.0507
scn-31015,KIn(ClO3)4,-0.458,0.1896
scn-31016,NaVO5,-1.3218,0.074
scn-31017,PoClO3,-2.1024,0.1065
scn-31018,Cs2Li3Fe5,1.0888,0.1383
scn-31019,V2WO5,-2.2344,0.0412
scn-31020,HfIr2O3,-1.6852,0.1045
scn-31021,CsTl2Ga7,-0.012,0.0143
scn-31022,RbTiCuO5,-1.7792,0.062
scn-31023,LiCa2S3O10,-2.2822,0.0724
scn-31024,Nb2AgWO7,-2.2657,0.0326
scn-31025,CaTi2ZnO6,-3.0934,0.03
scn-31026,Nb3Cd2Bi3O14,-2.3094,0.0335
scn-31027,NiBi2O5,-1.4111,0.0532
scn-31028,KTiMnO5,-2.4351,0.0828
scn-31029,Ba(Ta3Nb)2,0.1542,0.0462
scn-31030,KSc(NF3)2,-1.4506,0.1065
scn-31031,GaBi2Cl7,-1.442,0.025
scn-31032,Ta2GeH2O7,-2.2378,0.0576
scn-31033,Tc2NiO4,-1.5021,0.0607
scn-31034,TaTiTlAs5,-0.3252,0.0437
scn-31035,YBiCN,-0.3497,0.0303
scn-31036,MnAlCl4,-1.7334,0.0261
scn-31037,Sr5ZrNb4O15,-3.2431,0.0354
