material_id,formula,diel_ionic_pred_n0,diel_ionic_ale_n0,diel_ionic_target
mp-694890,NaCaFe2(SiO3)4,5.7069,0.3525,0.0
mp-705562,Mo4P5O24,5.514,0.4113,0.0
mp-721253,Li10Si(PSe6)2,3.9715,0.144,0.0
mp-752495,Fe2OF3,6.5765,0.2475,0.0
mp-752539,Cs2Ba2O3,22.7961,1.4587,0.0
mp-752782,Li5Ti2Mn3O10,11.8682,0.4855,0.0
mp-752904,Li3Fe3SiO8,15.7791,1.3713,0.0
mp-753247,LiMnF5,3.5036,0.1747,0.0
mp-753441,Li2Mn2OF6,5.769,0.4371,0.0
mp-753655,LiTi2Mn3O10,21.7416,3.1748,0.0
mp-753805,LiVPCO7,9.8198,3.364,0.0
mp-753934,LiLa4CoO8,16.6867,0.7322,0.0
mp-754133,LiCrBO3,3.4066,0.2333,0.0
mp-754244,V2(OF)3,8.5205,0.632,0.0
mp-754991,Ga3NO3,12.3817,0.5182,0.0
mp-755041,Tm2Mn2O7,11.8887,0.8635,0.0
mp-755046,Ce3Y4O12,17.4034,0.9968,0.0
mp-755071,SnO2,8.2043,0.8716,0.0
mp-755217,Cs2BaO2,10.2954,1.9045,0.0
mp-756002,Li2TiFe2O5,7.7028,0.3292,0.0
mp-756088,SrTaNO2,58.1417,5.1419,0.0
mp-756147,CrInO3,8.4201,0.5672,0.0
mp-756206,LiVF4,8.0844,0.7073,0.0
mp-756220,V4OF11,4.9207,0.2697,0.0
mp-756565,Li2Ti7O15,45.9796,3.1135,0.0
mp-757193,Li4Cr3Ni(PO4)4,4.9099,0.3631,0.0
mp-757423,Li4VNi3(PO4)4,7.8575,0.8504,0.0
mp-757512,Li2Cr4Si4O13,4.9082,0.2356,0.0
mp-757600,Li3MnF6,6.2229,0.3289,0.0
mp-757635,Li4MnP2O9,11.3606,0.9358,0.0
mp-757878,Na5Cu(HO2)2,6.1211,0.2472,0.0
mp-758135,LiCoSiO4,4.2126,0.3815,0.0
mp-758274,LiFe4(BO3)4,7.619,0.4209,0.0
mp-758302,LiAgF2,9.6616,0.6122,0.0
mp-758508,LiFe(CO3)2,5.1069,0.3521,0.0
mp-758730,LiFe2(BO3)2,6.4935,0.3849,0.0
mp-758960,Li4Ti2Fe5O12,21.0712,3.1163,0.0
mp-758997,LiCuCO3,5.4441,0.2661,0.0
mp-759387,Li3Fe8(BO3)8,7.0557,0.4112,0.0
mp-759441,LiCu(PO3)2,3.2173,0.3019,0.0
mp-760034,Li2VFeP2(HO5)2,6.9559,0.816,0.0
mp-760197,Li5V2OF11,8.6205,1.2679,0.0
mp-760243,Li5Fe8(BO3)8,5.8834,0.3532,0.0
mp-760358,V4OF11,6.9354,0.361,0.0
mp-760914,V4OF11,6.9354,0.361,0.0
mp-761194,Li5Fe8(BO3)8,5.8834,0.3532,0.0
mp-761201,LiFe4(BO3)4,7.619,0.4209,0.0
mp-761214,Li3Fe8(BO3)8,7.0557,0.4112,0.0
mp-761229,Na2MnO3,6.472,0.2546,0.0
mp-761265,LiFe4(BO3)4,7.619,0.4209,0.0
mp-761282,DyWO4,10.494,0.4849,0.0
mp-761501,Mn2CoO6,9.4794,0.3085,0.0
mp-761922,LiNb(TeO4)3,42.3578,30.5451,0.0
mp-762258,Na2Sn4O9,9.2437,0.4992,0.0
mp-763253,LiCoSiO4,4.1582,0.2791,0.0
mp-763767,Fe5P3O13,9.4852,0.4573,0.0
mp-763976,V4O7F5,9.5997,0.9567,0.0
mp-764087,V2(OF)3,8.2556,0.5388,0.0
mp-764159,V2OF5,7.1002,0.3813,0.0
mp-764528,Li5Fe8(BO3)8,5.8834,0.3532,0.0
mp-764587,LiFe2(BO3)2,6.4935,0.3849,0.0
mp-764621,Li3Fe8(BO3)8,7.0557,0.4112,0.0
mp-764672,Li3Fe8(BO3)8,7.0557,0.4112,0.0
mp-764736,V4O5F7,7.6089,0.493,0.0
mp-764847,Li3Fe8(BO3)8,7.0557,0.4112,0.0
mp-764891,Li5Fe8(BO3)8,5.8834,0.3532,0.0
mp-764917,Li3VO3F,12.3729,1.6101,0.0
mp-765709,Li5Ti2Fe3O10,13.2092,0.7075,0.0
mp-765992,Li3Mn(OF)2,10.2255,0.5171,0.0
mp-766000,LiVCr(P2O7)2,5.2723,0.7546,0.0
mp-766689,V(SiO3)2,3.4254,0.6782,0.0
mp-766705,Li3CoPCO7,4.3431,0.4289,0.0
mp-767427,LiFe2(BO3)2,6.4935,0.3849,0.0
mp-767610,Mn2O3F,6.4863,0.2618,0.0
mp-768574,Na3MnBPO7,4.8118,0.1632,0.0
mp-769018,LiFe2(SO4)3,4.6287,0.4473,0.0
mp-769573,LiTiVO4,26.0794,1.7263,0.0
mp-769653,Li2TiFe2O5,7.7028,0.3292,0.0
mp-770361,LiV2BO5,14.5434,0.5568,0.0
mp-770652,LiCr3O9,12.379,2.71,0.0
mp-770893,Li4Fe2O5,15.7297,1.2614,0.0
mp-771137,VCoO4,5.7467,0.2566,0.0
mp-771770,Li2Fe3(PO4)3,15.1561,4.0854,0.0
mp-772223,Na3Fe(BO3)2,4.6828,0.1987,0.0
mp-772323,Li2Cr4O13,5.8408,0.2672,0.0
mp-772512,FePO4,6.251,0.2117,0.0
mp-774383,V4(OF3)3,6.9918,0.3975,0.0
mp-774387,V4OF11,5.3498,0.2315,0.0
mp-774512,Li2U(WO5)2,7.8385,0.3399,0.0
mp-774577,Li4Ti4VCr4O18,12.6539,0.6024,0.0
mp-775204,Li2V3WO8,13.4117,0.666,0.0
mp-775213,VNi3Sn2(PO4)6,9.4103,1.2605,0.0
mp-775220,V(GeO3)2,10.7422,0.99,0.0
mp-775238,LiFe2(BO3)2,6.4935,0.3849,0.0
mp-775287,Fe10OF19,5.2418,0.2334,0.0
mp-775322,Li5Fe8(BO3)8,5.8834,0.3532,0.0
mp-775331,LiVO2,20.3403,1.0521,0.0
mp-775752,Li6VSn3(PO4)6,5.8482,0.7349,0.0
mp-775831,TiMn2O6,17.561,0.8794,0.0
mp-775901,LiV3OF11,5.2972,0.2408,0.0
mp-775929,La2Nb2N2O5,66.2646,1.9792,0.0
mp-775930,LiVP2HO8,17.179,16.7322,0.0
mp-775944,Ba2Ti6N2O11,50.2171,2.7443,0.0
mp-775975,La2Nb2N2O5,47.9446,2.3337,0.0
mp-776106,LiMnF4,6.0695,0.2932,0.0
mp-7762,CdGe2O5,6.4747,0.2989,0.0
mp-776224,Li3V5O12,20.2755,2.3662,0.0
mp-776460,Li4Fe(WO4)3,26.6766,3.3162,0.0
mp-776577,V2OF5,5.6015,0.2614,0.0
mp-7768,Th2SeN2,14.4262,0.6658,0.0
mp-776823,La2Nb2N2O5,54.6312,3.0934,0.0
mp-777412,Li2VO2F,11.2361,0.5518,0.0
mp-777479,VO2,10.223,1.5092,0.0
mp-777682,Li2NbV3O8,19.2387,1.1045,0.0
mp-777945,TiMn4O10,9.8976,0.5771,0.0
mp-778184,Li2V2P7HO24,11.2036,4.2744,0.0
mp-778616,VO2F,11.5769,1.9167,0.0
mp-778830,Li10Ti2Fe3Co3O16,5.2097,0.2579,0.0
mp-779092,Li24Ti11CrO36,19.2758,0.8846,0.0
mp-779360,VOF,6.8428,0.5535,0.0
mp-779609,V4OF11,6.9354,0.361,0.0
mp-780089,Li3MnSi2O7,5.7791,0.3483,0.0
mp-780482,LiVP2HO8,9.794,3.6753,0.0
mp-781611,Li4Fe2C4SO16,5.075,0.203,0.0
mp-8269,Lu2CdS4,8.6373,0.2253,0.0
mp-865865,Yb(ErS2)2,10.2718,0.3702,0.0
mp-867665,LiV3(OF3)2,6.5173,0.6072,0.0
mp-878,Ho2S3,10.9132,0.5405,0.0
mp-9191,Na3SbTe3,6.1027,0.1728,0.0
mp-935811,KNbO3,9.7925,0.8126,0.0
mp-978275,MgB7,7.9904,0.5251,0.0
mp-983565,CuBSe2,1.3147,0.2394,0.0
mp-996960,AgNO2,6.0109,0.1966,0.0
mp-997082,BiAuO2,5.483,0.2511,0.0
mvc-12218,Ca(FeO2)2,8.0406,0.323,0.0
mvc-2271,Ba2MgCr2CuF14,5.7119,0.2744,0.0
mvc-4117,Ca2FeSbO6,17.4329,1.0711,0.0
mvc-702,AlW3O8,9.3086,0.5053,0.0
mvc-7242,CaMn2O4,6.9496,0.4491,0.0
mvc-784,YW3O8,9.3079,0.3771,0.0
mvc-7974,MgMnAs2O7,6.0652,0.4092,0.0
mp-1004038,CaMn2O4,6.0096,0.2485,0.0
mp-1023933,WSe2,0.3295,0.6521,0.0
mp-1025154,UTl2O4,25.1923,1.0725,0.0
mp-1025572,WSe2,0.5017,0.7839,0.0
mp-1025874,MoS2,19.29,1.2351,0.0
mp-1027894,Mo3W(SeS)4,16.3303,2.7132,0.0
mp-1036742,Mg30VCdO32,10.4347,0.6645,0.0
mp-1036900,Mg30NiSnO32,10.4172,0.7405,0.0
mp-1038011,NaMg30MnO32,10.1973,0.6468,0.0
mp-1038038,LiMg30MnO32,10.6845,0.6667,0.0
mp-1038146,KMg30MnO32,9.7928,0.6201,0.0
mp-10409,Ba4Nd2Cd3Se10,8.6921,0.2004,0.0
mp-1079264,Nb(SBr)2,1.4071,0.2399,0.0
mp-1079339,K2NaMnF6,6.5229,0.4411,0.0
mp-1080184,LaIO3,8.3351,0.351,0.0
mp-10913,GeO2,3.8759,0.1885,0.0
mp-1091416,SrCuTeF,8.5427,0.2117,0.0
mp-1096995,HfSO,13.0784,0.6596,0.0
mp-1100996,TlIn5S8,9.8737,0.7166,0.0
mp-1103178,CsNdCdTe3,6.7408,0.222,0.0
mp-1105136,YTl(PSe3)2,12.1052,0.7697,0.0
mp-1105141,TbTl(PSe3)2,11.6346,0.6917,0.0
mp-1105239,DyTl(PSe3)2,12.3545,0.7677,0.0
mp-1105337,Sm3B(SO)3,8.7251,0.4919,0.0
mp-1105368,NbAlBr8,18.6465,5.6785,0.0
mp-1105641,InHO2,8.5423,0.4267,0.0
mp-1111666,K2LiMoCl6,7.4951,0.5176,0.0
mp-1111762,Na2AgRhF6,5.9933,0.2386,0.0
mp-1112116,Cs2RbTlBr6,6.956,0.3158,0.0
mp-1112480,K2AgAsCl6,15.6258,2.0766,0.0
mp-1113040,Cs2KMoI6,7.0244,0.4317,0.0
mp-1114636,Rb3TlBr6,7.6716,0.2263,0.0
mp-1120763,Cs3VSe4,4.8122,0.189,0.0
mp-1173534,NdNb3O9,25.4657,0.9636,0.0
mp-1173592,NaMnFe(PO4)2,6.7338,0.4129,0.0
mp-1175387,Li9Mn2Co5O16,7.6036,0.2828,0.0
mp-1175637,Li9Mn2Co5O16,7.761,0.6931,0.0
mp-1175642,Li9Mn2Co5O16,10.1527,0.5855,0.0
mp-1175764,Li9Mn2Co5O16,7.761,0.6931,0.0
mp-1176277,Li9Mn2Co5O16,9.2191,0.2873,0.0
mp-1176763,LiFe2(CO3)3,6.3029,0.2788,0.0
mp-1177314,Li4NbCr(TeO6)2,17.0559,0.9894,0.0
mp-1177317,Li4TiFe3Sn2(PO4)6,6.6061,0.5716,0.0
mp-1177649,Li3Fe8(BO3)8,7.0557,0.4112,0.0
mp-1177679,Li3Fe2(SiO4)2,3.8557,0.2801,0.0
mp-1177702,Li3Fe2(SiO4)2,4.6887,0.6314,0.0
mp-1177769,Li2VNiO4,11.3662,0.8733,0.0
mp-1177858,Li2TiCoO4,13.4825,0.7587,0.0
mp-1177862,Li2PtO2,4.9023,0.27,0.0
mp-1177891,Li2MnV3O8,10.2465,0.7625,0.0
mp-1178274,Fe4OF7,6.0245,0.3036,0.0
mp-1178365,Dy2Pt2O7,8.7871,0.3652,0.0
mp-1178444,Cr(WO4)3,10.527,2.4665,0.0
mp-1179094,SrH2,9.2015,0.207,0.0
mp-1183892,EuCl2,7.7766,0.3938,0.0
mp-1184708,GeBr2,16.803,1.3932,0.0
mp-1184786,Hg2P2O7,6.3221,0.3647,0.0
mp-1185821,Mg2NiH4,9.911,0.5334,0.0
mp-1188225,SmVO3,15.8289,0.6832,0.0
mp-1188681,InHO2,6.1233,0.321,0.0
mp-1189857,MnO2,5.425,0.2329,0.0
mp-1189897,Ba2ThS6,16.6748,1.252,0.0
mp-1190098,CaHfS3,34.3382,2.8634,0.0
mp-1190454,BaHgAs2O7,8.4006,0.4075,0.0
mp-1191200,Li2In2GeSe6,5.9035,0.2304,0.0
mp-1192995,Li4MnGe2S7,4.3209,0.1886,0.0
mp-1194403,PdPb2Se2(ClO3)2,13.5992,0.9661,0.0
mp-1194653,NaP15,1.242,0.2093,0.0
mp-1194912,YV(TeO4)2,9.2611,0.3066,0.0
mp-1194927,VCdCoO5,17.7583,1.5248,0.0
mp-1195013,Na2Pd(S4O13)2,4.545,0.9922,0.0
mp-1195107,CaNpH7O8,6.9823,0.3733,0.0
mp-1195597,Ir2(Se3Br2)3,1.1756,0.2109,0.0
mp-1196389,Ti4Fe(PO4)6,37.026,4.2273,0.0
mp-1198074,Hf(TlS)4,26.9658,1.3784,0.0
mp-1199297,HoAgS2,12.6506,0.5247,0.0
mp-1199904,FeBO3,7.9295,0.4672,0.0
mp-1200179,Rb3NpH4O7,7.8219,0.6295,0.0
mp-1200601,Mo3P2PbO14,15.6761,0.9855,0.0
mp-1200810,Cs4Nb2S11,8.8531,1.5377,0.0
mp-1202711,BaSn2S5,7.9211,0.2131,0.0
mp-1203455,Sm2ThS5,22.3189,1.091,0.0
mp-1204387,V3As2H4O13,4.923,0.3636,0.0
mp-1205877,CsTlO,7.6872,0.3898,0.0
mp-1206742,ErHSe,5.8295,0.238,0.0
mp-1206843,LuHSe,5.6812,0.2226,0.0
mp-1207186,DyHSe,5.8641,0.2552,0.0
mp-1208155,TlIn4S5Cl,19.7005,1.8973,0.0
mp-1208697,Sr5Co3F19,4.5971,0.2253,0.0
mp-1208851,Sr2GdBiO6,17.0452,0.8314,0.0
mp-1209192,Sb2Cl7F3,4.8178,0.4752,0.0
mp-1209418,RbYb2Cl7,4.1747,0.17,0.0
mp-1211471,KP15,1.4013,0.2298,0.0
mp-1211528,KV3O7,7.0907,0.3239,0.0
mp-1211757,K4MnO4,5.9373,0.1935,0.0
mp-1211936,K5Ta(TlAs2)2,7.893,0.4051,0.0
mp-1213886,CeTlF5,20.284,1.2505,0.0
mp-1215446,Zn2SeS,2.9792,0.1747,0.0
mp-1215784,Zn4CdS5,4.5455,1.5004,0.0
mp-1216174,WSeS,-0.1944,0.6724,0.0
mp-1217399,Ti(FeO2)2,15.7931,0.9292,0.0
mp-1217425,U2Nb6O21,17.3824,1.0193,0.0
mp-1217928,TaNb(Cu3Se4)2,3.4345,0.3913,0.0
mp-1218526,Sr2Tl2O5,17.9338,0.9153,0.0
mp-1218746,Sr2MnNbO6,23.1505,1.3642,0.0
mp-1219502,SbPbBrO2,31.3292,2.264,0.0
mp-1219702,Rb2U2O7,13.2182,0.4771,0.0
mp-1219756,Rb2Ti(TeO4)3,14.4484,0.758,0.0
mp-1220539,NdFe5Bi4O15,15.7574,0.6315,0.0
mp-1221264,Na2TiNiO4,12.3784,1.233,0.0
mp-1221840,Mn2NbFeO6,12.1065,0.6857,0.0
mp-1222083,MgFe4NiO8,7.8602,0.3525,0.0
mp-1222398,LiGa(GeSe3)2,4.71,0.241,0.0
mp-1222459,Lu3ScV4O12,19.8439,1.2612,0.0
mp-1222895,LaSm3(FeO3)4,18.8254,1.0358,0.0
mp-1223488,KIn5S8,7.7036,0.5259,0.0
mp-1223905,K2Ti(TeO4)3,16.8407,1.4621,0.0
mp-1224109,K2U2O7,13.539,0.5345,0.0
mp-1224178,Ho(CuS)3,5.7876,0.179,0.0
mp-1224433,HIO4,5.6745,0.303,0.0
mp-1224602,H9Au(ClO)4,7.1149,0.609,0.0
mp-1224731,Gd6S3(OF4)2,10.6635,0.6003,0.0
mp-1226050,Dy9Al5Se21,9.13,0.2978,0.0
mp-1226222,Cs3Y7Se12,9.6192,0.3589,0.0
mp-1227484,BaZrTiPbO6,33.4608,2.4034,0.0
mp-1227554,BaTi4Bi4O15,44.3337,7.7247,0.0
mp-1227869,BaLaMnSbO6,16.2106,1.1573,0.0
mp-1228308,Ba2TaCoO6,31.6546,1.3708,0.0
mp-1228376,Ba3Fe2WO9,15.5084,0.7253,0.0
mp-1228382,Ba2NbCoO6,41.9607,1.8273,0.0
mp-1228383,Ca3Fe6(SnO8)2,10.9951,0.6119,0.0
mp-1229097,AlCrFeO4,7.1701,0.246,0.0
mp-1232076,Er2MgSe4,8.9493,0.3766,0.0
mp-1232138,Lu2MgS4,10.2986,0.3787,0.0
mp-1232207,Mg(InS2)2,7.9362,0.4383,0.0
mp-1232254,Lu2MgSe4,9.4068,0.4036,0.0
mp-1232294,Pm2MgS4,9.4981,0.2985,0.0
mp-12444,SrCuSF,9.2284,0.291,0.0
mp-1247201,AlInN2,5.8627,0.2393,0.0
mp-1247235,V3CrO8,7.4,0.7597,0.0
mp-12487,CsDyCdTe3,7.3895,0.2324,0.0
mp-12488,CsErCdTe3,7.4435,0.2443,0.0
mp-12490,CsHoCdTe3,7.4213,0.2419,0.0
mp-12492,CsLuCdTe3,7.5602,0.2797,0.0
mp-12494,CsPrCdTe3,6.6952,0.2127,0.0
mp-12495,CsTbCdTe3,7.3599,0.2232,0.0
mp-12496,CsTmCdTe3,7.4582,0.2662,0.0
mp-12497,CsSmCdTe3,6.9113,0.2164,0.0
mp-1265975,V(SiO3)2,5.3779,0.509,0.0
mp-1271278,Zn3SbN3,14.4032,1.0485,0.0
mp-1273331,VO,5.5863,0.2444,0.0
mp-1275288,TiVO4,38.1125,3.6196,0.0
mp-1276679,Sr2ZrVO6,21.0618,1.2966,0.0
mp-1293037,LiVPO5,7.7608,1.5751,0.0
mp-1293121,LiVPO5,24.1871,1.9017,0.0
mp-1304076,V2O3,9.4838,0.3893,0.0
mp-1306204,Li4Fe3CoO8,9.6068,0.4844,0.0
mp-1306409,Li3Fe2(SiO4)2,3.9388,0.2242,0.0
mp-1306729,Li2MnCo3O8,6.1348,0.2287,0.0
mp-1307365,LiTiMnO4,16.7944,0.5853,0.0
mp-1308540,CrO,7.3472,0.3114,0.0
mp-1317472,Li2V(OF)2,19.8088,2.7779,0.0
mp-1516633,NaCaCeBiO6,14.3519,0.6347,0.0
mp-1518765,KNdNb4O12,34.7622,2.5827,0.0
mp-1519349,KBaCeBiO6,5.7726,0.3068,0.0
mp-1520316,KGdNb4O12,31.2801,2.0888,0.0
mp-1520732,SrCaGdBiO6,19.2387,1.0516,0.0
mp-1559,Mg3N2,6.7443,0.4981,0.0
mp-1576561,LiVP2HO8,7.6392,1.6403,0.0
mp-1638737,Ta4Mn2Zn3O16,29.3494,1.8394,0.0
mp-1639848,Zn2CrSbO6,7.347,0.4719,0.0
mp-1645903,Na2VBPO7,5.3621,0.4389,0.0
mp-1648369,Na2VBPO7,4.7751,0.3632,0.0
mp-1663732,Li3FeO3,11.0704,1.0331,0.0
mp-1667759,CoSb(PO4)2,20.2841,3.0354,0.0
mp-17258,Fe4Ni3(PO4)6,6.5333,0.5502,0.0
mp-17341,Ba3MnSb2O9,11.2358,0.502,0.0
mp-17344,RbEr2Cu3S5,8.3387,0.21,0.0
mp-17410,CsEr3Se5,8.4687,0.2989,0.0
mp-17507,NaVAsO5,7.1432,0.5332,0.0
mp-17522,K4Rb2Co2O5,5.7635,0.4966,0.0
mp-1779,YbTe,7.5976,0.1906,0.0
mp-18344,Ta2Tl4S11,20.7553,1.5403,0.0
mp-18538,TbCu(WO4)2,16.0801,0.5808,0.0
mp-18642,Ca(YS2)2,11.5279,0.4075,0.0
mp-18838,K2MnSO4F3,5.1673,0.2147,0.0
mp-18899,Nd2MnNiO6,11.4166,0.4629,0.0
mp-19080,Na2Mn3O7,6.4734,0.2942,0.0
mp-19096,Ba2VO4,26.0965,1.6011,0.0
mp-19118,BaNd2CoO5,15.7196,0.7008,0.0
mp-19138,BaNiO3,10.1646,0.5825,0.0
mp-19197,Ba3CrO5,21.7051,1.0153,0.0
mp-19442,Mn(Ni3O4)2,4.2619,0.451,0.0
mp-19445,LiLa4NiO8,24.373,1.7964,0.0
mp-20143,La2NiO4,11.6073,0.4068,0.0
mp-20243,SmFeO3,13.6758,0.8214,0.0
mp-20396,RbCa2Nb3O10,36.3914,3.1531,0.0
mp-20431,Ca2FeSbO6,11.89,0.4799,0.0
mp-20699,YMnO3,12.1321,0.6192,0.0
mp-20938,RbIn5S8,9.4072,0.3149,0.0
mp-21879,Ba2CePtO6,18.6958,0.7887,0.0
mp-22007,CsIn5S8,11.4208,0.5567,0.0
mp-22052,Zn(InS2)2,7.0973,0.3728,0.0
mp-22092,VSO5,4.6843,0.2683,0.0
mp-22199,KIn5S8,13.967,0.6877,0.0
mp-22223,Fe3BO5,10.6241,0.4774,0.0
mp-23144,TlRe3(Se2Cl)2,6.679,0.5324,0.0
mp-23759,SrH2,8.015,0.1989,0.0
mp-2482,CaC2,11.0555,1.2812,0.0
mp-26155,LiMn(PO3)4,3.5608,0.1977,0.0
mp-26322,V(PO3)4,2.784,0.3312,0.0
mp-26348,Li2Mo(PO4)2,6.4577,0.9744,0.0
mp-26402,MoP4O13,5.4026,0.6114,0.0
mp-26496,CrPO5,5.2057,0.4532,0.0
mp-26888,VP2O7,5.3398,0.6136,0.0
mp-27220,Tl5SbO5,14.0362,1.1778,0.0
mp-27441,Au2Se4O11,3.6648,0.2698,0.0
mp-28131,C(Se2Br)2,4.0011,0.2676,0.0
mp-28224,Hg2AsCl2,28.5897,3.4123,0.0
mp-28273,K3CuO2,7.6482,0.2456,0.0
mp-28316,K3LiSi4,5.6026,0.2526,0.0
mp-28903,Zr6FeCl14,6.0447,0.3547,0.0
mp-28988,In7Br9,30.9839,3.3013,0.0
mp-29096,Hg3(SBr)2,14.995,0.9392,0.0
mp-29282,P2PtO7,2.6268,0.3065,0.0
mp-29284,Ca2Sb2S5,15.7797,1.6669,0.0
mp-29416,Pr5C2Br9,4.4299,0.278,0.0
mp-29679,Hg2PCl2,23.8539,2.3506,0.0
mp-30528,MnTlCl3,17.6177,0.869,0.0
mp-30995,Fe2Te4O11,11.5046,2.7474,0.0
mp-31086,NaP5,2.5939,0.2514,0.0
mp-31960,LiMnP2O7,5.1404,0.7247,0.0
mp-3267,TlSb5S8,40.5139,3.1311,0.0
mp-32798,La2Se3,15.4023,0.7631,0.0
mp-33816,Rb6Fe2O5,8.7262,0.3427,0.0
mp-34493,Mg(FeO2)2,9.5841,0.5223,0.0
mp-35388,LiSmSe2,18.9892,0.9551,0.0
mp-37605,LiNdSe2,20.32,1.0452,0.0
mp-38099,Rb4Cl2O,4.5656,0.2847,0.0
mp-38695,LiTbSe2,18.7964,0.8606,0.0
mp-4123,ErTlS2,19.0081,0.659,0.0
mp-5004,Na2B2Se7,2.8761,0.1689,0.0
mp-504545,Ba2MnO3,13.8634,0.5618,0.0
mp-505145,Ag3BiO3,7.1813,0.4107,0.0
mp-505170,NaFe3O5,8.6906,0.4367,0.0
mp-530877,Ti3Fe9O16,26.4763,1.1788,0.0
mp-531960,Zn(FeO2)2,7.3376,0.3149,0.0
mp-541014,Cs3Sb2I9,6.461,0.8866,0.0
mp-541688,K3GaTe3,5.0504,0.1617,0.0
mp-541745,Rb3Nb2S11,9.3021,1.1584,0.0
mp-541880,Rb2Ge2Se5,4.8322,0.1555,0.0
mp-542570,AsSe,2.1055,0.2723,0.0
mp-542609,AgAsS2,5.116,0.4173,0.0
mp-542972,KNb2PS10,4.8719,0.3467,0.0
mp-546953,Co2As2O7,7.1455,0.5852,0.0
mp-550805,LuBi2ClO4,21.6131,1.0095,0.0
mp-552488,LaCuSeO,13.9851,0.3854,0.0
mp-554511,Cu7P12S9Cl7,2.8401,0.2521,0.0
mp-554975,Ba4Gd2Cd3S10,9.5732,0.2521,0.0
mp-555074,Hg3AsS4Br,8.8707,0.569,0.0
mp-555112,Li2CrF6,4.8306,0.2304,0.0
mp-555253,La5Ti2AgS5O7,19.2164,1.8278,0.0
mp-555269,Ag3SbS3,6.9981,0.4319,0.0
mp-555382,Sr2VO4,11.9608,0.4395,0.0
mp-556048,Nb2O5,20.0855,1.3411,0.0
mp-556577,Na3Sb3(AsO7)2,6.8333,0.3282,0.0
mp-556595,Nd4Cu2O7,8.1803,0.3698,0.0
mp-556667,FeMoO4,9.0738,0.5244,0.0
mp-556894,Rb2SbAuS4,5.7808,0.6673,0.0
mp-556925,TiMnO3,16.531,0.7171,0.0
mp-557122,RbAu(SeO4)2,4.5689,0.2084,0.0
mp-557282,Rb2Ce(NO3)6,4.5146,0.2094,0.0
mp-558475,K4Nb2S10O,13.7809,3.8488,0.0
mp-558617,Pr4S3N2,14.3013,0.5107,0.0
mp-558824,KNa2NiO2,6.1502,0.1858,0.0
mp-559000,SbSe6IF6,6.6712,0.329,0.0
mp-559307,Cu3P4(SI)3,2.5247,0.3427,0.0
mp-559355,Hg3AsS4Cl,9.6493,0.7183,0.0
mp-560549,AuSeClO3,3.683,0.4695,0.0
mp-560904,CdHg2SO6,14.2667,1.5805,0.0
mp-561294,SrLi2Nb2O7,54.2663,7.3538,0.0
mp-562074,CsK4TlO4,8.0722,0.5333,0.0
mp-567471,HgI2,22.7602,4.2845,0.0
mp-569129,TlCuPSe3,16.8244,1.8614,0.0
mp-569193,Cs4P2Se9,4.2385,0.1429,0.0
mp-570045,Sm3CuSiSe7,8.8247,0.1906,0.0
mp-570539,Rb3As7,6.9829,0.4971,0.0
mp-571293,Rb2BaNb2Se11,6.8655,0.5869,0.0
mp-5737,TbCuS2,9.6943,0.2622,0.0
mp-581864,CsAsSe2,6.5035,0.2208,0.0
mp-584429,Co(PO3)3,8.1502,0.6621,0.0
mp-585226,Li3Fe2(PO4)3,5.54,0.5782,0.0
mp-607806,Ho3Se3N,12.8918,0.5387,0.0
mp-616218,Cd(In2I3)2,13.2005,1.2525,0.0
mp-625381,V2H3O5,10.5546,1.4651,0.0
mp-626690,TlHO,11.6178,0.4155,0.0
mp-641699,CsNb2PS10,6.0436,0.4975,0.0
mp-648179,Cs3Mn3V4O16,6.1121,0.1913,0.0
mp-650598,U(PbO2)3,25.7626,1.8642,0.0
mp-653930,CuAs2Pb8Cl5O9,26.6127,1.3542,0.0
mp-669313,Cs3Nb2S11,8.8915,1.0001,0.0
mp-672237,PbO,20.6744,1.3567,0.0
mp-675223,La4Ag2Se7,14.0519,0.465,0.0
mp-675430,Sm4Ag2Se7,13.4624,0.4556,0.0
mp-676712,ReSeCl,4.8483,0.522,0.0
mp-677017,KRb5Zn4Sn5S17,5.6595,0.2066,0.0
mp-677291,Ca2Bi10O17,18.9981,1.696,0.0
mp-684820,Ba3La2Ti3Cr2O15,20.6131,1.1003,0.0
mp-685003,Tb2Se3,13.616,0.6374,0.0
mp-704623,Nd7V(Se2O)4,14.6441,0.9807,0.0
mp-705365,Li2V(PO4)2,24.1094,23.3467,0.0
mp-705424,Fe17O18,8.9668,0.386,0.0
mp-721924,CaFe3Si2HO9,6.6899,0.3459,0.0
mp-735521,MnH6(OF)3,4.614,0.1895,0.0
mp-735589,CaV2P3HO12,7.5996,0.449,0.0
mp-743878,Fe2Te4H3ClO12,9.1265,1.4609,0.0
mp-752560,NaLiV(OF)2,8.1441,0.4856,0.0
mp-752815,LiV3OF11,5.1311,0.2738,0.0
mp-752825,Li3MnVP2(O4F)2,6.078,0.8543,0.0
mp-752882,LiAgF2,5.7059,0.251,0.0
mp-752980,V2(OF)3,6.0384,0.6097,0.0
mp-753020,Fe4O3F5,6.823,0.2398,0.0
mp-753069,LaBi5O9,21.1214,0.5933,0.0
mp-753078,LiMnP2O7,7.08,0.4864,0.0
mp-753282,Li2MnOF3,9.4279,0.3771,0.0
mp-753294,LiV2O3F,13.3939,0.7535,0.0
