material_id,formula,diel_ionic_pred_n0,diel_ionic_ale_n0,diel_ionic_target
mp-1114482,Rb2TlRhF6,7.5463,0.2288,0.0
mp-1114609,Rb2TlSbCl6,18.0212,2.7366,0.0
mp-1147618,K6ZnS4,4.4909,0.1307,0.0
mp-1173362,PrSO,9.3317,0.3662,0.0
mp-1173545,Rb2MnV2(ClO3)2,10.2446,0.8656,0.0
mp-1176412,MnV4FeO12,18.648,1.9381,0.0
mp-1176658,LiMn2O2F3,5.7572,0.1834,0.0
mp-1176820,LiCaFe3SnO8,10.6526,0.945,0.0
mp-1176885,Li7Fe6(SiO4)6,4.7181,0.3173,0.0
mp-1177012,Li6Mn3Sb(PO4)6,5.36,0.9792,0.0
mp-1177082,Li5MnF8,7.85,0.7122,0.0
mp-1177575,Li3Nb(FeO2)4,11.8085,0.7676,0.0
mp-1178379,Fe10OF19,5.7286,0.3284,0.0
mp-1179245,V3(H3O5)2,6.2429,1.2886,0.0
mp-1179270,V3(H3O5)2,6.2429,1.2886,0.0
mp-1179789,Rb2V3O8,5.7941,0.3028,0.0
mp-1180723,Li2V2P2O11,17.4747,6.7338,0.0
mp-1189520,NaPS3,3.9035,0.2523,0.0
mp-1189572,As2S3,2.6052,0.2535,0.0
mp-1190744,Ba3GdInS6,11.776,0.5781,0.0
mp-1192478,Sr2V3HO9,10.327,0.5201,0.0
mp-1192628,Ba2V3HO9,11.6274,0.6012,0.0
mp-1194197,La3SiN4F,15.9233,0.7435,0.0
mp-1195201,K2Au(IO3)5,6.0064,0.2261,0.0
mp-1195382,Li2SnH14Se3O7,7.2275,0.7282,0.0
mp-1195508,Ba3TaN3Cl2,9.5963,0.3635,0.0
mp-1195952,VPH5O7,4.0981,0.375,0.0
mp-1196547,TlAsH2F10,4.5385,0.3051,0.0
mp-1196782,ZnS,3.3843,0.2019,0.0
mp-1197485,Bi2W2O9,54.2335,6.1549,0.0
mp-1197730,SiC,3.9274,0.1895,0.0
mp-1197959,CsSb2PO8,7.4606,0.514,0.0
mp-1198139,ZnS,3.3843,0.2019,0.0
mp-1199343,ZnS,3.3843,0.2019,0.0
mp-1200105,K3Ta2Cu3Se8,9.9988,1.0487,0.0
mp-1200464,Fe3Te3ClO10,12.2523,2.2279,0.0
mp-1200568,ZnS,3.3843,0.2019,0.0
mp-1200836,ZnS,3.3843,0.2019,0.0
mp-1200951,Cs3Bi2(PS4)3,10.5833,0.5646,0.0
mp-1201158,ZnS,3.3843,0.2019,0.0
mp-1201612,CsFeO2,7.8959,0.4566,0.0
mp-1201781,ZnS,3.3843,0.2019,0.0
mp-1202023,ZnS,3.3843,0.2019,0.0
mp-1202105,K3AsS4,4.4246,0.2438,0.0
mp-1202157,TlHg6Se4Br5,23.4498,2.3534,0.0
mp-1202182,ZnS,3.3843,0.2019,0.0
mp-1202202,NaAu(IO3)4,7.2279,0.4221,0.0
mp-1202825,CsLu7S11,13.2499,0.8619,0.0
mp-1202958,Co2AsHO5,6.2142,0.5259,0.0
mp-1202959,ZnS,3.3843,0.2019,0.0
mp-1203083,Tl3Cr4AgO14,11.6652,0.9929,0.0
mp-1203924,RbUC3O8,3.905,0.2626,0.0
mp-12040,K5FeO4,7.7882,0.933,0.0
mp-1204016,BaH8(IO6)2,4.5955,0.3002,0.0
mp-1205094,SmAgS2,9.6973,0.3427,0.0
mp-1205831,NaMnIO6,4.6531,0.1735,0.0
mp-1208009,UCd(MoO4)4,8.4829,0.3281,0.0
mp-1210564,Na3Mg2(WO4)3,11.3782,2.0002,0.0
mp-1211284,La2Cd(SeO)2,14.4053,0.5725,0.0
mp-1211534,KPr(PSe3)2,6.3988,0.2398,0.0
mp-1213361,Fe2Te4BrClO10,18.3247,3.5926,0.0
mp-1214389,BaPb3O4,19.8287,0.9333,0.0
mp-1214601,Ba5Re3IO15,25.7564,2.8939,0.0
mp-1214829,AlNiAg2F7,6.7644,0.9759,0.0
mp-1216514,V4Cd3(PO4)6,9.6722,0.8384,0.0
mp-1216585,Tl4Br3Cl,21.3926,2.1717,0.0
mp-1216872,Tm2Mn(GeO3)4,12.8269,0.6578,0.0
mp-1217058,UH2Cl2O3,8.2044,0.6319,0.0
mp-1217182,Tl5Re6Se8Cl7,18.2014,1.2487,0.0
mp-1218479,Sr4ZrTi3O12,36.4849,3.3362,0.0
mp-1218781,Sr2La2MgTi3O12,35.3896,3.0456,0.0
mp-1218886,Sr2CaTi3O9,41.9142,2.5653,0.0
mp-1219791,PrZrNO2,33.9061,2.2072,0.0
mp-1219796,Rb2MnV2(ClO3)2,7.9537,0.3664,0.0
mp-1220230,Rb2MnP2H3(O4F)2,4.2716,0.142,0.0
mp-1220306,NbFe(PbO3)2,23.6957,1.0404,0.0
mp-1220842,Nd3Y3(Fe5O12)2,7.1385,0.31,0.0
mp-1221066,NaCoO2,6.6989,0.3455,0.0
mp-1221286,Na3Mn2BO6,6.1395,0.2517,0.0
mp-1222485,LiTiFeO4,19.6607,1.2862,0.0
mp-1222837,Lu2Mn(GeO3)4,13.168,0.6753,0.0
mp-1223149,La6Zn(SiS7)2,16.9343,0.7831,0.0
mp-1223466,La6Mg(GeS7)2,16.3653,0.7448,0.0
mp-1223535,KCd4Ga5S12,6.9301,0.3689,0.0
mp-1223588,KFe4(SiO4)3,5.0541,0.2682,0.0
mp-1223594,KCa2Nb3O10,51.024,6.9909,0.0
mp-1224225,K3TaNbCu3S8,8.272,1.0981,0.0
mp-1224911,Fe3H9S2O15,5.5655,0.2514,0.0
mp-1225182,Gd2NbGaO7,36.9807,4.7823,0.0
mp-1225938,CsMgCoF6,8.6013,0.3358,0.0
mp-1226807,Ce2ThO6,18.2768,0.9005,0.0
mp-1226815,Ce4ZrO10,29.9507,2.7408,0.0
mp-1226874,Ce4ThO10,35.183,1.7456,0.0
mp-1227014,Cd2Ga2Se5,3.9563,0.1584,0.0
mp-1227325,BaSrMgTeO6,2.725,0.2384,0.0
mp-1227810,Ca3PbSe4,18.077,2.1734,0.0
mp-1227825,BaU2V2O12,14.5415,0.7449,0.0
mp-1228054,Ba3SrMg2(TeO6)2,11.4635,0.7113,0.0
mp-1228068,Ba6Dy2Al4O15,20.0175,1.5301,0.0
mp-1228123,Ba5(Ga2Se5)2,8.0367,0.2119,0.0
mp-1228598,Ba2ScAlO5,19.0575,1.1681,0.0
mp-1232125,Dy2MgS4,12.5221,0.5591,0.0
mp-1232133,Lu2MgS4,11.8034,0.5866,0.0
mp-1232262,Tm2MgS4,11.9171,0.5297,0.0
mp-1232295,Mg(InS2)2,6.7434,0.3362,0.0
mp-1238789,CsPb2I5,8.9126,0.352,0.0
mp-1239365,V2ZnO5,11.3356,0.593,0.0
mp-1246532,Bi2(CN2)3,3.1087,0.3127,0.0
mp-1247560,LiVPO4F,10.8098,1.2382,0.0
mp-1247566,Ca5(GeN3)2,6.1211,0.4878,0.0
mp-1247873,As16S17,8.7705,0.973,0.0
mp-1250597,Li10Co(SiO5)2,5.7644,0.3788,0.0
mp-1262453,ZnCr(SiO3)2,5.2349,0.4034,0.0
mp-1263325,AlNiF5,4.4985,0.4377,0.0
mp-1273655,MnOF,9.5536,0.4426,0.0
mp-1275790,Ca3Fe2(WO6)2,13.8215,0.5333,0.0
mp-1287184,VO,5.6416,0.3033,0.0
mp-1288147,Co2As2O7,10.2587,1.0951,0.0
mp-1288387,Co2As2O7,10.2587,1.0951,0.0
mp-1289268,Zn2CrWO6,11.1754,1.5202,0.0
mp-1290585,LiVOF2,5.5178,0.3219,0.0
mp-1296971,MgFe2O3,9.0033,0.4001,0.0
mp-1303315,Mg2VWO6,16.2624,2.0447,0.0
mp-1517174,SrCaBiSbO6,12.0738,0.4828,0.0
mp-1517397,Sr2SmWO6,12.8031,0.4538,0.0
mp-1517767,KCaCeSbO6,4.2287,0.2407,0.0
mp-1519213,KLaHfSnO6,6.1939,0.3349,0.0
mp-1519400,BaSrNdBiO6,5.1838,0.2548,0.0
mp-1519609,NaSrCeSbO6,3.9801,0.2435,0.0
mp-1520455,Ba2LaBiO6,25.1452,1.7278,0.0
mp-1520564,Ba2CaSeO6,11.7182,0.3743,0.0
mp-1520641,Sr2TbBiO6,21.103,0.9232,0.0
mp-1520661,SrCaTbBiO6,12.8767,0.251,0.0
mp-1520674,Sr2TbWO6,13.4422,0.5105,0.0
mp-1520675,BaSrSmWO6,15.6517,0.7784,0.0
mp-1522016,Sr2DyBiO6,20.5666,1.1473,0.0
mp-1522161,Sr2DyBiO6,21.3477,0.937,0.0
mp-1522480,Sr2YBiO6,20.8787,0.9314,0.0
mp-1522525,BaCaBiSbO6,12.8171,0.5628,0.0
mp-15784,KGdS2,8.3116,0.2324,0.0
mp-1639353,CaLaFeSbO6,16.7907,0.7379,0.0
mp-1642024,LiVP2O7,7.3761,0.7743,0.0
mp-1662153,Li2Ti3CoO8,35.9566,2.2894,0.0
mp-16911,Rb2S5,3.8274,0.27,0.0
mp-17637,USO6,5.115,0.2678,0.0
mp-18411,Na3GeSe3,5.5585,0.2758,0.0
mp-18928,Mn2SiO4,8.6943,0.2503,0.0
mp-19155,CrHgO4,6.0813,0.2797,0.0
mp-19228,K2MnV4O12,7.4748,0.3836,0.0
mp-19266,Sr2FeWO6,12.9986,0.4683,0.0
mp-19452,V2Cd(P2O7)2,7.82,0.4487,0.0
mp-19471,Ba5Sm8Mn4O21,12.2777,0.6835,0.0
mp-19478,VAg2(PO4)2,5.5174,0.3934,0.0
mp-19965,K4BaU3O12,20.6993,0.8746,0.0
mp-19992,La6UO12,23.4186,1.0379,0.0
mp-20493,Mg(InS2)2,7.3071,0.4152,0.0
mp-22081,HoMnO3,12.0868,0.4975,0.0
mp-22841,Ba2In2S5,11.6279,0.3854,0.0
mp-23091,Ba2BiSbO6,15.2144,0.7754,0.0
mp-23265,GdCl3,5.7851,0.217,0.0
mp-23266,GeI4,4.3243,0.2995,0.0
mp-23565,Cr4AgBiO14,7.5228,0.6381,0.0
mp-25203,VPO5,9.3605,1.0987,0.0
mp-25250,MoP2O7,6.3965,0.4867,0.0
mp-25849,LiVP2O7,4.6163,0.4233,0.0
mp-25868,Mo(PO4)2,4.3153,0.4317,0.0
mp-26289,Li3Cr3(PO4)4,4.37,0.6247,0.0
mp-26881,LiCrPO4,4.1175,0.2356,0.0
mp-27284,V3ZnO8,24.5633,3.9115,0.0
mp-27290,Sb2XeF14,1.9696,0.179,0.0
mp-27475,WSCl4,0.7464,0.191,0.0
mp-27601,K2Cr3O10,4.7866,0.2255,0.0
mp-28985,SbSeCl9,3.5437,0.369,0.0
mp-29377,K5GaSe4,4.4258,0.1715,0.0
mp-31251,Ga(SbCl)4,19.1884,5.5526,0.0
mp-31746,Li3Cr(PO4)2,8.9107,2.6496,0.0
mp-32530,Li3V2(PO4)3,18.6662,7.8568,0.0
mp-33667,LiDyS2,21.4957,1.2326,0.0
mp-3374,Nd4Au2O9,10.6651,0.3451,0.0
mp-34688,TiO2,16.3918,1.2809,0.0
mp-35591,LiErS2,19.9848,1.213,0.0
mp-3797,K3AsS4,5.0304,0.2198,0.0
mp-3808,K2UO4,21.221,1.5596,0.0
mp-40373,In14Ga3Pt2O8F15,10.2408,0.4832,0.0
mp-504196,Mo2P2O11,5.582,0.5132,0.0
mp-504427,Ti3PbO7,27.7793,2.4011,0.0
mp-504579,Ag6Mo10O33,8.0999,0.3015,0.0
mp-504598,Rb2PbO2,6.8815,0.2092,0.0
mp-504649,RbCr2FeO8,6.3193,0.3487,0.0
mp-504945,MnFeH4O2F5,5.2118,0.1916,0.0
mp-505177,TiIn2O5,26.0711,2.3189,0.0
mp-505253,U2V2O11,7.9973,0.3877,0.0
mp-505412,KInS2,11.8572,0.6182,0.0
mp-505478,NaFeBP2H3O10,4.3773,0.1956,0.0
mp-510755,MnAsO4,7.1944,0.4631,0.0
mp-530149,Ca12Al14O33,11.5559,0.8102,0.0
mp-531296,Ge(PbS2)2,25.4714,1.9957,0.0
mp-531826,Li2PtO3,3.9476,0.2669,0.0
mp-541103,MnF4,4.0036,0.2061,0.0
mp-541114,Sr2RhF7,4.1064,0.1565,0.0
mp-541141,K3IrCl6,4.2559,0.1605,0.0
mp-541148,KUVO6,9.87,0.3526,0.0
mp-542120,Ba2FeO4,12.8898,0.3977,0.0
mp-542269,Pr4(GeS4)3,16.1178,0.9603,0.0
mp-542888,La3AgSnS7,11.7307,0.3627,0.0
mp-554253,ZnS,4.2214,1.4303,0.0
mp-554270,TmMnO3,11.8397,0.4606,0.0
mp-554449,Mn2BiPO6,7.9553,0.4813,0.0
mp-554608,ZnS,4.2214,1.4303,0.0
mp-554630,ZnS,4.2249,1.4413,0.0
mp-554713,ZnS,4.2249,1.4413,0.0
mp-554735,HgAs4(S2I)2,6.6649,0.5394,0.0
mp-555132,BiXeF9,1.9673,0.2185,0.0
mp-555259,UTe2PbO8,27.4825,1.4196,0.0
mp-555381,ZnS,4.2249,1.4413,0.0
mp-555408,SbS7IF6,3.8671,0.3973,0.0
mp-555451,Sr3U(Te2O7)2,18.3177,0.8894,0.0
mp-555543,ZnS,4.2249,1.4413,0.0
mp-555594,ZnS,4.223,1.4399,0.0
mp-555779,ZnS,4.2493,1.5268,0.0
mp-555782,ZnS,4.2313,1.4676,0.0
mp-555858,ZnS,3.3181,0.2083,0.0
mp-556105,ZnS,3.318,0.2083,0.0
mp-556112,AuCS2Cl3,1.3364,0.2242,0.0
mp-556282,Ba2AlInO5,19.6126,0.8608,0.0
mp-556448,ZnS,4.2372,1.4895,0.0
mp-556468,ZnS,3.2916,0.215,0.0
mp-556481,SrU(SeO4)2,8.6034,0.4595,0.0
mp-556517,K2PbO2,6.1687,0.2561,0.0
mp-556543,ZnS,4.2268,1.4505,0.0
mp-556784,ZnS,4.2268,1.4505,0.0
mp-556896,Ba4AgAuO6,9.5015,0.3139,0.0
mp-556989,ZnS,4.2496,1.4935,0.0
mp-557295,V(SeO3)2,12.282,1.0863,0.0
mp-557605,Hg2Pb(SI)2,10.4635,0.868,0.0
mp-559125,Cr2HgO7,7.1887,0.484,0.0
mp-559227,RbGeBiS4,13.2498,0.662,0.0
mp-560004,Na2USiO6,10.4698,0.5989,0.0
mp-560016,NaNb2PO8,20.9303,1.9088,0.0
mp-560086,Nd4(GeS4)3,16.0184,1.0057,0.0
mp-560110,BaUTiO6,26.791,1.0413,0.0
mp-560276,Ag2Mo2O7,25.8736,5.8,0.0
mp-560665,LaPb6BrO7,21.9016,0.9288,0.0
mp-560907,MoSeS2Cl5,1.2614,0.1958,0.0
mp-561057,SbP2O7,4.2994,1.3607,0.0
mp-561100,CsMn2V2ClO7,6.6723,0.3779,0.0
mp-561286,ZnS,3.2884,0.2033,0.0
mp-561414,K3Hg3S2Br5O6,10.8386,1.0784,0.0
mp-567722,Ca7NbSi2N9,8.0167,0.6214,0.0
mp-568713,H8C2I3N,2.1605,0.2545,0.0
mp-568847,K4GeSe4,5.7096,0.2054,0.0
mp-570535,NiH20(C4N5)2,5.0144,0.4105,0.0
mp-570613,CdI2,6.6778,0.2152,0.0
mp-570781,CdI2,6.6677,0.2143,0.0
mp-570823,Ba(BSe3)2,5.5838,0.2893,0.0
mp-571235,ZrI4,3.7472,0.2028,0.0
mp-572526,SbBr(OF3)2,6.6142,0.5225,0.0
mp-572551,Cs2U(Br2O)2,6.8221,0.268,0.0
mp-572970,WSCl4,0.7137,0.2262,0.0
mp-573422,CsCr3O8,6.0106,0.3737,0.0
mp-573702,CsTlBr4,12.8698,0.4807,0.0
mp-579560,Cs3Sb2Br9,5.8973,0.3765,0.0
mp-582680,ZnS,4.2237,1.4044,0.0
mp-5909,Zn2GeO4,6.3481,0.2474,0.0
mp-604304,HgH16(Br3N2)2,4.2959,0.3363,0.0
mp-608468,ZnS,3.3543,0.205,0.0
mp-619510,CsHg2Br5,5.2302,0.1513,0.0
mp-621612,AgPb2Br5,19.1206,0.8292,0.0
mp-622491,Pb13(Br3O5)2,24.0401,1.3574,0.0
mp-623590,RbV2SeO7,7.7092,0.4612,0.0
mp-625230,Zn(HO)2,5.9003,0.5256,0.0
mp-6296,K6Cd4Sn3Se13,4.7092,0.16,0.0
mp-630927,Pb4SeBr6,21.3765,0.8926,0.0
mp-643246,YbMgNiH4,22.267,1.0892,0.0
mp-643265,ReF7,1.5494,0.2315,0.0
mp-644324,K2FeH4(SO5)2,4.7441,0.3061,0.0
mp-6622,BaNd2Ti3O10,30.8346,1.9961,0.0
mp-6665,Ba4LiW2N7,7.2996,0.2759,0.0
mp-667323,Mg(GaS2)2,7.2515,0.4805,0.0
mp-669466,AgNO3,7.2853,0.5124,0.0
mp-674336,Al2CoO4,5.6159,0.301,0.0
mp-675374,Al2PbSe4,22.0131,1.6065,0.0
mp-676461,Ca2La2MgTi3O12,46.0595,2.5452,0.0
mp-677094,MgTi3Nb2(PbO3)6,41.2296,2.35,0.0
mp-677430,NaLiLa2Ti4O12,51.5151,7.1765,0.0
mp-680472,NaMo6Br13,1.814,0.3077,0.0
mp-680482,AgMo6Br13,1.8114,0.3253,0.0
mp-684708,Er2S3,14.5457,0.9665,0.0
mp-686697,Na3Sr4Nd3Ti10O30,48.5221,5.1178,0.0
mp-694922,BaLa5TiCr5O18,22.3342,1.6961,0.0
mp-695202,Mg4Al9Cu(SiO4)9,4.1276,0.7343,0.0
mp-696123,Li10Sn(PS6)2,5.0654,0.7325,0.0
mp-697283,H8W(S2N)2,1.5644,0.2522,0.0
mp-7045,RbGdS2,8.2452,0.2601,0.0
mp-721702,Zn2AsHO5,7.9612,0.2136,0.0
mp-722979,K2Zn(H2N)4,5.8146,0.338,0.0
mp-733489,SbHC2NCl11,1.853,0.4049,0.0
mp-743881,K2V3P4H4O19,4.9635,0.3051,0.0
mp-746371,KCo2As2HO8,5.815,0.607,0.0
mp-752631,VO2F,8.5427,0.5151,0.0
mp-752714,P4WO13,5.3301,0.6239,0.0
mp-752779,Li2VF6,7.106,0.323,0.0
mp-752896,Fe2C2O7,4.2453,0.2897,0.0
mp-752903,VCrO4,7.555,0.2935,0.0
mp-752976,Mn4OF6,6.6753,0.3922,0.0
mp-753024,LiVF3,12.7484,0.7848,0.0
mp-753064,Li2Ti2FeO6,11.0878,0.3288,0.0
mp-753072,LiFe2(BO3)2,6.117,0.4274,0.0
mp-753100,Li4Ni3Sn(PO4)4,9.1177,1.0152,0.0
mp-753625,Li8MnO5F,8.5822,0.4431,0.0
mp-753737,Li3CuS2,5.2733,0.2469,0.0
mp-753782,LiVF5,7.024,0.5601,0.0
mp-754161,Rb3HoO3,9.2603,0.4106,0.0
mp-754324,Li4V3CrO8,17.1155,1.9515,0.0
mp-754475,Tm2SeO2,17.3741,0.8194,0.0
mp-754961,Hg2W2O7,16.5369,1.2768,0.0
mp-755084,Na6MgO4,7.0161,0.2946,0.0
mp-755151,Li3Al2VO6,12.9252,0.7438,0.0
mp-755206,Ca2Ti6N2O11,32.6192,3.2445,0.0
mp-755384,La3Ti3CrO12,39.3544,3.8543,0.0
mp-755539,LiFe2O2F3,7.6497,0.2401,0.0
mp-755546,Na6BeO4,6.1682,0.2383,0.0
mp-755673,DyWO4,10.7138,0.5277,0.0
mp-755692,NbVO5,20.7406,19.5859,0.0
mp-755851,Ta2Mn2O7,11.9833,1.0032,0.0
mp-755953,VSb(PO4)2,11.2546,1.4329,0.0
mp-756040,Gd2HgO4,10.8339,0.3974,0.0
mp-756276,CeHfO4,13.2937,0.5828,0.0
mp-756532,LiCrPO4,4.8092,0.2828,0.0
mp-756578,LaMgI5,6.0296,0.4377,0.0
mp-756629,Li5MnF8,5.9693,0.3722,0.0
mp-756752,LiMnBO3,3.6658,0.2305,0.0
mp-756868,Rb3DyO3,9.3863,0.434,0.0
mp-757831,Li2CoP2O7,4.9247,0.7046,0.0
mp-758038,La2Ti3O9,42.3167,3.521,0.0
mp-758246,LiVP2O7,4.1307,0.3463,0.0
mp-758345,Li4V7(PO4)6,9.8998,1.1799,0.0
mp-758376,Li3Sn2(PO4)3,11.1916,4.0392,0.0
mp-758544,Li2CrSiO4,5.7831,0.2625,0.0
mp-758557,Li3Fe3(PO4)4,7.1085,1.1874,0.0
mp-758681,LiCrPO4F,5.2054,0.4779,0.0
mp-759035,LiVF5,6.9284,0.4968,0.0
mp-759471,Li7VO5F,10.4164,0.5992,0.0
mp-759611,BaLiCaVP2O9,7.9015,0.4503,0.0
mp-759655,Ni17(As3O16)2,8.3698,0.7637,0.0
mp-759783,Li2VCrP2(O4F)2,5.543,0.5963,0.0
mp-759803,Li2VCrP2(HO5)2,4.5735,0.5115,0.0
mp-759816,LiVF4,4.9038,0.4198,0.0
mp-759885,Li2V(OF)2,11.4626,1.3824,0.0
mp-759990,LiMnF4,3.6571,0.146,0.0
mp-760005,LiV6F13,7.0417,0.4769,0.0
mp-760170,Sn13(O5F3)2,18.7538,1.6687,0.0
mp-760318,Na5FeO4,10.2694,0.756,0.0
mp-761134,RbLiV(PO4)2,4.5192,0.1855,0.0
mp-762019,LiV(CO3)2,7.7366,0.803,0.0
mp-763358,Fe4OF7,4.5197,0.1873,0.0
mp-764375,Li2VF6,8.4098,1.0649,0.0
mp-764730,Li3VO3F,6.9971,0.4824,0.0
mp-764775,Li7VO5F,10.4164,0.5992,0.0
mp-764904,LiFe2(BO3)2,5.757,0.2591,0.0
mp-765601,Li3V4O11F,30.1312,2.8779,0.0
mp-766039,Li3VSi2O7,6.9333,0.3097,0.0
mp-766099,LiVSiO4,5.3879,0.4382,0.0
mp-766514,Li4Fe3(BO3)4,4.5686,0.3419,0.0
mp-767436,P3W2O13,3.9157,0.3667,0.0
mp-767597,LiMnF5,3.6625,0.1931,0.0
mp-767649,Li2VF6,7.361,0.8257,0.0
mp-768149,DyInO3,9.9479,0.4539,0.0
mp-768991,Li4Bi2C4SO16,5.6698,0.2246,0.0
mp-769348,MgSnO3,9.7298,0.3792,0.0
mp-769628,Li4V3CrO8,14.0514,0.5088,0.0
mp-770899,Li2V3O8,23.1973,3.1375,0.0
mp-771393,Na3FeBAsO7,5.7151,0.2164,0.0
mp-771890,LiSnAsCO7,5.6194,0.5914,0.0
mp-772342,Y2W2O9,13.8328,0.6105,0.0
mp-772649,LiVFeO4,7.8728,0.2179,0.0
mp-773024,LiCa2Nb3O10,63.5762,8.2097,0.0
mp-773498,Na6Sn2O7,5.2891,0.2878,0.0
mp-774241,NaVAsCO7,7.1499,0.946,0.0
mp-774246,Nb9VO25,45.2213,8.9316,0.0
mp-774921,KLiNiO2,7.6791,0.2037,0.0
mp-775785,Hf2N2O,33.7307,1.9247,0.0
mp-775987,Ti3Fe2Ni(PO4)6,32.0233,3.6805,0.0
mp-776117,LiMnF4,5.8678,0.3038,0.0
mp-776600,LiFeB2O5,4.9847,0.2004,0.0
mp-777476,CrFe2(PO4)3,5.6635,0.2033,0.0
mp-779462,Sb2(SeO4)3,8.2531,1.6786,0.0
mp-779472,Li5Cu(PO4)2,4.2155,0.2706,0.0
mp-779833,Hf2N2O,33.7307,1.9247,0.0
mp-779864,Hf2N2O,33.7307,1.9247,0.0
mp-779975,Hf2N2O,33.7307,1.9247,0.0
mp-779980,Hf2N2O,33.7307,1.9247,0.0
mp-780075,Hf2N2O,33.7307,1.9247,0.0
mp-780230,Hf2N2O,33.7307,1.9247,0.0
mp-780258,Na5LaO4,10.7471,1.0638,0.0
mp-780274,Hf2N2O,33.7307,1.9247,0.0
mp-780336,Li3Cr3(PO4)4,4.4611,0.5156,0.0
mp-780444,V6O5F19,4.768,0.2341,0.0
mp-780670,LiCrPH2O5,3.8782,0.4022,0.0
mp-780672,Li2FeOF3,5.2198,0.3401,0.0
mp-780696,CaMnAs2(H3O5)2,6.0949,0.2323,0.0
mp-780866,LiFe2Si2O7,4.5567,0.3215,0.0
mp-8260,NaGdS2,9.778,0.3689,0.0
mp-849271,AgIO3,5.109,0.5124,0.0
mp-850419,MnV4NiO12,14.718,1.4379,0.0
mp-850441,LiMn2P2H9O13,4.6751,0.2854,0.0
mp-851033,LiCo3OF5,6.2215,0.2301,0.0
mp-867591,LiFeSiO4,5.3322,0.3022,0.0
mp-867648,Li8VO5F,7.5365,0.5563,0.0
mp-979414,WSCl4,0.7464,0.191,0.0
mp-989563,Rb2NaTlCl6,5.7429,0.2571,0.0
mp-996943,Cs2NaInBr6,13.3978,1.2753,0.0
mvc-10043,ZnCr2P2O9,6.219,0.3081,0.0
mvc-10049,MgV2(PO4)2,8.0435,1.4379,0.0
mvc-10158,MgFe2P2O9,5.4838,0.2673,0.0
mvc-10598,BaMgCoF7,6.2543,0.3672,0.0
mvc-10631,BaCaNiF7,6.0886,0.3223,0.0
mvc-1230,VZnP2O7,6.5089,0.628,0.0
mvc-12912,Y2Cr3O12,6.3208,0.2239,0.0
mvc-3000,SrMo(PO4)2,7.9854,0.4332,0.0
mvc-3192,MgNiF5,6.4347,3.5227,0.0
mvc-3996,CaWO3,12.466,0.8086,0.0
mvc-4359,Mg2TaFeO6,22.9214,2.2015,0.0
mvc-586,YAg(WO4)2,12.1891,0.485,0.0
mvc-5910,Mg2MoWO6,5.1314,0.2893,0.0
mvc-5976,MgFeAsO5,10.505,1.9613,0.0
mvc-7245,Ca(MoO2)2,7.7447,0.3398,0.0
mvc-8,Nb2Zn2SnO8,34.1501,5.2572,0.0
mvc-8086,Sn(GeO3)2,8.7687,0.5246,0.0
mvc-8156,ZnSn(GeO3)2,9.5087,0.3851,0.0
mvc-8271,MgVNiP2O9,6.2009,0.3436,0.0
mvc-8334,CaCo(GeO3)2,8.241,0.6514,0.0
mvc-9882,CaV2(PO4)2,6.707,0.6074,0.0
mp-1006118,P2S7,1.4321,0.26,0.0
mp-1024069,Na2Zn3S4,8.8471,0.2877,0.0
mp-1035281,Mg14CoNiO16,8.4358,0.8768,0.0
mp-1036400,CaMg14MnO16,10.0944,0.567,0.0
mp-1072104,GeO2,4.667,0.2473,0.0
mp-10783,RbHoSe2,7.0991,0.243,0.0
mp-10784,RbErSe2,6.9666,0.2414,0.0
mp-1079034,Zn3CdSe4,3.6299,0.1442,0.0
mp-1094106,Na2Zn2S3,5.5204,0.2028,0.0
mp-1095280,SrFe2S2O,7.3438,0.2255,0.0
mp-1101022,TiO2,33.6525,3.2634,0.0
mp-1101159,Zr2N2O,22.316,0.8914,0.0
mp-1101403,Rb3TmO3,9.3007,0.3832,0.0
mp-1101503,LiV(PO3)4,17.6697,12.0054,0.0
mp-1101589,Mo2P2O11,6.9284,0.606,0.0
mp-1101701,Ta3InO9,41.9402,3.346,0.0
mp-1103452,RbV2Fe(AgO4)2,5.5616,0.3153,0.0
mp-1104046,Tb3Se2NO,7.6524,0.3361,0.0
mp-1104837,Ta2O5,45.941,51.9789,0.0
mp-1104888,Zn(AgI2)2,3.4951,0.2237,0.0
mp-1105750,LiAu(S2O7)2,5.0989,0.4355,0.0
mp-1105822,PrCrO3,14.9726,0.6073,0.0
mp-1105854,CsAu(IO3)4,5.2506,0.2597,0.0
mp-1111258,K2LiBiI6,12.7509,0.8838,0.0
mp-1111640,K2NaInBr6,10.0859,1.3724,0.0
mp-1111890,Na3IrF6,4.384,0.1813,0.0
mp-1112003,Cs2TlSbCl6,11.7385,1.2228,0.0
mp-1112016,K2ScInI6,11.1597,0.5014,0.0
mp-1113021,Cs2LiBiI6,9.2841,0.435,0.0
mp-1113600,Rb2NdCuI6,7.2234,0.2646,0.0
mp-1114473,Rb2TlCoF6,7.8507,0.2765,0.0
mp-1114563,Rb2LiBiI6,9.9381,0.3257,0.0
mp-1173127,Ta3O7F,28.3761,18.5279,0.0
mp-1173163,SrLiTi4CrO11,33.3794,1.7057,0.0
mp-1173465,Os(OF2)2,1.9867,0.2605,0.0
mp-1173782,Na3GdTi2Nb2O12,31.5449,5.1569,0.0
