material_id,formula,diel_total_pred_n0,diel_total_ale_n0,diel_total_target
mp-1175970,Li9Mn2Co5O16,20.9336,2.8876,0.0
mp-555645,CuHgSBr,16.2631,2.7308,0.0
mp-780543,Li2MnCr3O8,12.5244,0.5444,0.0
mp-1198990,Na2PrGeO5,10.1484,0.3606,0.0
mp-1173912,Li2MnCoO4,14.7183,0.6811,0.0
mp-1313101,Li5Mn2CoO8,18.0156,0.9544,0.0
mp-765901,Li4V4(OF3)3,8.7279,0.5012,0.0
mp-1195693,P2PdPbO7,14.2187,1.5596,0.0
mp-17667,Sr3AlSb3,19.3774,0.6431,0.0
mp-759213,Li4MnV3O8,20.0143,1.5549,0.0
mp-1220963,NaNdS2,16.9201,0.4941,0.0
mp-6467,Na2CuP2O7,7.2217,0.389,0.0
mp-1649836,Li7Mn5O12,16.5996,0.65,0.0
mp-1232280,SmS2,16.7347,0.5043,0.0
mp-1222077,Mn5Cu3(Te2O5)8,16.4751,1.7157,0.0
mp-1197575,Ag2AsS2,19.0373,0.8693,0.0
mp-570311,K4Sr2SnAs4,14.5279,0.4022,0.0
mp-1202839,LiCd4(GeO3)5,10.3369,0.4475,0.0
mp-1518107,KBaCeWO6,18.8426,1.177,0.0
mp-1216699,Tl3In5Se8,33.0462,1.9359,0.0
mp-662549,Cs2GeTe4,15.4776,0.3679,0.0
mp-16272,Ce(FeP3)4,22.7649,1.0632,0.0
mp-1226418,Cs4Ga3FeS8,10.2548,0.2447,0.0
mp-1220875,NaPrS2,17.2978,0.5113,0.0
mp-28943,Mn2BO4,11.1045,1.167,0.0
mp-753322,Li3Mn3O3F5,13.0835,1.648,0.0
mp-1192052,KTeO4,8.458,0.4719,0.0
mp-851029,Li4Ti3Ni3(SnO8)2,60.1724,13.0859,0.0
mp-1030721,Te3Mo2Se,11.0912,1.5691,0.0
mp-1193050,CsSeO4,7.0661,0.3868,0.0
mp-33498,Rb2CrCl4,9.4884,0.2983,0.0
mp-18788,CrCoO4,10.0772,0.3662,0.0
mp-10334,Pr(CdP)3,41.5135,3.2733,0.0
mp-1265992,ZnCrSiO5,8.3373,0.3992,0.0
mp-752451,Zn(CuO2)2,16.1148,0.6128,0.0
mp-780407,Li2Mn3(BO3)3,8.952,0.4797,0.0
mp-775656,Li4Mn3Nb2V3O16,37.7246,7.1982,0.0
mp-1190721,Nd3AlFeS7,18.8787,0.5797,0.0
mp-1219478,SbAsRh,39.5148,1.1165,0.0
mp-28353,NaTe,14.1905,0.4566,0.0
mp-22871,ZrCl3,6.7338,0.3995,0.0
mp-983597,Sm3SbO3,12.7675,0.462,0.0
mp-1192185,DyPS,18.1108,0.5294,0.0
mp-510,TaO2,39.6394,3.6415,0.0
mp-1176946,Li6MnV3(PO4)6,10.6716,0.7055,0.0
mp-545506,GdZnPO,20.1178,0.4812,0.0
mp-1191216,Cs4Fe2O5,12.5311,1.1215,0.0
mp-768268,Li14Co2S9,10.2815,0.3026,0.0
mp-1232374,LaSiP3,17.3997,0.6779,0.0
mp-753885,Li4Cr2Co3Sb3O16,19.099,4.8232,0.0
mp-770555,MnPO4,8.853,0.3609,0.0
mp-16989,K5SnAs3,14.836,0.4566,0.0
mp-1228573,Ba2CaY(Co4O7)2,14.4114,0.5881,0.0
mp-1639498,Li7Mn4CoO12,17.0884,0.6225,0.0
mp-780665,LiMn3(BO3)3,10.9123,0.3252,0.0
mp-756028,V6O7F5,15.132,0.8439,0.0
mp-695081,Ca5Ho3Ti5Mn3O24,37.2822,1.9759,0.0
mp-1105922,Ba2DyGaTe5,16.0475,0.2889,0.0
mp-1195252,SrVCuHO5,11.7339,0.5879,0.0
mp-981103,Sr3CdO4,21.2887,1.318,0.0
mp-1218254,SrLa3(NiO4)2,19.8459,0.7797,0.0
mp-17874,Sm2Cu(SeO3)4,10.4378,0.4499,0.0
mp-756723,LiMn2O3F,14.0606,0.9133,0.0
mp-1027510,MoW(SeS)2,9.2329,2.0897,0.0
mp-1177021,Li6MnV3(PO4)6,9.6534,1.0733,0.0
mp-757171,Li3Co3SbO8,16.5034,1.454,0.0
mp-773191,Li6Cr3Sb3O16,36.288,10.3557,0.0
mp-774355,Li3Co2(SiO4)2,9.1855,0.7355,0.0
mp-1219926,Pb2SeS,44.2609,0.7445,0.0
mp-756126,MnV5O12,16.1972,0.8778,0.0
mp-1210499,Nd2Sn3(PbS4)3,29.7531,2.1385,0.0
mp-6287,Cu6Hg3(AsS3)4,13.7722,0.5688,0.0
mp-760309,Mn2F7,7.2461,0.4845,0.0
mp-1025685,Te4Mo3Se2,15.1836,1.1377,0.0
mp-766226,MnV2Fe3(PO4)6,9.6631,0.5749,0.0
mp-1219720,PtSeS,12.9685,0.3419,0.0
mp-1197404,Y2Sn3(PbS4)3,27.2107,2.0773,0.0
mp-1176984,Li6MnV3(PO4)6,9.6534,1.0733,0.0
mp-1223998,In(BiSe2)3,77.6477,19.4498,0.0
mp-1105724,Ba2ErGaTe5,16.0102,0.2884,0.0
mp-764383,MnFeCo(PO4)3,10.4618,1.0785,0.0
mp-764933,Li10Mn2Fe3Ni3O16,13.8518,0.7255,0.0
mp-2956,Co2(GeS)3,29.7495,0.874,0.0
mp-17151,UCrO4,12.3352,0.5309,0.0
mp-760896,K4Li5Mn2O8,12.399,0.5362,0.0
mp-558183,MoS2N2Cl5,4.1187,0.364,0.0
mp-1245411,Ca5(AgN2)2,17.5199,0.4271,0.0
mp-560187,SrCuAs2O7,11.5268,0.6361,0.0
mp-1080307,CeSe2,25.5695,1.2186,0.0
mp-772511,Li4Co3Sn5O16,37.5982,8.2889,0.0
mvc-14848,CaCu2(P2O7)2,9.1918,0.5219,0.0
mp-541175,Sc7CoI12,14.3639,0.7383,0.0
mp-1112692,Cs2KTlI6,11.5462,0.4587,0.0
mp-540145,Fe(PO3)5,6.4576,1.5956,0.0
mp-1191008,Y3AlFeS7,17.4655,0.4649,0.0
mp-18758,Co2GeO4,9.217,0.4466,0.0
mp-1177396,Li4Mn3V2Cr(PO4)6,9.2644,0.881,0.0
mp-777144,Ti3Cu2Te(PO4)6,8.8937,0.9027,0.0
mp-774622,Li4V2Cr3Sb3O16,12.4036,1.032,0.0
mp-510018,Rb2CuH12(SeO7)2,7.2134,0.3202,0.0
mp-865018,CuBiPtS3,35.25,1.1109,0.0
mp-29666,Bi2Te2Se,68.9096,3.9489,0.0
mp-556036,Ba3Al2Cu2F16,6.9382,0.614,0.0
mp-764560,Na5CrO4,11.8641,0.6356,0.0
mp-771199,V3FeO8,36.6086,2.3407,0.0
mp-770592,Mn2PO5,8.2677,0.5058,0.0
mp-1194841,SrCuH3ClO3,9.3424,0.3886,0.0
mp-1175290,Li7Mn4CoO12,17.1951,0.621,0.0
mp-558244,As(IF3)2,5.6652,0.5317,0.0
mp-754469,Er2TeO2,13.2323,0.4472,0.0
mp-1177542,Li3MnV(PO4)3,11.5379,3.364,0.0
mp-1174169,Li4Mn3CoO8,15.9231,0.5228,0.0
mp-780759,NaV13O18,12.4754,0.4696,0.0
mp-1002571,NaMn2O4,12.5586,0.3855,0.0
mp-24333,UH12(ClO2)3,7.4976,0.4016,0.0
mp-776591,Li2MnVP2(HO5)2,10.2929,1.8399,0.0
mp-15257,Tb2Se3,16.3129,0.6361,0.0
mp-762326,Li2CuF5,6.6405,0.3109,0.0
mp-715598,V7O13,15.5638,0.5318,0.0
mp-1039713,NaHfMg30O31,8.2131,0.3678,0.0
mp-1175676,Li9Mn2Co5O16,14.8369,0.5689,0.0
mp-1030102,Te4MoW3(SeS)2,3.0904,1.4925,0.0
mp-1027607,Te2Mo3W(SeS2)2,11.651,1.7449,0.0
mp-573321,TePdI2,10.5766,0.4982,0.0
mp-1003923,CaMn4O8,19.4793,2.2607,0.0
mp-1282537,Na2MnO2,9.9495,0.3421,0.0
mp-555275,NbTe7Br5O,15.6831,0.5102,0.0
mp-673763,Li3YbCl6,8.9998,0.4081,0.0
mp-1191175,K2Fe(PSe3)2,10.3983,0.1558,0.0
mp-1221643,MnCdS2,28.1078,0.7993,0.0
mp-695044,Ca5Y3Ti5Mn3O24,37.6253,2.1206,0.0
mp-774490,Li4Mn3Fe2Sb3O16,23.9572,2.7767,0.0
mp-1227434,Bi4(TeS)3,78.8492,5.8017,0.0
mp-769631,Li2Mn3NiO8,20.0262,1.7945,0.0
mp-1211937,K3Nb6SBr17,7.6731,0.3645,0.0
mp-1025728,Te2Mo3Se4,16.4897,1.5299,0.0
mp-1174594,Li4MnCo2O7,20.6746,2.7289,0.0
mp-1213937,Cr5Cu(GeO6)2,10.9074,0.3627,0.0
mp-759433,Li3CuF5,9.8113,0.4986,0.0
mp-605912,Al2NiCl8,3.1988,0.4093,0.0
mp-762244,Li2AgF4,5.4937,0.3228,0.0
mp-768456,Co2(SO4)3,7.5866,0.4909,0.0
mp-1175078,Li7Mn2(CoO4)3,20.2319,2.3998,0.0
mp-1100522,Li9Mn7O16,16.493,0.6404,0.0
mp-1194729,RbAlCu(PO4)2,6.7829,0.3442,0.0
mp-1204900,Sc4FeBr5,14.0347,0.3857,0.0
mp-758391,KMn2P2HO9,8.8796,0.4796,0.0
mp-1102952,DyAsSe,20.421,0.4077,0.0
mp-1177614,Li3MnV(PO4)3,9.5571,1.0773,0.0
mp-1203161,Ca10Si5(ClO10)2,11.0705,0.4909,0.0
mp-1221534,MnZn3S4,12.2841,0.5583,0.0
mp-26458,CrP2O7,5.2973,0.4194,0.0
mp-1188599,Gd3Sb4Au3,35.1427,1.2573,0.0
mp-721415,CuH12N2(Cl2O)2,6.342,0.3795,0.0
mp-1297720,LiCo5O7F,13.6131,0.4745,0.0
mp-1003483,CaMn4O8,16.7058,0.8327,0.0
mp-1026980,Mo2Se3S,18.8033,3.8915,0.0
mp-770111,PrBiO4,17.9745,0.7625,0.0
mp-1247504,MgCrCoS4,12.558,0.4501,0.0
mp-32833,Ho6Se11,18.8446,1.5577,0.0
mp-12337,NaLa2OsO6,21.4975,1.068,0.0
mp-1199282,NpB3O8,11.7345,0.6983,0.0
mp-1189739,Ba2YGaTe5,15.8863,0.2904,0.0
mp-1030605,Te2Mo3WSe6,9.3791,2.0427,0.0
mp-755507,Li2V5CuO12,29.1658,4.3635,0.0
mp-1025919,MoW2(SeS2)2,6.4099,1.694,0.0
mp-558320,K3U3Si2O13,7.4679,0.7767,0.0
mp-1211314,La2TiCoO6,26.8922,1.925,0.0
mp-1228487,Ba2In2O5,19.183,0.9307,0.0
mp-583034,Ba2U2O7,24.7444,1.7675,0.0
mp-1219595,RbHgSbTe3,17.326,0.6317,0.0
mvc-5380,CaAgAsO5,11.6834,0.6798,0.0
mp-1210183,Pr2Sn3(PbS4)3,30.3852,2.0822,0.0
mp-759118,LiMn3Al2(HO2)6,8.7194,0.9449,0.0
mp-1027473,Mo3W(SeS)4,11.4005,2.559,0.0
mp-758042,Li4Fe3Co3(SbO8)2,23.1538,3.0609,0.0
mp-1094079,PAuS,13.4411,0.2069,0.0
mp-777053,Li4Mn3Fe2Sn3O16,19.1255,2.6808,0.0
mp-1210157,NaCu2H3(SO5)2,9.0708,0.3346,0.0
mp-570858,AgCl,21.8342,2.5005,0.0
mp-29699,TiNb3O6,57.1272,9.4942,0.0
mp-761897,LiCuF3,6.1666,0.3695,0.0
mp-542332,K2Cu(CO3)2,8.78,0.5611,0.0
mp-1191026,YPS,18.6499,0.5396,0.0
mp-1229027,AlCuSnSe4,11.0899,0.5027,0.0
mp-1208869,Sr2CoSbO6,17.8121,0.8822,0.0
mp-17407,Au3F8,6.152,0.3269,0.0
mp-1210355,NaNp(HO2)2,10.8784,0.6046,0.0
mp-1178207,Li2Cr3CuO8,12.7039,1.2599,0.0
mp-1236356,LiP4(Br3O)4,6.1606,0.4395,0.0
mp-1175886,Li9Mn2Co5O16,20.9336,2.8876,0.0
mp-1195336,CeTlP2S7,18.4112,1.7848,0.0
mp-9425,Sr2GaCuSO3,18.4128,0.6079,0.0
mp-764328,Na5Mn7O16,13.007,0.4163,0.0
mp-766611,Li17Ni11O28,22.5475,3.0372,0.0
mp-771298,Li4V3Cr2Co(PO4)6,10.2417,1.2061,0.0
mp-1080152,MoW3(SeS)4,5.6478,2.2075,0.0
mp-1177896,Li2MnV(P2O7)2,9.7714,1.417,0.0
mp-754418,Co6OF11,8.3992,0.3429,0.0
mp-1301464,Li4Mn3CoO8,16.6984,0.6579,0.0
mp-1113579,Rb2TlAgF6,10.9144,0.3077,0.0
mp-756173,Li5FeS4,10.3644,0.3745,0.0
mp-1176783,LiCo2(PO4)2,6.9954,2.2149,0.0
mp-1013643,Sr3BiP,57.044,1.4656,0.0
mp-1203959,Sc4FeCl5,13.9456,0.379,0.0
mp-775161,Li2Ti3VO8,26.0618,2.4552,0.0
mp-554310,TlBiS2,91.2449,13.6114,0.0
mp-757602,Li4Cr3Co(PO4)4,9.4007,0.8111,0.0
mp-26274,Mn(PO3)4,6.4297,0.3423,0.0
mp-1026983,Te2Mo2SeS,15.3365,1.6088,0.0
mp-759363,Ni3OF5,10.5853,0.8152,0.0
mp-652224,Rb2Cu2(MoO4)3,9.3584,0.3272,0.0
mp-1113618,Rb2BiAuI6,16.3405,0.8613,0.0
mp-1175557,Li9Mn2Co5O16,20.9336,2.8876,0.0
mp-1195153,Tb2CuH4(SO6)2,9.0188,0.4062,0.0
mp-1297824,Li4MnCo3O8,15.273,0.6335,0.0
mp-1028478,MoW3(SeS)4,5.7629,2.25,0.0
mp-758744,Li2Cr3O6,15.1353,1.7053,0.0
mp-645435,Cu3Sn4PbO12,14.4129,0.8603,0.0
mvc-10905,Ca3V2(BiO6)2,23.2949,3.0504,0.0
mp-753869,LiV2(PO4)2,16.2718,1.3913,0.0
mp-685995,Ta6Pb4O19,53.5193,5.2588,0.0
mp-778147,Na5Bi2P(CO4)4,7.8597,1.4131,0.0
mp-1174326,Li4Mn3O7,17.1671,0.6692,0.0
mp-1114392,Rb2InSbI6,19.5507,0.4923,0.0
mp-1175408,Li9Mn2Co5O16,15.5263,0.6933,0.0
mp-985831,HfSe2,46.4827,1.5523,0.0
mp-1232332,ZnCu2SiSe4,12.27,0.638,0.0
mp-605863,AgSbPbS3,32.8436,3.0049,0.0
mp-1664200,Li2Mn3FeO8,16.4465,0.619,0.0
mp-1178084,Li12Mn3V5(PO4)12,9.3479,0.9786,0.0
mp-571550,Sb2TeSe2,90.0268,9.7736,0.0
mp-680697,Ce6Si4S17,17.9713,1.3655,0.0
mp-1204332,YCrO5,11.2181,0.5346,0.0
mp-556303,CuBi2(SeO3)4,15.5074,1.0696,0.0
mp-774782,LiTiMnO4,18.9485,0.8148,0.0
mp-1177732,Li3Co2(SiO4)2,11.2097,0.9178,0.0
mp-1247450,Sr2CdN2,14.8437,0.5545,0.0
mp-766029,Mg4Mn9O13,12.627,0.534,0.0
mp-755733,Li2MnSiO5,13.9933,1.2354,0.0
mp-560453,Ca7Cu(PtO6)2,17.1805,1.6353,0.0
mvc-9251,CaCoBiO5,44.1448,3.8547,0.0
mp-1175141,Li7Mn4CoO12,17.0874,0.6224,0.0
mp-1225857,CuBi3PbS6,83.5024,42.6406,0.0
mp-504151,LiBi2(PO4)3,13.9739,2.6665,0.0
mp-1176848,Li8Mn3Cr(PO4)6,10.447,1.5463,0.0
mp-698666,Li2MoO3,9.5533,0.4903,0.0
mp-756298,Li2Mn2O3,14.199,0.6853,0.0
mp-758712,Li2Cr2Si2O9,8.4329,0.4442,0.0
mp-561012,Sr3Cu3(PO4)4,9.7457,0.473,0.0
mp-755301,Ni6OF11,10.5212,0.3967,0.0
mp-1030523,Te2Mo3WSe6,9.4269,2.0535,0.0
mp-1106363,Ho3Sb4Au3,36.7792,1.2424,0.0
mp-1227363,CaAl2F10,9.0743,0.7308,0.0
mp-1098352,NaMg30TiO32,9.7923,0.4221,0.0
mp-1213391,DyCrO5,11.8319,0.6054,0.0
mp-1176291,Li9Mn2Co5O16,16.396,0.6171,0.0
mp-1212228,Np(IO3)2,8.7167,1.1715,0.0
mp-1223933,K4Sr2SnAs4,13.6489,0.2979,0.0
mp-1102476,TbAsSe,20.2355,0.3944,0.0
mp-1226118,Cs4BiSbCl12,7.7384,0.4611,0.0
mp-760971,Li3Fe2(SiO4)2,7.208,0.4095,0.0
mp-22647,TmCrO4,12.478,0.472,0.0
mp-1215215,ZrSeS,33.5803,0.9447,0.0
mp-554401,BaCu2Te2(ClO3)2,20.7504,0.886,0.0
mp-757930,Li2Co3SbO8,42.2736,5.8251,0.0
mp-1194660,K11Cd2Sb5,15.8276,0.4595,0.0
mp-1174972,Li7Mn2(CoO4)3,20.2319,2.3998,0.0
mp-756032,V3O5F,16.9558,0.7889,0.0
mp-568394,MoCl3,5.4364,0.3428,0.0
mp-849746,LiMn2(BO3)2,10.2782,0.4451,0.0
mp-22329,NaNd2OsO6,16.948,0.6825,0.0
mp-1238514,CsTiH10C4O13,4.7369,0.42,0.0
mp-1214970,Ag6Ge(S2Br)2,14.512,0.6416,0.0
mp-1215597,Zr2(SeS)3,23.4961,1.5563,0.0
mp-755768,V3(O2F)2,15.2208,0.7703,0.0
mp-1176060,Li9Mn2Co5O16,20.9336,2.8876,0.0
mp-1210482,Pr2InCuSe5,21.639,0.9935,0.0
mvc-12752,MoO3,15.4161,1.1442,0.0
mp-850206,V3(O2F)2,16.1103,0.7518,0.0
mp-1214214,Ca14Al12Zn4O35,6.1539,0.2712,0.0
mp-774249,Li3MnCr2O6,14.7918,0.4967,0.0
mp-772531,Li4Ti3V3(FeO8)2,35.706,3.6178,0.0
mp-1216205,Y4Mn3NiO12,17.1753,0.6511,0.0
mp-1030448,Te6MoW3Se2,6.5018,0.4457,0.0
mp-23434,Al2CuCl8,2.8816,0.4762,0.0
mp-1100506,Li9Mn7O16,15.2562,0.5153,0.0
mp-1175373,Li7Mn5O12,16.1399,0.5725,0.0
mp-1027140,MoW3(SeS)4,5.6478,2.2075,0.0
mp-1037725,YMg30ZnO32,10.7371,0.4492,0.0
mp-555570,BaCu(SeO3)2,11.7488,0.6405,0.0
mp-775926,Li4Mn3Ni3(PO4)6,15.7582,2.6815,0.0
mp-1202476,Cu2H6Pb5C(SO7)3,23.4929,1.7503,0.0
mp-772431,CoH8(CO5)2,5.0921,0.3395,0.0
mp-1192356,La3BeCrS7,20.4949,0.9619,0.0
mp-16001,Rb5Ti6AgSe27,10.1045,0.5519,0.0
mp-753424,Li3Ti2(NiO4)2,44.9006,16.2147,0.0
mp-1175853,Li9Mn2Co5O16,20.9336,2.8876,0.0
mp-571193,MnP4,15.172,0.4164,0.0
mp-1177000,Li6MnV3(PO4)6,9.6534,1.0733,0.0
mp-1175604,Li9Mn2Co5O16,20.9336,2.8876,0.0
mp-1027091,MoW(SeS)2,19.7091,1.7399,0.0
mp-560316,Hg3SO6,16.9232,1.1064,0.0
mp-773009,Li5Mn5(PO4)6,12.0604,1.3987,0.0
mp-1652832,Na3CoBPO7,7.4603,0.9379,0.0
mp-758480,Li3Mn3(PO4)4,7.1018,0.5594,0.0
mp-1025716,MoW2(SeS2)2,6.3545,1.6254,0.0
mvc-8316,MnZnNiP2O9,10.7186,0.8235,0.0
mp-1174822,Li6Mn3CoO10,19.4884,3.7054,0.0
mp-703320,Sr16Fe6Co2Mo8O45,12.6448,0.7098,0.0
mp-1191902,TbB4W,53.2622,4.5005,0.0
mp-723034,Na2Mn(H2N)4,8.7767,0.7153,0.0
mp-1037159,HfMg30ZnO32,10.2694,0.4532,0.0
mp-1178130,Li2CrCo3O8,9.5737,0.9643,0.0
mp-1025934,Mo2W(SeS2)2,9.8773,1.5422,0.0
mp-542935,Co5P4(HO2)10,7.9278,0.3434,0.0
mp-24038,K2CuH12(SO7)2,7.1997,0.3161,0.0
mp-1212148,La2Sn3(PbS4)3,31.2069,1.9339,0.0
mp-622375,Mn(GaS2)2,13.4609,0.467,0.0
mp-622353,La4(CoO3)3,24.353,1.0799,0.0
mp-1177933,Li2MnVP2(HO5)2,10.2929,1.8399,0.0
mp-1025906,Mo3(Se2S)2,11.6121,2.3926,0.0
mp-1194939,Na12Mn3S6(O3F)8,10.7237,0.7529,0.0
mp-1208134,TlCu2H(SeO5)2,12.1971,0.4155,0.0
mp-616141,Cs5GeAs3,13.7472,0.3236,0.0
mp-585266,MnP2O7,8.3769,0.4503,0.0
mp-1177563,Li3MnV(PO4)3,9.5571,1.0773,0.0
mp-1304744,Ba2V2O5,12.4105,0.5205,0.0
mp-1215862,Zn7(SbO6)2,17.3812,1.0107,0.0
mp-774808,Na3MnO3,9.6571,0.4344,0.0
mp-1661403,Li4Mn3Co3(SnO8)2,26.2994,4.5159,0.0
mp-707342,ZnH18Ru2Br7N6,7.1284,0.4199,0.0
mp-1177349,Li4MnV3(P2O7)4,10.6817,1.7467,0.0
mp-1218652,Sr5V3O13,21.2314,1.624,0.0
mp-1213971,CaVCuHO5,12.0935,0.551,0.0
mp-27224,Na4CoO4,7.5886,0.3932,0.0
mp-754453,LaTiNO2,94.0563,4.4701,0.0
mp-1176385,Na2MnPCO7,7.3779,0.6356,0.0
mp-759534,LiBi2(SO4)3,13.4554,0.7795,0.0
mp-758704,LiMn2(CO3)4,7.9245,0.4106,0.0
mp-760251,Na2CuP2O7,7.2217,0.389,0.0
mp-781628,Li7Mn8(BO3)8,8.8833,0.466,0.0
mp-755239,Ga2HgO4,18.6901,1.6748,0.0
mp-754468,NaCuO2,10.7992,0.3555,0.0
mp-995238,SnH6CI3N,9.114,0.3747,0.0
mp-1521101,KGdV4O12,14.3238,0.7114,0.0
mp-1206803,Y2CI2,18.7791,0.6694,0.0
mp-1218437,Sr3LaZnRuO8,21.0992,1.1577,0.0
mp-1113421,Cs2BiAuI6,16.7746,0.8328,0.0
mp-555597,V4O7,14.1892,1.03,0.0
mp-1037311,Mg30TiCuO32,10.1386,0.4668,0.0
mp-28103,USCl9,6.9092,0.4612,0.0
mp-28920,Tl5Se2Cl,31.0107,1.3593,0.0
mvc-2470,Mg2Fe9O13,17.5775,1.5146,0.0
mp-777739,Fe5(OF4)2,9.4959,0.4248,0.0
mp-1191349,TbB4Mo,44.6049,2.0326,0.0
mp-30145,Rb2Bi8Se13,71.73,43.4949,0.0
mp-1516941,SrCaEuWO6,8.3654,0.3748,0.0
mp-1250798,Sr2YAlNi2O7,14.9106,0.628,0.0
mp-716723,V9O17,15.4735,0.6133,0.0
mp-1227162,CaYb3Mn4O12,14.9713,0.6284,0.0
mp-1030573,Te4Mo3WSe4,7.6116,1.5223,0.0
mp-1190574,HoPS,18.2519,0.5222,0.0
mp-759775,Li8Mn9O18,17.518,7.7411,0.0
mp-19476,CsFe2P5O16,6.0798,0.2658,0.0
mp-772797,Ti2Cu(PO4)3,15.3159,0.8155,0.0
mp-754313,LiV3CoO10,47.6206,24.442,0.0
mp-775226,LiMn2(BO3)2,8.632,0.4141,0.0
mp-763350,V3O5F,24.7832,1.9539,0.0
mp-1640067,Li2Fe(CoO3)2,19.226,2.4735,0.0
mp-973064,LaH3,20.5069,0.5985,0.0
mp-1209066,Sb2AsS2,74.4671,10.8889,0.0
mp-629690,Bi2(PbS2)3,59.3239,2.0887,0.0
mp-758754,Li5Cr6P5O24,7.3064,0.6652,0.0
mp-775767,AgAsO3,11.2454,0.2644,0.0
mp-1227537,Ca11Si9As16,15.9097,0.3794,0.0
mp-1175252,Li7Mn4CoO12,19.5987,5.2661,0.0
mp-1226754,CdAsP,27.9281,1.8672,0.0
mp-1214381,BaPrCuTe3,17.2985,0.1619,0.0
mp-1228276,Ba3NiSbRuO9,33.7645,2.2715,0.0
mp-1173948,Li3Mn2CoO6,17.8135,0.7538,0.0
mp-1226383,Cs12Sn2As6O,22.5539,2.5335,0.0
mp-1214461,Ba4Li(BiO4)3,29.3144,1.4556,0.0
mp-1293023,Li2MnV3O8,16.2055,0.8127,0.0
mp-669509,Gd2S3,25.2336,0.8377,0.0
mp-1192160,DyB4W,52.086,3.9746,0.0
mp-1174868,Li7Mn2(CoO4)3,15.9615,0.7927,0.0
mp-1226849,CdIn3Te4As,17.4106,0.6424,0.0
mp-756583,Li4V5CuClO15,18.3128,1.5808,0.0
mp-1227843,BaSr(PbO3)2,18.4132,0.9613,0.0
mp-1100887,Y7(CuTe4)3,20.9027,0.4516,0.0
mp-1220962,NaV5MoO15,38.2145,2.8454,0.0
mp-570700,Hf3Tl2(CuSe4)2,32.864,1.0813,0.0
mp-1229151,Ag15S5I4Br,18.8647,0.9829,0.0
mp-707285,CuH16(IO8)2,8.0647,0.5373,0.0
mp-775991,CrCo3(PO4)4,11.0501,1.2715,0.0
mp-556331,Sr4Pt4PbO11,22.4829,1.6924,0.0
mp-1304884,Li3Mn3TeO8,17.3941,0.7149,0.0
mp-1273218,SrLaMnRuO6,25.3531,2.7154,0.0
mp-652196,Cu2Bi4Pb2S9,52.4101,1.8986,0.0
mp-1221310,Na2Sr3As4,19.7347,0.4407,0.0
mp-556834,RuCl(OF3)2,4.4509,0.6769,0.0
mp-1219970,Pb4Se3S,38.9067,2.1014,0.0
mp-1104659,Dy2MnNiO6,14.9938,0.4733,0.0
mp-1174270,Li4Mn3CoO8,16.0207,0.6226,0.0
mp-1174826,Li6Mn3CoO10,17.5167,0.9028,0.0
mp-777375,LiMn2(BO3)2,10.2782,0.4451,0.0
mp-776010,Cr2Fe3Cu(PO4)6,9.7708,0.6464,0.0
mp-1275528,VZn2SbO6,15.0029,0.7677,0.0
mp-1221975,Mn(GaS2)2,20.938,0.7737,0.0
mp-510672,MnPbO3,21.6245,1.5593,0.0
mp-1279798,NaNiO2,15.9295,0.614,0.0
mp-1096971,GaAgO2,11.8801,0.3192,0.0
mp-975275,RbNa2Sb,20.1126,1.154,0.0
mp-504934,Sc2CI3,10.7663,0.4638,0.0
mp-555937,Ca3Cu3(AsO4)4,11.4638,0.7278,0.0
mp-1176488,Mn2HgO4,12.3787,0.4285,0.0
mp-1205856,Eu2LuTaO6,39.0093,3.9921,0.0
mvc-3988,Ca2Fe2O5,16.1652,0.7559,0.0
mp-774305,LiCo2NiO6,16.2318,0.9555,0.0
mp-1079080,CsCd4As3,53.0045,20.6889,0.0
mp-559897,OsO2F3,7.944,1.0802,0.0
mp-1190755,YB4W,49.195,2.7805,0.0
mp-697792,LiMn2(PO4)3,7.1798,0.816,0.0
mp-1206231,Cs2RbPdF6,8.269,0.3378,0.0
mp-759477,Li2Mn2F7,6.5235,0.3487,0.0
mp-1716,Rh2O3,9.4459,0.3604,0.0
mp-773844,Li2V3CuO8,12.9542,2.1438,0.0
mp-1174770,Li6Mn3CoO10,19.4884,3.7054,0.0
mp-8866,La10Se19,27.227,0.7122,0.0
mp-1101673,NaCr2O4,10.6275,0.4375,0.0
mp-1224545,In2FeSbO7,15.2198,1.4607,0.0
mp-779308,SrLiLa7(CoO8)2,31.1048,1.2693,0.0
mp-1209506,RbBi3Se5,93.115,35.8114,0.0
mp-18038,KBaFeO3,17.2707,0.6257,0.0
mvc-3976,Ca2AgSbO6,17.3509,1.1919,0.0
mp-1206020,K2Ce(CuS2)2,15.328,0.4687,0.0
mp-1516456,KPrEuWO6,8.667,0.2986,0.0
mp-759491,Li4MnOF5,8.153,0.4031,0.0
mp-977371,PW4Cl11,4.9277,0.3065,0.0
mp-1210331,Na2PrSiO5,9.1095,0.3288,0.0
mp-1211177,Li4CuSbO6,15.9776,0.5013,0.0
mp-756835,Li4MnFe3O8,13.2845,1.1557,0.0
mp-1177014,Li6Mn3V(PO4)6,11.5832,2.3398,0.0
mp-768045,V5BiO10,23.6831,1.0732,0.0
mp-26858,Fe5(PO4)4,12.7023,0.4775,0.0
mp-763431,LiMn5O3F5,10.9422,0.4879,0.0
mp-1663326,Li4Co3Sn5O16,37.5982,8.2889,0.0
