material_id,formula,diel_total_pred_n0,diel_total_ale_n0,diel_total_target
mp-29048,Sr(BiO2)2,24.1972,1.463,0.0
mp-29200,KNO2,4.9133,0.3764,0.0
mp-29251,Te6Br2O11,21.7751,1.3654,0.0
mp-29862,SnBr2,46.7217,5.7155,0.0
mp-30222,Cs3BS3,10.3135,0.4224,0.0
mp-34782,Al2FeO4,9.8889,0.5737,0.0
mp-37024,Ho10Ti6O27,25.6125,2.4214,0.0
mp-37310,Dy10Ti6O27,25.3006,2.3479,0.0
mp-39866,BaSm4Si3SeO12,14.514,0.551,0.0
mp-505217,Co2PHO5,10.0234,0.5794,0.0
mp-505233,Cs2Sn(H2N)6,8.3949,0.4681,0.0
mp-505685,Nb2Te4O13,30.9419,2.8508,0.0
mp-510725,SrV3O7,15.4678,0.7751,0.0
mp-530033,B8O,10.3125,0.5354,0.0
mp-530728,Sc11Nb3O24,67.0413,7.4093,0.0
mp-540668,BS2,5.548,0.4025,0.0
mp-540688,SrIn2O4,14.4856,0.5528,0.0
mp-540706,Na2Nb4O11,14.0699,0.7441,0.0
mp-540773,Ca2GeS4,15.7612,1.352,0.0
mp-540796,Cs2Sn2O3,11.2453,0.2935,0.0
mp-541238,KTi2(PO4)3,10.0273,0.5507,0.0
mp-541375,CdH4Br3N,7.3033,0.3945,0.0
mp-541788,P2S5,3.7289,0.6905,0.0
mp-542104,SrV3O7,16.6656,2.0469,0.0
mp-542694,HI3O8,11.8434,1.2344,0.0
mp-553374,Cs4Sb2O5,10.6016,0.3931,0.0
mp-554183,ZrHg3(SCl3)2,10.8213,1.0731,0.0
mp-554475,LaNb2ClO6,34.1892,2.7923,0.0
mp-554782,Li2Ga2GeS6,8.5436,0.317,0.0
mp-554919,Tl4Mo5O17,26.202,1.1734,0.0
mp-554990,Ba2MnNiClF7,9.7453,0.4349,0.0
mp-555013,Tl3CO3F,30.5546,1.2868,0.0
mp-555288,SbS(BrF2)3,5.107,0.4888,0.0
mp-555667,RbFeF4,7.5686,0.5592,0.0
mp-555761,Gd2Mo4O15,14.4818,0.542,0.0
mp-555805,AlSCl7,5.372,0.3498,0.0
mp-555880,ZnBi2B2O7,19.9211,1.2221,0.0
mp-556633,Na3VF6,8.8183,0.6919,0.0
mp-556647,Ba5Re3ClO15,29.0376,7.2417,0.0
mp-556721,Ba5Re3BrO15,28.5546,8.6912,0.0
mp-556869,Sb5IO7,22.018,1.1326,0.0
mp-557180,CaAs2(XeF5)4,7.8349,0.6492,0.0
mp-557799,As2Pb(XeF6)3,8.0628,0.4538,0.0
mp-558004,BaCaVP2O9,11.298,0.4826,0.0
mp-558208,RbInAs2O7,8.5067,0.4586,0.0
mp-558259,Pr3Si2S8I,13.6213,0.517,0.0
mp-558517,K2Cr2HgCl2O7,9.8287,0.415,0.0
mp-558751,Ca(BiO2)2,25.5343,1.4791,0.0
mp-559041,TlMo2Cl7O2,5.2672,0.3989,0.0
mp-560246,LiUP(H4O5)2,7.5243,0.4,0.0
mp-560356,Sm3Si2S8I,12.9633,0.557,0.0
mp-560513,Gd3Si2Cl5O6,11.1386,0.6676,0.0
mp-560548,KNi3As3O11,8.5592,1.1367,0.0
mp-560560,CdSiO3,8.6057,0.4242,0.0
mp-561006,Na2CaVP2O9,8.0265,0.4706,0.0
mp-561126,Nd3Si2S8I,13.0589,0.5419,0.0
mp-561133,Sr5Nb4O15,29.5217,2.4637,0.0
mp-561492,ZnSb2(XeF4)6,6.9219,0.3903,0.0
mp-562764,Ba7B4S13,11.042,0.452,0.0
mp-562833,Co5Se4(BrO6)2,12.0566,1.2143,0.0
mp-569157,BiI3,24.6676,1.226,0.0
mp-569653,SnPCl9,6.8128,0.4774,0.0
mp-569943,K2AgI3,9.9406,0.3295,0.0
mp-570258,Ca3(AlN2)2,14.8579,0.772,0.0
mp-570306,TlGaI4,10.5018,0.4208,0.0
mp-571445,HfHg3(SeCl3)2,11.8125,0.9276,0.0
mp-585354,LiCr2P3O10,7.1,0.8606,0.0
mp-600186,Cs2MnBr4,8.3406,0.3759,0.0
mp-608490,NaHgCl3,8.1762,0.3595,0.0
mp-6153,Na3Li3V2F12,4.5151,0.9529,0.0
mp-619575,ClF3,2.5927,0.4599,0.0
mp-624769,P2WO8,8.0677,0.4912,0.0
mp-625714,MoH4O5,8.6967,1.2918,0.0
mp-625928,HI3O8,11.8434,1.2344,0.0
mp-641497,KFeCo3(PO4)3,8.875,0.5974,0.0
mp-642822,CaC2,14.0922,1.2966,0.0
mp-643125,Cs2Co(PO3)4,6.1466,0.2984,0.0
mp-643359,Rb2Sn(H2N)6,7.9191,0.5039,0.0
mp-645796,TlFe(MoO4)2,22.5772,2.4119,0.0
mp-655591,LiB13C2,11.2966,0.5319,0.0
mp-674297,NaNO3,6.9408,1.4825,0.0
mp-676988,Na3HoTi2Nb2O12,25.011,1.8406,0.0
mp-677014,K2ErTi(PO4)3,5.8788,0.3686,0.0
mp-695511,Na2CaTi2(GeO4)3,17.0094,0.8503,0.0
mp-696825,Ca2Al2FeSi3HO13,9.1261,0.5453,0.0
mp-697758,LiFeP2O7,8.7689,2.2114,0.0
mp-703352,UP2H6O7,6.7878,0.3805,0.0
mp-704459,Na2Cr2O7,11.1935,1.4473,0.0
mp-705329,Li3Fe2(PO4)3,6.2593,0.8535,0.0
mp-705470,Li3Mo4P5O24,10.4893,1.1364,0.0
mp-705713,Bi14WO24,35.6652,1.2126,0.0
mp-707014,P2H10S4N2O,3.7665,0.4606,0.0
mp-720098,Na2TiCr(PO4)3,15.792,4.8131,0.0
mp-720509,Li10Si(PS6)2,8.15,0.3185,0.0
mp-722714,MgCdH4(N2O5)2,7.6031,0.4007,0.0
mp-735530,Ba2Fe3P6HO22,9.2624,0.4454,0.0
mp-735567,VAs2H4O9,7.2991,0.3952,0.0
mp-743986,CsVH12(C2O7)2,6.6463,0.3488,0.0
mp-752431,LiVPO4,9.5218,0.3237,0.0
mp-752450,Ba2SrI6,8.1576,0.3146,0.0
mp-752607,LiVF3,7.4076,0.3784,0.0
mp-752944,CrOF,6.7946,0.3087,0.0
mp-753236,Li5VF8,8.2511,0.4813,0.0
mp-753636,FePO4,5.6905,0.5827,0.0
mp-753653,LiTi2P4H3O16,17.0426,1.933,0.0
mp-753677,Li3BiS3,19.0384,1.4952,0.0
mp-753883,La4Bi2O9,31.1597,1.8783,0.0
mp-754110,SmAgO2,11.4992,0.483,0.0
mp-754208,ErInO3,23.7813,0.7751,0.0
mp-754824,SrO,16.1986,0.6077,0.0
mp-755053,Ga4SiO8,11.3952,0.6444,0.0
mp-755185,LiSbPHO5,9.2471,0.5913,0.0
mp-755297,Li2CoO2,9.4024,0.5187,0.0
mp-755549,Y2TeO6,10.5642,0.3441,0.0
mp-755591,Dy2TeO6,10.9328,0.3572,0.0
mp-755776,Rb4SiO4,9.0392,0.3074,0.0
mp-756168,Li2Nb4O11,25.7745,2.246,0.0
mp-756495,Li3CuO2,10.1101,0.3676,0.0
mp-756511,LiVBO4,10.0646,0.4549,0.0
mp-756551,LiV(OF)2,9.2774,0.4864,0.0
mp-756814,Li2Mn5(Si2O7)2,9.6952,0.2944,0.0
mp-756943,LiVNiO4,12.8074,0.5055,0.0
mp-757222,Li7Fe2P7O24,8.3882,2.7627,0.0
mp-757264,LiVPO4,10.0155,0.3986,0.0
mp-757322,LiVPO4,8.4007,0.683,0.0
mp-757437,LiCoPO4,9.432,0.3519,0.0
mp-757507,Sm3Bi5O12,30.5094,1.4117,0.0
mp-757609,Li2FeCO4,10.5686,1.0423,0.0
mp-757611,Li2CoNi(PO4)2,12.7869,0.8799,0.0
mp-757719,Li2MnP2O7,10.3816,1.5181,0.0
mp-757730,Li2CoCO4,7.3972,1.1168,0.0
mp-757931,LiV(PO3)3,7.5469,0.6329,0.0
mp-758032,LiV(PO3)4,5.573,0.6499,0.0
mp-758068,K2Yb2O3,16.5547,1.2552,0.0
mp-758072,LiFeP2O7,8.7689,2.2114,0.0
mp-758160,Co(IO3)2,27.2448,3.1103,0.0
mp-758434,LiFeSiO4,8.3496,1.3999,0.0
mp-758454,LiP4WO13,7.2486,1.6191,0.0
mp-758467,LiP4WO12,6.6269,0.3505,0.0
mp-758534,LiFe(PO3)4,7.2592,1.7667,0.0
mp-758745,LiCrSiO4,6.9652,0.3573,0.0
mp-758771,LiFeP2O7,8.7689,2.2114,0.0
mp-758933,B8O,10.1412,0.4364,0.0
mp-759053,LiFeSiO4,6.6125,0.5687,0.0
mp-759377,LiTi2(PO4)3,11.8921,2.2394,0.0
mp-760207,Na2Li4Co2C4SO16,10.3101,0.8878,0.0
mp-760319,Bi5O7F,24.6686,1.126,0.0
mp-761101,Li2VO3F,18.2199,1.6268,0.0
mp-761257,Li2Fe4OF8,9.4379,0.4045,0.0
mp-761704,Bi4O5F2,37.8682,2.9114,0.0
mp-761759,SbOF3,4.872,0.4152,0.0
mp-762197,RbAl(H2N)4,6.5137,0.4592,0.0
mp-763003,LiMnF3,13.3727,1.0888,0.0
mp-765947,Li6Ni9(PO4)8,12.1914,1.5994,0.0
mp-766049,LiVSiO4,12.3626,0.5519,0.0
mp-766548,Li4Ti11O24,55.8897,15.5839,0.0
mp-766585,Li3VPCO7,5.0374,0.4493,0.0
mp-766591,Li3MnPCO7,6.9266,1.7312,0.0
mp-766698,Li3CrPCO7,5.6986,0.5266,0.0
mp-767066,Li10Si2NiO10,9.2748,0.3891,0.0
mp-767631,Li3VF6,7.2364,0.4328,0.0
mp-767671,Li3VF6,10.5872,1.4398,0.0
mp-768312,Li2FeBO4,6.9825,0.3762,0.0
mp-768357,Ba2Ti11O24,60.7813,5.5056,0.0
mp-768940,Cr2(SO4)3,6.969,2.7388,0.0
mp-768968,Li4B4Sb2SO16,9.2507,0.2948,0.0
mp-769046,Si2Sn2O7,16.8842,1.676,0.0
mp-769187,Sn5P6O25,8.5923,0.9424,0.0
mp-769720,La2Ti3O9,38.0283,3.6766,0.0
mp-770463,Cs3GaO3,11.8969,0.6458,0.0
mp-770646,Na3SnAsCO7,8.8409,0.5904,0.0
mp-770825,Li3Fe(BO3)2,6.6527,0.4732,0.0
mp-770939,Li3FeAsCO7,10.8189,0.969,0.0
mp-770952,Li4Co3Ni(PO4)4,22.5079,4.8895,0.0
mp-771193,Ba3Y2O6,19.7742,0.7698,0.0
mp-771255,Cs4SiO4,10.3212,0.4617,0.0
mp-771321,Cs4GeO4,12.301,1.4133,0.0
mp-771329,Na3CrPCO7,7.0568,0.4797,0.0
mp-771360,Li6MnSn3(PO4)6,10.2323,1.6209,0.0
mp-771936,Sr3YI9,11.3623,0.3478,0.0
mp-772073,Li2Nb4O11,27.3706,2.6323,0.0
mp-772175,CrP4O11,4.7978,0.4408,0.0
mp-772209,CrP4O11,7.2488,0.4718,0.0
mp-772408,Ba4Tm6O13,20.8346,0.7532,0.0
mp-772427,Li3Fe(PO4)2,6.734,0.9519,0.0
mp-772740,Ba4Lu6O13,23.5262,0.717,0.0
mp-773200,LiVB2O5,6.5001,0.3923,0.0
mp-773887,TiBi2O5,40.4636,1.7626,0.0
mp-774579,LiTi2(PO4)3,16.873,2.3304,0.0
mp-775132,NaLi3Fe4(SiO3)8,7.0278,0.6209,0.0
mp-775216,LiVTeO5,14.6593,1.2085,0.0
mp-775852,Li4Sb2C4SO16,6.9017,0.4488,0.0
mp-775939,YNb2NO5,38.2589,2.7044,0.0
mp-776023,CdSiO3,9.1021,0.3756,0.0
mp-776110,SiSnO3,17.8141,1.1557,0.0
mp-776359,YNb2NO5,38.2589,2.7044,0.0
mp-776520,NaLiTiAl(PO4)3,18.1418,3.7748,0.0
mp-776984,HoInO3,23.8657,0.8277,0.0
mp-776991,LiFe4OF7,8.3354,0.4102,0.0
mp-777310,LiCr(PO3)4,9.544,1.8075,0.0
mp-777887,Li3VF5,7.6402,0.4873,0.0
mp-777894,LiVF3,7.2964,0.4046,0.0
mp-778115,Li2BiBO4,11.6306,0.6937,0.0
mp-778473,Gd3SbO7,14.4894,0.3921,0.0
mp-779217,Tb2Zr2O7,25.8487,1.5792,0.0
mp-779221,P2H9(CBr)3,3.9639,0.4616,0.0
mp-780193,LiCr(PO3)3,10.2326,1.8357,0.0
mp-780246,Na2Bi4O7,24.2998,2.2792,0.0
mp-780313,LiVP3(H7O8)2,6.9629,2.557,0.0
mp-780428,Na4Bi2O5,12.9553,0.8605,0.0
mp-780721,Na4Bi2O5,12.2551,0.6772,0.0
mp-782062,YNb2NO5,28.1056,1.5667,0.0
mp-849246,Ti2CdO5,26.8413,1.6241,0.0
mp-849395,Li3Fe2(PO4)3,10.2807,0.7041,0.0
mp-849450,LiCrP3H8O13,5.8516,0.4933,0.0
mp-849467,LiCrPH2O5,6.2009,0.4066,0.0
mp-849572,Li2Fe3OF6,9.5135,0.456,0.0
mp-849749,LiVPO4,10.9438,0.7203,0.0
mp-850533,Fe3Ni2P6WO24,9.0379,0.8234,0.0
mp-8611,Li8CeO6,16.1323,0.6241,0.0
mp-867180,Pm2S3,14.0385,0.5101,0.0
mp-867622,Li2VFe(PO4)2,15.4002,1.2831,0.0
mp-867738,Li3V(BO3)2,8.3088,0.333,0.0
mp-867791,Li3VPCO7,7.8061,0.5342,0.0
mp-9228,HgSeO3,13.3404,0.3831,0.0
mp-9239,NaLaMgTeO6,14.4686,0.593,0.0
mp-982366,Tb2S2O,15.8648,0.5945,0.0
mp-989555,Tl2InGaF6,21.8052,1.4391,0.0
mvc-10037,CaCo2(PO4)2,8.7011,0.4853,0.0
mvc-10192,MgNi2(PO4)2,7.6139,0.354,0.0
mvc-12404,TiO2,28.247,3.5323,0.0
mvc-1265,ZnCrP2O7,5.6756,0.3789,0.0
mvc-14312,VF5,7.188,0.5978,0.0
mvc-1473,YFe3Se2ClO8,13.8161,0.7406,0.0
mvc-3736,MgVF5,11.4646,1.2034,0.0
mvc-3872,Mg3Co2(SiO4)3,9.9614,0.394,0.0
mvc-5066,Mg2NiWO6,15.464,1.2578,0.0
mvc-8630,CaTi2(PO5)2,18.3497,1.1268,0.0
mp-1012103,V2NiO6,13.7977,1.0519,0.0
mp-1020636,Zn2SiO4,11.1357,0.4102,0.0
mp-1037485,BaMg30FeO32,10.0121,0.4137,0.0
mp-1040167,KMg30SbO32,10.1089,0.4147,0.0
mp-1078392,YSb(PbO3)2,23.2776,1.0852,0.0
mp-1079248,K3NaH4,10.0768,0.4231,0.0
mp-1080753,NaPb2IO6,21.9844,1.4956,0.0
mp-1094108,Na2Zn2S3,10.561,0.3324,0.0
mp-1095445,CsFe(MoO4)2,7.8242,0.3857,0.0
mp-1096809,Al2ZnS4,10.9452,0.2542,0.0
mp-1100803,ZrPbO3,27.1378,1.4007,0.0
mp-1101512,LiFeP2O7,8.7689,2.2114,0.0
mp-1101544,Li2Cr5(PO4)4,9.1175,0.5165,0.0
mp-1101660,Nb2O5,32.7448,3.5602,0.0
mp-1103472,Na2UF8,6.5063,0.4183,0.0
mp-1105290,Co3Sb4(OF)6,16.656,0.7529,0.0
mp-1105362,MnTeMoO6,12.3669,1.7011,0.0
mp-1110635,Na3MoF6,6.9629,0.4361,0.0
mp-1111150,K2LiCoF6,9.1897,0.4953,0.0
mp-1111240,K2NaAsBr6,16.147,0.5044,0.0
mp-1111425,K3IrF6,7.3359,0.3066,0.0
mp-1111577,K2TlInCl6,11.4538,0.5348,0.0
mp-1112076,K2YAgI6,20.9649,0.8481,0.0
mp-1112416,Rb2TbCuCl6,12.4247,0.5538,0.0
mp-1112430,Rb2SmCuCl6,12.5616,0.5387,0.0
mp-1112618,Cs2SmCuCl6,12.1249,0.5387,0.0
mp-1113288,Rb2ErCuCl6,12.0792,0.5514,0.0
mp-1113333,Cs2TbCuCl6,12.109,0.5376,0.0
mp-1113403,Rb2DyCuCl6,12.2502,0.5773,0.0
mp-1114388,Rb2InBiF6,13.3429,0.7224,0.0
mp-1114404,KRb2IrF6,6.7249,0.2887,0.0
mp-1114474,Rb2TlGaCl6,10.6603,0.3525,0.0
mp-1114660,Rb2NaAsBr6,14.1478,0.585,0.0
mp-1114690,Rb3IrF6,6.528,0.2805,0.0
mp-1147733,Li4Zn(PS4)2,8.8784,0.2465,0.0
mp-1178360,DyInO3,23.5065,0.8373,0.0
mp-1178584,Ba5Y3I19,10.5389,0.2736,0.0
mp-1179354,TiFeO3,26.6732,2.0879,0.0
mp-1180707,LiH2BrO5,6.4616,0.3863,0.0
mp-1187892,Yb2H6Ru,12.2254,0.3958,0.0
mp-1188267,Bi2O3,10.7601,1.2782,0.0
mp-1188719,GdCrTeO6,10.6497,0.3024,0.0
mp-1189283,Rb2Zn3S4,11.353,0.3076,0.0
mp-1190021,TeO2,21.8171,1.3397,0.0
mp-1190219,Li2HN,11.6669,0.77,0.0
mp-1190373,K2V2CoO7,15.5941,2.9787,0.0
mp-1190388,Na2Ga2GeS6,8.9423,0.3406,0.0
mp-1191111,SrTi(PO4)2,13.6862,1.0276,0.0
mp-1191155,TiP2PbO8,22.1585,1.6439,0.0
mp-1192550,RbBaPS4,9.3507,0.214,0.0
mp-1192575,CdH6C(IN)3,6.7266,0.3458,0.0
mp-1192874,NaAgS2O3,8.9787,0.2906,0.0
mp-1194891,Li4Zn(H2N)6,8.4078,0.2811,0.0
mp-1195634,CsNa2Mn3P4ClO14,7.6535,0.3459,0.0
mp-1196380,SmAgH4C2SO10,7.7429,0.3981,0.0
mp-1196419,Ta3Bi7O18,37.8552,2.5964,0.0
mp-1196510,KVH2SeO7,7.955,0.6044,0.0
mp-1197024,FeBi(SeO3)3,14.3061,2.339,0.0
mp-1197785,H6C(SN)2,5.2624,0.3483,0.0
mp-1197914,CuH6C2SeCl,4.2977,0.47,0.0
mp-1198275,PrV2IO9,10.7457,0.7156,0.0
mp-1199019,AgSbS(OF3)2,6.5434,0.4213,0.0
mp-1199170,Sr2V2Se3O13,13.7972,2.3685,0.0
mp-1199259,AsXe2BrOF12,6.1024,0.6153,0.0
mp-1199278,NdMoClO4,12.0569,0.5457,0.0
mp-1199642,Sr2V4Te2H2O17,9.7523,0.5421,0.0
mp-1200055,H3CSe,5.7219,0.3934,0.0
mp-1200258,HgS2O7,9.2492,0.4108,0.0
mp-1201187,Co2P2H4PbO10,32.3162,3.9549,0.0
mp-1201403,ZnH13RuN5(Cl2O)2,7.7789,0.3603,0.0
mp-1201630,TiAs2Pb2O9,37.4247,3.9701,0.0
mp-1201812,AgH4CSN2Cl,7.8986,0.3975,0.0
mp-1202716,S2I2O11,8.2816,1.1,0.0
mp-1203018,Sr4Li2Ta2Al2N8O,14.4962,0.55,0.0
mp-1203247,Gd(NO3)3,6.7985,0.5941,0.0
mp-1203251,H9Rh(NCl)3,5.1822,0.383,0.0
mp-1204176,In2Sb2H16C4S7N2,6.0187,0.4578,0.0
mp-1204933,K2LaTa5O15,24.3409,1.8203,0.0
mp-1205081,Ba3GaSe4Cl,13.4474,0.3335,0.0
mp-1205403,AlSeCl7,6.5409,0.4487,0.0
mp-1205423,NaLiTi3O7,19.494,2.9521,0.0
mp-1205427,BaV2Ni3(HO5)2,12.2612,0.5471,0.0
mp-1207118,Ba2CdMoO6,30.3443,2.3717,0.0
mp-1208208,Y3Ga3(FeO6)2,9.6717,0.3324,0.0
mp-1208225,TiBi6(PO8)2,32.8522,2.5714,0.0
mp-1208625,SrLiVF6,6.8963,0.3198,0.0
mp-1209362,RbGd2Cl7,8.1403,0.4373,0.0
mp-1209447,Rb2GdCl5,8.0013,0.3384,0.0
mp-1210500,Na2GdCl5,8.3406,0.3299,0.0
mp-1210866,LiVCdF6,6.5829,0.2727,0.0
mp-1211094,LiCaVF6,6.7297,0.3271,0.0
mp-1211142,Li5IO6,8.6047,0.4746,0.0
mp-1211452,LaSBr,14.2227,0.4222,0.0
mp-1211605,KRbMnV2O7,10.8379,0.5344,0.0
mp-1211663,KGd2Cl7,10.3853,0.5162,0.0
mp-1211739,LaTl(WO4)2,18.3293,0.9768,0.0
mp-1211889,K2ZrFe(PO4)3,6.8024,0.3866,0.0
mp-1212151,HoTa5Ag2O15,25.9889,1.4691,0.0
mp-1213349,CsGd2Cl7,8.4474,0.4001,0.0
mp-1213536,CsMo3Cl7,5.8903,0.3693,0.0
mp-1213991,CaMnSiO4,9.5411,0.3269,0.0
mp-1214296,BaTi(PO4)2,19.277,1.1702,0.0
mp-1214427,BaErAl3SiN4O3,13.1187,0.4896,0.0
mp-1214472,BaAs2Xe5F22,9.7934,0.9922,0.0
mp-1214494,Ba5Y2ZrAl2O13,22.5647,1.6357,0.0
mp-1214508,Ba5Ho2ZrAl2O13,22.393,1.6796,0.0
mp-1214597,BaCa2WN4,14.4175,0.341,0.0
mp-1214612,Ba5MgMnV4(Cl3O7)2,10.0299,0.611,0.0
mp-1215197,ZrTiO4,36.0819,2.6138,0.0
mp-1215896,YPaO4,16.1413,0.5507,0.0
mp-1216465,VAs2H4O9,7.1664,0.3684,0.0
mp-1216944,TiNb6Tl2O18,50.8098,6.7314,0.0
mp-1217471,TbPaO4,16.307,0.5599,0.0
mp-1217858,TaTiTlO5,41.5784,6.3947,0.0
mp-1218564,Sr4Al6CrO16,16.5651,2.0103,0.0
mp-1218572,Sr4Zr3TiO12,38.0222,3.3091,0.0
mp-1219548,RbTi3AlO8,26.9905,2.4788,0.0
mp-1219881,Rb2TiFe2(MoO4)6,12.8301,0.9119,0.0
mp-1219915,Rb2TiCr2(MoO4)6,11.1227,1.5561,0.0
mp-1220150,Rb2SbN2(O2F)3,10.7137,1.4087,0.0
mp-1220179,NdTiNbBi2O9,44.2155,5.2163,0.0
mp-1220776,NaLaMgTeO6,15.1938,0.6077,0.0
mp-1220936,NaScSnO4,13.9306,1.0349,0.0
mp-1221233,Na3TmTi2Nb2O12,30.6885,2.1953,0.0
mp-1221247,Na3ErTi2Nb2O12,32.2247,2.3803,0.0
mp-1221253,Na3HoTi2Nb2O12,32.5497,2.4395,0.0
mp-1221423,Na2Mn(SiO3)2,7.0111,0.3859,0.0
mp-1221962,Na12Ca3Fe2(SiO3)12,7.4231,0.3034,0.0
mp-1222014,Mn3Zn(IO3)8,11.0537,0.9286,0.0
mp-1222111,MgCoSiO4,10.1984,0.3405,0.0
mp-1222190,Mg2Nb3Bi3O14,55.8569,9.3677,0.0
mp-1222358,LiNbWO6,32.8965,5.2651,0.0
mp-1222452,LiBi3(ClO2)2,27.8303,0.8409,0.0
mp-1222721,LaTiAlPbO6,12.2051,0.3827,0.0
mp-1223323,La8Ti2Ga2O19,31.7756,2.6108,0.0
mp-1223406,KRbTi4(PO4)6,15.0708,1.1367,0.0
mp-1223425,La6S3(OF4)2,23.5179,1.7073,0.0
mp-1223719,K2Co2(SeO3)3,40.8674,8.8728,0.0
mp-1224070,HgBrCl,9.1127,0.4002,0.0
mp-1224305,HfTiO4,27.6224,1.4517,0.0
mp-1224453,HfTl2Fe2(MoO4)6,16.271,1.1314,0.0
mp-1224537,GdTiCdSbO7,36.5457,7.6891,0.0
mp-1224611,K2YTi(PO4)3,5.8691,0.3519,0.0
mp-1225944,CsSbWO6,18.274,1.206,0.0
mp-1226781,CoH15N6(ClO)2,5.4271,0.4716,0.0
mp-1227270,CaTi8Zn2O19,52.5229,6.7426,0.0
mp-1227760,Ca2Dy3Sb3O14,17.9938,1.1085,0.0
mp-1227790,BaSr2Y6O12,19.6645,0.7393,0.0
mp-1227814,BaSr2Tm6O12,18.9299,0.7125,0.0
mp-1227875,BaSr2Er6O12,19.8888,0.6997,0.0
mp-1228228,Al7Cr(Bi2O9)2,27.8763,2.0071,0.0
mp-1228296,Cs5Re6S8Cl7,8.621,0.3307,0.0
mp-1228439,Ba4LaTiNb3O15,47.9183,5.0152,0.0
mp-1228444,BaFeP3H2O11,9.7658,0.5669,0.0
mp-1228588,Ba2Ti3Nb4O18,56.1926,9.5622,0.0
mp-1232116,Lu2MgS4,20.0962,0.5871,0.0
mp-12384,NaEr(PS3)2,9.491,0.3371,0.0
mp-1246521,Ge7PbN10,11.7267,0.394,0.0
mp-1247194,SrGe7N10,11.5053,0.26,0.0
mp-1247307,CaGe7N10,10.8736,0.3127,0.0
mp-1254341,MnZn(SiO3)2,9.2919,0.4211,0.0
mp-1255651,CrSiH12(OF)6,5.903,0.4334,0.0
mp-1262937,ZnCo(Si2O5)2,6.3114,0.3653,0.0
mp-1271345,Cr2NiO4,10.18,0.297,0.0
mp-1273059,Zn2CoWO6,17.61,1.5443,0.0
mp-1295085,Li2MnO2F,12.0322,0.4523,0.0
mp-14835,Nd4Si2S3O7,15.9786,0.7285,0.0
mp-14836,Pr4Si2Se3O7,17.7549,0.9673,0.0
mp-1522933,BaSrGdNbO6,10.7059,0.4467,0.0
mp-1568372,MgVP2O7,9.7538,0.4703,0.0
mp-1568829,Fe4OF6,10.1329,0.2045,0.0
mp-15994,Hg(PO3)2,10.1516,0.5231,0.0
mp-16159,Pr4Si2S3O7,16.2319,0.7443,0.0
mp-16383,Na3Cr2(AsO4)3,9.3496,0.4968,0.0
mp-16587,Dy4Si2S3O7,16.068,0.7194,0.0
mp-16590,Tb4Si2S3O7,16.1877,0.7114,0.0
mp-1660343,Mg2Nb2CoO8,35.8618,3.8422,0.0
mp-1660520,Mg2MnNb2O8,24.8414,2.065,0.0
mp-1661932,Li3Cr(PO4)2,13.6425,1.6388,0.0
mp-17020,TiTl2(GeO3)3,22.2376,0.894,0.0
mp-17159,Li2CrO4,11.7033,0.739,0.0
mp-17730,K2SnO3,8.6254,0.395,0.0
mp-17857,Ta9VO25,24.789,3.1454,0.0
mp-18331,GdCrO3,17.7868,0.6737,0.0
mp-19077,CrAsO4,10.5942,0.3327,0.0
mp-19185,Mn3(BO3)2,12.334,0.4147,0.0
mp-19295,LuVO4,14.87,0.5923,0.0
mp-19347,CaV3O7,16.6749,2.2707,0.0
mp-21767,Si2Pb3O7,18.4355,1.2381,0.0
mp-23089,SrTa2Bi2O9,60.8135,33.1932,0.0
mp-23167,TlCl,27.037,1.0488,0.0
mp-23380,Tl3PbI5,23.827,0.8245,0.0
mp-23637,VBiPbO5,37.9931,1.7923,0.0
mp-24050,LaCrHO5,14.5934,0.6929,0.0
mp-24822,Na5Al3H14,9.5337,0.2705,0.0
mp-24828,BaCoBP2HO9,9.1615,0.4227,0.0
mp-25993,Li3Fe2(PO4)3,7.9454,2.6232,0.0
mp-26757,LiCoPO4,13.3671,2.3735,0.0
mp-26869,Li3Cr2(PO4)3,7.31,0.4224,0.0
mp-26967,LiCr4(PO4)3,8.6459,0.3819,0.0
mp-27093,Li3Sn2(PO4)3,9.4137,1.6059,0.0
mp-27129,Y7(O2F3)3,19.123,0.8949,0.0
mp-27544,Cs3Bi2Br9,16.4805,1.5236,0.0
mp-27790,BaTi5O11,58.5675,10.2387,0.0
mp-29402,KGaI4,8.9269,0.3803,0.0
mp-29411,Na2B2S5,7.4338,0.3023,0.0
mp-29855,LaV3O9,19.4387,1.0075,0.0
mp-30934,As(S8I)3,6.7283,0.8254,0.0
mp-3200,Lu2Ti2O7,27.8278,1.4988,0.0
mp-32525,Li2V(PO4)2,6.4924,1.815,0.0
mp-33297,Mg2TiO4,14.3262,0.6196,0.0
mp-34439,Tb10Ti6O27,24.9904,2.1642,0.0
mp-3563,Ba5Nb4O15,56.5837,8.8918,0.0
mp-3632,YSF,16.5001,0.7076,0.0
mp-36465,Al2FeO4,9.8305,0.4737,0.0
mp-41829,BaNdNiSbO6,16.2027,0.6217,0.0
mp-4886,NdCuO2,12.3787,0.4731,0.0
mp-504692,NiTe2O5,15.079,1.3474,0.0
mp-504754,VP2H4O9,6.1419,0.3597,0.0
mp-505270,TiSO5,30.7324,7.0669,0.0
mp-510128,U(HO2)2,12.5929,0.5687,0.0
mp-510511,FeP(H2O3)2,5.9788,0.4395,0.0
