material_id,formula,diel_elec_pred_n0,diel_elec_ale_n0
scn-40020,Bi2IO5,5.378,0.1483
scn-40021,CsWSO6,3.3655,0.076
scn-40022,Tl2SiN6,4.5294,0.2401
scn-40023,ZrTi(Ru3Pb)2,25.5731,1.034
scn-40024,Na2SnAsS4,5.8679,0.1423
scn-40025,HfTi(Ga3Pb)2,24.4792,1.2966
scn-40026,NaV2PbO8,5.4173,0.2116
scn-40027,LiTi2PoO6,5.4192,0.1551
scn-40028,Na6Sr2TaIn,22.4599,1.1136
scn-40029,Ta4FeBiPb4O15,6.0773,0.139
scn-40030,Ta2AgAtO7,5.0088,0.1134
scn-40031,LiTaWN6,7.0843,0.4815
scn-40032,FrSr2InO6,3.9944,0.0901
scn-40033,NbGe2OF5,3.7544,0.0929
scn-40034,Ta6Bi4O19,5.8556,0.1325
scn-40035,NaScF8,2.1566,0.0936
scn-40036,Ta2Cd(PoO3)3,4.7801,0.0988
scn-40037,Ti3Nb2O8,6.3219,0.1106
scn-40038,Ba2ReBiO6,5.8383,0.1505
scn-40039,RbNbCu6W,18.0988,0.5147
scn-40040,Y2Se2O7,3.9584,0.137
scn-40041,TaNb3O7,6.6959,0.2049
scn-40042,Ta2Mn2Cu7,30.2316,0.7787
scn-40043,LiNb3(NO3)4,4.7817,0.1321
scn-40044,Li4Ti3Zn8,21.8247,0.5917
scn-40045,BaCo2O5,6.9829,0.5997
scn-40046,K9Ba3In2W,17.5075,0.7005
scn-40047,Ta2O9,3.9865,0.21
scn-40048,Na2MgVSe7,5.8384,0.1415
scn-40049,Ba3SrCu2O9,5.4443,0.141
scn-40050,Ta2CrBiO6,7.3137,0.2461
scn-40051,NaNb4,49.896,5.1574
scn-40052,Cs2NaTiGeF5,3.3641,0.116
scn-40053,KTi3RuO9,6.3892,0.1828
scn-40054,Ra6NbTlW,19.5037,0.6921
scn-40055,TiNO4,5.1965,0.1594
scn-40056,Cs6Sr2CaMo,16.2104,0.8071
scn-40057,Cs2TaInF5,3.3097,0.1018
scn-40058,K3ZrPb,9.8303,0.3002
scn-40059,HfTaO3,5.8043,0.1258
scn-40060,Cs2RbNaHfF5,2.3186,0.0773
scn-40061,Cs3InOF5,2.4223,0.067
scn-40062,NaZrAl2OF5,3.1387,0.0781
scn-40063,Cs2KIF6,2.4335,0.0849
scn-40064,Ba3(NbBi4)2,22.5458,2.9955
scn-40065,Ba3Na9Nb2Cd,24.6414,3.1646
scn-40066,NaSrNb2F7,3.4593,0.088
scn-40067,Cd5Pb2S,23.7587,0.604
scn-40068,Br2F19,2.2143,0.1093
scn-40069,SrTaIn2N,16.1206,1.1676
scn-40070,MgPb2W7,31.8122,2.6485
scn-40071,Fr2Ba6Na2V2O17,3.6882,0.0954
scn-40072,LiZnO3,3.8318,0.1678
scn-40073,TaV5As,42.2679,0.9135
scn-40074,SrHf2TiNb2PbO12,5.9539,0.1173
scn-40075,Mg(PtSe2)2,8.3574,0.2316
scn-40076,KNb4AuO12,6.671,0.1395
scn-40077,KBiF,5.8531,0.1841
scn-40078,MgIr4O9,5.4561,0.2533
scn-40079,Na2AlPbF7,2.4195,0.0828
scn-40080,Ti3CoO7,6.2976,0.1353
scn-40081,AlBrF4,2.6169,0.1131
scn-40082,LiNb2AlF6,3.8821,0.1128
scn-40083,Fr2Sr4O9,3.6702,0.1052
scn-40084,SrCa2Sc2O7,4.3771,0.0943
scn-40085,BaNbCuSnO6,5.7181,0.1669
scn-40086,MgTiFe3WO9,6.4737,0.2401
scn-40087,Nb4As2O13,6.1877,0.129
scn-40088,Ti2Ru2O5,7.4906,0.2041
scn-40089,Tl3W,30.7859,2.2561
scn-40090,Fr2RbAlF6,2.51,0.0728
scn-40091,Co5(IF4)2,5.287,0.1681
scn-40092,BaMn(NbFe3)4,31.8981,1.5619
scn-40093,Ba2Fe7O16,4.4952,0.1543
scn-40094,Li2Rh6O13,8.2425,0.6372
scn-40095,Ba(Sb3O8)2,4.4696,0.1026
scn-40096,BaNb4Ga11,22.513,0.767
scn-40097,Ba2NaCrO6,3.9716,0.0976
scn-40098,Fr3TiZnWO9,4.3985,0.1068
scn-40099,PSeO4,3.0765,0.1085
scn-40100,ZnTc(BiO3)2,6.085,0.1307
scn-40101,Na13Nb4Pb3,14.4397,0.6791
scn-40102,LiNb3(Bi2Cl7)2,4.4457,0.11
scn-40103,Ba3TiAs4O15,3.4546,0.083
scn-40104,Ba3Na2ZnO9,4.0352,0.112
scn-40105,K7Pb4I,8.0833,0.1855
scn-40106,Ba2Sc6TaCr,45.2508,3.4776
scn-40107,K3PO4F3,2.1877,0.075
scn-40108,CrSb3F6,4.7013,0.1525
scn-40109,BaNa2Sr7Ta2,26.6093,1.4475
scn-40110,K8TaTlV2,6.6124,0.1697
scn-40111,BaPbF3,3.0999,0.0716
scn-40112,Ba24Li4Ti11,47.1333,2.5836
scn-40113,Sr5Re4O15,3.8701,0.1173
scn-40114,TiMn5NbTl,26.8304,1.1406
scn-40115,Sr2NbInGe6,33.3722,10.4886
scn-40116,Ba3CaTiZn9W,35.5521,0.9378
scn-40117,Y2F3,3.4803,0.0921
scn-40118,Cs2TaAlO6,3.7007,0.0973
scn-40119,Sr2TaGa7,21.362,0.7686
scn-40120,ScTc3F6,4.4199,0.1272
scn-40121,Zr5Sc2Ta13,33.679,2.9296
scn-40122,Ba2NaIn5O15,3.7367,0.1388
scn-40123,LiY4SnP,17.7501,0.4225
scn-40124,Tl7BiO19,4.2696,0.2111
scn-40125,Fr2Na2CaNb4O15,5.5653,0.1242
scn-40126,V3Cd4MoO16,4.7769,0.1691
scn-40127,TaClF,5.6718,0.0939
scn-40128,AlPb2F6,2.9525,0.088
scn-40129,Hf10NbV3,38.9082,1.1795
scn-40130,Cs3LiCa2O10,3.0763,0.0885
scn-40131,Rb3Mg2Nb3O14,4.4576,0.1273
scn-40132,TiMo2O5,7.0025,0.4437
scn-40133,Sr3Sn4(O6F)2,3.9834,0.0999
scn-40134,CsCrWO6,5.3302,0.1956
scn-40135,AsWO4,4.9715,0.135
scn-40136,NaSr2Ti3O9,6.0519,0.1647
scn-40137,ZrTi(Sn3Pb)2,29.5418,0.7736
scn-40138,KBiCN,4.9517,0.1834
scn-40139,Sr5Ti4GaO15,5.0686,0.1274
scn-40140,HfTiPb8,28.0752,0.6498
scn-40141,LiBi(SbO3)2,4.5028,0.0998
scn-40142,Ca3Ta3O10,4.6104,0.0903
scn-40143,Ba3SrIn2O9,4.3324,0.0842
scn-40144,TaTl3H,20.4104,0.9296
scn-40145,SrV2BiO8,4.8226,0.1725
scn-40146,SrZrIr3,34.6973,3.4395
scn-40147,LiTaIn6W,24.8725,0.7369
scn-40148,Ta2WO6,5.7684,0.0885
scn-40149,Sr2InGaO6,4.2788,0.0928
scn-40150,OsSO3,5.7453,0.1949
scn-40151,Zn9SbTe6,14.4226,0.5918
scn-40152,Ba2Cu2O7,5.3439,0.1134
scn-40153,LiNbCr3,34.1992,2.1247
scn-40154,Rb2TiO5,3.0794,0.1009
scn-40155,Ti3Ag2(PO5)2,5.1068,0.1371
scn-40156,BaScTl2F6,2.9925,0.1097
scn-40157,CsSbBr3,5.1385,0.1876
scn-40158,Nb2Zn(Sb3Pb)3,31.1079,1.7909
scn-40159,Ba3SrNb2Cl9,4.4071,0.1473
scn-40160,Zr(AtO2)2,5.7757,0.1094
scn-40161,Ba3In2OsO9,4.8296,0.0956
scn-40162,Na2MgVN7,4.5819,0.1759
scn-40163,RbSn2F3,4.033,0.1339
scn-40164,AlZnPt2F7,4.4705,0.1243
scn-40165,Cs2RbYSn6,13.6195,0.6124
scn-40166,BiSO4,4.49,0.116
scn-40167,Rb7(ScSi)2,6.5234,0.3136
scn-40168,Ca2Ta2Br7,4.265,0.1639
scn-40169,K3ZrRu5O,13.9335,2.3827
scn-40170,Na2Nb2TlO7,4.9853,0.1015
scn-40171,NaTa4Ga5O18,4.8137,0.1236
scn-40172,K2HfIOF5,2.8722,0.0707
scn-40173,Nb4(GaO3)5,5.2776,0.1287
scn-40174,Sr3ZnCo2O9,5.3333,0.307
scn-40175,ZrNi3Pb,21.7419,0.5665
scn-40176,BaRhF3,3.2824,0.0869
scn-40177,Cs2NaSr5ZrO,8.8308,0.435
scn-40178,Na2MgCrS7,4.7051,0.1247
scn-40179,Sr4Nb2Ga9,25.7295,0.6035
scn-40180,Ba3SrGa2O9,4.1209,0.0706
scn-40181,YP3F6,3.5137,0.1354
scn-40182,Ba2MgScF7,2.7653,0.0949
scn-40183,MgTlWO6,4.4215,0.0891
scn-40184,TaMnCuO6,5.5803,0.1941
scn-40185,K4TlBi,9.9893,0.2494
scn-40186,MgW(NO3)2,4.9812,0.1216
scn-40187,Rb2F5,2.0904,0.0732
scn-40188,Sr2TaPtO6,5.55,0.1462
scn-40189,LiZn3O8,2.8806,0.2906
scn-40190,CsTlV2O8,4.3278,0.197
scn-40191,ScGaN3,7.1091,0.1223
scn-40192,NaHfCdF7,2.4048,0.06
scn-40193,LiCoO3,12.0071,3.6293
scn-40194,SrTiSb3,20.2301,0.6793
scn-40195,Ca2TaNiO6,5.0031,0.101
scn-40196,Sr(Nb3Ge8)2,20.3586,1.1316
scn-40197,HfAsF5,2.9103,0.1015
scn-40198,Ti2Tc2O7,5.9634,0.3349
scn-40199,Na4AlTl,10.847,0.3426
scn-40200,BaMnNbSnO6,6.2398,0.2281
scn-40201,Ba5Ta2Cu2O9,4.673,0.1301
scn-40202,Li2Mg2O5,2.9864,0.1193
scn-40203,Cs2ZnO6,2.723,0.1095
scn-40204,NbTl5Cl4,6.4896,0.1451
scn-40205,YMgF4,2.4355,0.0834
scn-40206,TaBi3N7,6.8164,0.5869
scn-40207,TlGaOs4,31.1386,5.5463
scn-40208,Y3TaAs7,14.0936,0.4592
scn-40209,BaNb4FeO12,7.2525,0.1621
scn-40210,K2BaLi2O7,2.9475,0.0879
scn-40211,Li2Ga6O13,3.5101,0.1306
scn-40212,Ba6Sr2TaGa,27.4045,1.3985
scn-40213,NaNb2FeO6,6.3923,0.1098
scn-40214,NaLi3O4,3.861,0.1433
scn-40215,Hf2SnF6,3.5153,0.125
scn-40216,TaF2,5.55,0.1527
scn-40217,Nb3Ge(Bi2O7)2,6.4603,0.1542
scn-40218,Ti2ZnPbO6,6.3316,0.1257
scn-40219,Ba3Ta2Mn9Zn,29.78,1.9156
scn-40220,PS3O4F3,2.3911,0.0951
scn-40221,Ba2SrBi6(Pb2O9)3,5.1964,0.1223
scn-40222,Sr2TaAtO6,4.5949,0.0865
scn-40223,BiPb2WO6,6.1413,0.1347
scn-40224,Ta2Se4O9,5.6629,0.1586
scn-40225,SrLi2Nb2Cr7,33.2192,1.4031
scn-40226,BaTaF3,4.0363,0.1491
scn-40227,Ba4Ti11O24,5.4739,0.1281
scn-40228,Sr3ZnAg2O9,4.5583,0.1178
scn-40229,HfBrO3,4.2951,0.1127
scn-40230,Ba2TaAlAs6,11.8227,0.399
scn-40231,TaBiAs4,20.8546,0.8599
scn-40232,KPbWO6,4.4596,0.081
scn-40233,Zr3Ti(Pt2O7)2,7.6396,0.2819
scn-40234,RaCa2,27.3225,0.9406
scn-40235,Sr2Nb4I2O13,4.9952,0.0884
scn-40236,Ca2HfO3,4.2669,0.0835
scn-40237,Cd4W3NO16,4.3794,0.1007
scn-40238,CsK6Tl2Ga,8.0808,0.2939
scn-40239,K2Ba2Ti3O10,4.8878,0.102
scn-40240,Sr3Nb3BiO12,5.4132,0.1072
scn-40241,Sr3Ta4(SbO6)2,5.0248,0.1365
scn-40242,CsY6NbW,31.8462,1.3836
scn-40243,V4PbW,34.9372,0.9816
scn-40244,Sr4Li4C,28.2525,0.727
scn-40245,Ba3CaTa2Ge9,20.3011,0.6526
scn-40246,ZrF8,2.0566,0.0911
scn-40247,NiHO3,3.9618,0.2212
scn-40248,Ta2FeBi2O9,6.312,0.1247
scn-40249,Ba3Ti2Nb2Co2O15,5.4025,0.1275
scn-40250,BaTa2Nb2O9,5.8726,0.1143
scn-40251,VN3,19.4117,3.5304
scn-40252,Sr2Nb2P7,8.7991,0.2287
scn-40253,TlOsO2,7.9027,0.2979
scn-40254,Rb2Ti(Ge4W)3,44.3059,2.051
scn-40255,SrLiWO6,4.0774,0.0868
scn-40256,Li2Y4SnPb,19.4457,0.7691
scn-40257,Rb2Cr3F5,4.2254,0.1254
scn-40258,MgTaBiRh5,34.2324,3.465
scn-40259,Tl6Pb4O19,6.912,0.2321
scn-40260,NaScPd2F6,3.3217,0.0883
scn-40261,Ba4Sr16Hf5,29.5528,1.0229
scn-40262,Cs6Rb3Sc,26.4205,1.1667
scn-40263,RaZrO3,6.3465,0.2776
scn-40264,Na4Zr(PbO3)5,4.3654,0.0924
scn-40265,TiW3OF5,5.8385,0.185
scn-40266,KTaTiGa5,19.4827,0.7239
scn-40267,SrTa2Pd2O9,6.4144,0.2449
scn-40268,Hf(TlZn3)2,28.9142,1.3647
scn-40269,Y2W2O7,4.8502,0.1599
scn-40270,Cs2KTiNbF5,4.1233,0.1024
scn-40271,Cs8Ta7VO24,5.0094,0.1297
scn-40272,Hf2Zn2O7,4.8617,0.1487
scn-40273,TlGeIr3,27.5776,1.0066
scn-40274,Pb4O7,8.1518,0.3162
scn-40275,Na2Y7MgV,26.5164,0.6697
scn-40276,Tc4Pb9Br10,6.9865,0.1418
scn-40277,RbY3F6,3.0571,0.0861
scn-40278,NaNbAt3,23.627,2.8304
scn-40279,Cs2NaHfTiF5,3.6311,0.1063
scn-40280,Na9MgFe,9.6189,0.2752
scn-40281,KNb(CuO3)3,5.4349,0.163
scn-40282,NiSn7OF7,6.3272,0.2087
scn-40283,Ba4Ti5O12,5.3604,0.1125
scn-40284,Nb4(TeO3)5,5.5906,0.1476
scn-40285,Sr3Nb2IO9,4.7214,0.0874
scn-40286,K3ZrGe7,14.6512,0.7403
scn-40287,Ba3Nb2ZnCo9,29.1266,1.4174
scn-40288,KZrCl2OF5,2.6668,0.0789
scn-40289,Sr2CaGe6W,17.5603,0.4155
scn-40290,P7(BrF6)2,2.416,0.1098
scn-40291,TaMnNbCd6,25.8219,1.2263
scn-40292,KNb6F25,2.8216,0.0905
scn-40293,Ti2Zn(TcO4)2,6.5249,0.1659
scn-40294,Na2Ta2V2S6O17,3.3771,0.113
scn-40295,Ca2NbCoO6,5.9238,0.1739
scn-40296,Y2Bi2S,15.3179,0.416
scn-40297,TaMnGeO5,5.0841,0.1371
scn-40298,Cs8Ba3As2,8.4584,0.2236
scn-40299,CaZr(O3F)2,2.8755,0.0583
scn-40300,Cs2ScPbNF5,3.3844,0.0846
scn-40301,Mg(AgSe2)2,7.756,0.1755
scn-40302,K6Sr2YTa,18.9996,1.1759
scn-40303,Na2RuPbS4,8.5313,0.3427
scn-40304,BiPbF,10.2187,0.3333
scn-40305,Cu2Sn2S3,16.3213,0.5567
scn-40306,SrTi2TcO6,6.4952,0.1977
scn-40307,Na2Ir6O13,6.2234,0.3294
scn-40308,Rb5LiTaGe,8.5794,0.4114
scn-40309,SrTaReO2,7.5602,0.2152
scn-40310,AlTl2SbF6,3.1368,0.0957
scn-40311,Ca3Zn2O8,3.5502,0.0878
scn-40312,Ba3Nb4WO15,5.6391,0.1136
scn-40313,Sr4Hg2O9,4.7392,0.1203
scn-40314,KCa2TaO6,3.7473,0.0866
scn-40315,MgTi3(WO4)2,5.7925,0.1911
scn-40316,Ba5Sr2Cl2O9,3.7574,0.088
scn-40317,CBrN3,3.3827,0.2997
scn-40318,Ti2CdSn6,29.553,1.446
scn-40319,Li2CaTa2Mn7,28.8421,1.9068
scn-40320,MgTiIn2(PbO3)4,6.2086,0.1235
scn-40321,KPd3O8,4.9541,0.1599
scn-40322,KScNbOF5,3.4004,0.1102
scn-40323,RbY3O7,3.7091,0.0805
scn-40324,Sr2ScGaO6,4.2759,0.0902
scn-40325,KMgNb2O6,5.8531,0.1135
scn-40326,Mn6Nb2Ni,25.7316,0.8411
scn-40327,Ta7ZnO19,5.7486,0.1613
scn-40328,SrTa3O8,4.8926,0.0918
scn-40329,Li2Ti4Re9,17.5508,0.6773
scn-40330,LiNb2BrO7,4.7542,0.0904
scn-40331,RbGaCo2F6,3.0216,0.0951
scn-40332,LiNb3Zn4O14,4.8988,0.0951
scn-40333,Tl2VSe,19.5615,0.7423
scn-40334,SrTa6Bi8O27,4.9343,0.0933
scn-40335,Nb4(SeO3)5,6.0024,0.1586
scn-40336,Ca3GeO8,3.27,0.0876
scn-40337,Sr4Nb2(BiO5)3,4.8907,0.111
scn-40338,Ta2Te11,18.7758,1.3357
scn-40339,CaTaAlSn5,31.9644,2.5921
scn-40340,Li2Nb3O7,5.6941,0.1056
scn-40341,TiV2CuO10,4.8264,0.4048
scn-40342,Cs3SrTl,8.7178,0.3095
scn-40343,Cs2Mo(WO4)3,3.9985,0.1177
scn-40344,Fr2Pb,26.5293,1.7925
scn-40345,CsBa2AlO6,3.8299,0.1113
scn-40346,K3F7,2.6479,0.1457
scn-40347,SrZrNb2F8,4.2154,0.1128
scn-40348,CaMgTaSO6,4.0703,0.1089
scn-40349,KNb4InMo12,38.1318,3.2937
scn-40350,Ca5Re4O15,3.9,0.1102
scn-40351,CsGaSb2F6,3.2541,0.0968
scn-40352,Cs3Sc,17.331,0.8406
scn-40353,Ta2Bi2O7,6.6228,0.2027
scn-40354,Sr3Nb3GeO12,5.1491,0.1019
scn-40355,NbAs3O7,5.1572,0.1144
scn-40356,Fr4Sr3(O6F)2,3.3089,0.078
scn-40357,Sr2Ca(PbO3)3,5.4541,0.1357
scn-40358,MgTi2ZnCu6,23.8939,0.6811
scn-40359,Ba4Na2I2O11,3.3677,0.094
scn-40360,NbOF7,2.4753,0.0817
scn-40361,BiMoCO,25.1838,2.2663
scn-40362,Ba3MgTa2Nb9,36.2674,1.5313
scn-40363,Os2Pb,32.864,11.367
scn-40364,Ca3Ta4Cr12F2,19.3853,1.2089
scn-40365,TaSn3H,22.5797,1.1235
scn-40366,FeBiPt4Pb4O15,6.4204,0.1569
scn-40367,Cs7(CaNb)2,6.5002,0.7788
scn-40368,Sr2Br2O7,2.761,0.1374
scn-40369,SrZrNi3,20.522,0.4288
scn-40370,TaIrO3,7.4158,0.1593
scn-40371,KRb2(WO4)3,3.0884,0.0893
scn-40372,Ti3Cr2O8,5.9878,0.1183
scn-40373,Rb3ZrIn7,23.3553,2.6088
scn-40374,Rb3ScAu6,7.4442,0.2024
scn-40375,K2NbCdF5,3.3726,0.0933
scn-40376,Ta3Zn2P3O14,4.3962,0.1296
scn-40377,TiIn3OF5,4.0724,0.094
scn-40378,BaNb3O8,5.8524,0.1078
scn-40379,Na8Ta7SO24,5.8836,0.1448
scn-40380,Li4Ti3As8,14.6755,0.7205
scn-40381,LiTa7O12,5.9317,0.1232
scn-40382,BaAu2O5,6.2725,0.217
scn-40383,Nb4P3O13,4.7914,0.1063
scn-40384,Cs2RbY7,34.4051,1.3635
scn-40385,KNb(PtO3)3,5.6453,0.125
scn-40386,Si2P2O7,2.9698,0.1005
scn-40387,K2Na2HfF5,2.1526,0.0743
scn-40388,Sr3Mn9Nb2Zn,27.7895,1.6323
scn-40389,CsBaHg3,8.7658,0.2817
scn-40390,Cs3KZrF5,2.4338,0.0826
scn-40391,Sr2PoWO6,4.0354,0.0883
scn-40392,K2MgZrOF5,2.4844,0.0737
scn-40393,Ba3Nb2RhO9,5.2628,0.1077
scn-40394,Sr2HfCd4,22.0679,0.666
scn-40395,TlVWO6,5.483,0.151
scn-40396,Sn(ClO4)3,3.1812,0.1451
scn-40397,AsBrO5,3.01,0.2032
scn-40398,Pb2S2O7,4.4549,0.1129
scn-40399,TlPbBr,8.9867,0.1691
scn-40400,CaTlCdF7,2.7525,0.0908
scn-40401,GeBr3O,3.8877,0.1345
scn-40402,Sr3Ga4Pb,20.4094,0.5846
scn-40403,RhPbF7,3.4029,0.1079
scn-40404,Br2O5,3.2988,0.1873
scn-40405,Ca2TaZn6Ga,21.8753,0.7798
scn-40406,KNa(Y3Nb)2,34.3847,0.9744
scn-40407,NaScClO4,3.4401,0.102
scn-40408,TlCuF5,4.0028,0.1521
scn-40409,AlNiAs2F7,3.8943,0.1622
scn-40410,KTl2Cl5,3.4169,0.0956
scn-40411,AtPbCl3,4.8638,0.1133
scn-40412,Ba3MgTiCr9W,49.3825,83.1213
scn-40413,Ba5Hf2Cl2O9,3.8691,0.0844
scn-40414,KGeO3,2.8407,0.0872
scn-40415,TlRuF3,4.5328,0.1313
scn-40416,KY3Sn10,30.3184,1.6373
scn-40417,Se5BrCl4,4.2591,0.2157
scn-40418,CaMgTa4,31.2494,0.966
scn-40419,TlGaW4,33.7058,2.812
scn-40420,K2SrTiO7,3.1682,0.0761
scn-40421,Se(SO)2,4.3038,0.1799
scn-40422,Ba(Ta3Co8)2,25.8998,0.9059
scn-40423,Ba3CaTa4O15,5.0639,0.1048
scn-40424,Hf3NbO7,5.1718,0.1142
scn-40425,NbIr3O7,9.0788,0.3903
scn-40426,Nb2PdO6,6.7792,0.1492
scn-40427,Sr3(TaGe4)2,20.9125,1.0357
scn-40428,SrCa(WO3)4,5.2117,0.1199
scn-40429,Ba4BiP,13.6395,0.3809
scn-40430,Ba3TiOs4O15,7.0571,0.2959
scn-40431,CaCd2PbO6,5.8919,0.1159
scn-40432,CaY2O6,3.8256,0.0914
scn-40433,ZrInSn2O7,4.993,0.0955
scn-40434,Na11Sr3(Li3Ta)2,20.8481,1.0491
scn-40435,Sr2Te7O16,4.1381,0.1225
scn-40436,Fr4TiPb,26.6679,0.8363
scn-40437,CoPb2WSe6,17.1649,0.722
scn-40438,Tl2MoAs4,17.3664,0.877
scn-40439,Ca4Ta2Cu9,20.985,0.7107
scn-40440,TiZn16(Bi3P)2,23.7008,0.8029
scn-40441,SrLi2O7F2,2.1023,0.1275
scn-40442,Ca3Nb4As12F2,9.266,0.2522
scn-40443,TiTl2(BrO3)6,3.777,0.1697
scn-40444,Li4Ti11Ni24,19.4446,0.2907
scn-40445,Sr5Mg4O15,3.7468,0.0956
scn-40446,NbTlFeO5,5.7991,0.19
scn-40447,Cs2Zr(FeO4)3,4.228,0.3597
scn-40448,Ta2Cu2O11,5.7292,0.1893
scn-40449,SrSeNO2,3.4469,0.123
scn-40450,TiNb6(TlCl9)2,4.0968,0.1317
scn-40451,NbS3O4,5.9512,0.3121
scn-40452,SrHfZn3,28.6555,1.1578
scn-40453,KBaTi2O6,5.3295,0.1538
scn-40454,Y4TiCl3O14,3.8819,0.1069
scn-40455,CaNb4Zn2Bi2O15,6.4866,0.146
scn-40456,SrZrCd3,23.4377,0.7273
scn-40457,Cs2Li3Cu5,7.1905,0.7609
scn-40458,Ba3TiNbO9,4.8656,0.106
scn-40459,GeBi2F8,3.1178,0.0895
scn-40460,HgPb2F6,3.5462,0.0946
scn-40461,NbV3Tc10,24.272,0.4609
scn-40462,K3LiCa2O10,2.8899,0.081
scn-40463,Ta7Bi20,22.5997,0.7483
scn-40464,PoF2,2.7656,0.0914
scn-40465,Sr3Ca12Ta4F2,15.5822,0.6582
scn-40466,TlRe2Cl7,3.6091,0.0935
scn-40467,CaTa2Sn7H2,24.6354,1.1345
scn-40468,NbSbPb4,28.6015,1.0668
scn-40469,ZrTi(ReO3)2,9.6935,1.909
scn-40470,Ti3Nb2Cu(PbO3)6,6.568,0.1605
scn-40471,BaNa2SnS4,4.9327,0.1004
scn-40472,HfTi(Co3Pb)2,26.1838,0.9288
scn-40473,NaTi2Ga6Bi,28.9026,2.3787
scn-40474,AtClF,3.2856,0.0962
scn-40475,Ti2BiSbO6,7.0495,0.13
scn-40476,SrTa2In2O7,4.9333,0.0912
scn-40477,TaCo3H,35.1804,1.6469
scn-40478,KRb2TiIn5O,8.51,0.3312
scn-40479,Ta2CuBi2O9,6.2005,0.1295
scn-40480,TiIn2(WO4)3,5.4082,0.1367
scn-40481,SnNF4,2.6121,0.0807
scn-40482,FrLiO3,3.8782,0.1412
scn-40483,KTaP6W,7.1963,0.1498
scn-40484,Li2MgPb2O7,4.5346,0.1136
scn-40485,CsK2TiOF5,2.4743,0.0677
scn-40486,NaTl2TeF6,2.8551,0.0786
scn-40487,ZrTi4(Mn3Pb)5,28.0089,1.1333
scn-40488,TiAt2(PbO3)3,5.5142,0.1032
scn-40489,Nb2Zn(Ru3Pb)3,25.3756,0.758
scn-40490,Li4Cd3OF8,2.9342,0.094
scn-40491,Ba5TaBi,19.6763,0.6927
scn-40492,Na8Ta7TeO24,5.906,0.1375
scn-40493,Ba3Na9In2W,20.4838,1.1995
scn-40494,NaSn2F3,4.5193,0.1447
scn-40495,P4Pb3O13,3.8401,0.0808
scn-40496,KYFe2O7,5.0797,0.1177
scn-40497,Na4Pb9Br10,6.2082,0.1342
scn-40498,Na2MgPF7,2.0286,0.0773
scn-40499,Re4PbO11,4.6783,0.1328
scn-40500,ZrBr3OF5,3.2132,0.1352
scn-40501,SiBi2,19.4368,1.098
scn-40502,Ta2O9,3.4649,0.091
scn-40503,RbMgCrP6,8.182,0.1943
scn-40504,Nb2Zn(RhO3)3,7.3623,0.1723
scn-40505,Cs2ZrCrOF5,2.8988,0.0763
scn-40506,Rb2NaZrS5O,3.428,0.09
scn-40507,Ba4S2O9,3.0627,0.0701
scn-40508,MgGaAt2F7,3.0524,0.099
scn-40509,NaCaTl2F7,2.8021,0.1053
scn-40510,Na2MgAlMo7,25.6589,1.6536
scn-40511,TaNbZnO6,5.7127,0.1452
scn-40512,Ta2CuPdO6,8.1508,0.3465
scn-40513,Ta3NbO8,6.1233,0.1495
scn-40514,LiAuO3,6.8524,0.25
scn-40515,Sr2NbAtO6,4.6536,0.1198
scn-40516,Ti3(ClO2)4,4.2766,0.1007
scn-40517,Ca2ScFeO6,5.4054,0.156
scn-40518,Os2Pb2O7,9.0392,0.4484
scn-40519,NaTaGePb5,29.1542,0.9836
scn-40520,CaZrCr2O6,5.8849,0.1728
scn-40521,ScMo2PbOF5,4.3681,0.124
scn-40522,TlNi(PbO3)2,8.3229,0.2606
scn-40523,KSr2YO6,3.7956,0.0989
scn-40524,RbBrO2,3.4631,0.1003
scn-40525,Ba4Na2GePb,22.2915,0.5679
scn-40526,SnBiF,9.1671,0.2489
scn-40527,Tl2InIF6,3.2168,0.0799
scn-40528,Na2CrIF7,2.6235,0.0834
scn-40529,V4PtO9,6.4945,0.2071
scn-40530,Ca4Sn2O9,3.6872,0.0884
scn-40531,KNa(NbIn3)2,28.2779,0.581
scn-40532,Na2Cl2O7,2.4866,0.1074
scn-40533,BaV2Pd2O11,4.7594,0.1273
scn-40534,K4Cu8Si(P2O17)2,4.0763,0.1874
scn-40535,FrO2,3.3498,0.0857
scn-40536,Nb2TcO6,6.323,0.1165
scn-40537,Ca2TaOsO6,6.0217,0.1901
scn-40538,KCa2N3O10,2.6519,0.1334
scn-40539,KCa2Cr3O10,5.3585,0.2845
scn-40540,CaTlF4,3.0019,0.0873
scn-40541,CuBi3O7,6.611,0.1538
scn-40542,Ba2In7O16,4.0599,0.0814
scn-40543,Sn(ClO3)2,3.1747,0.1153
scn-40544,K6Li2O13,2.3778,0.089
scn-40545,SrSc(PbO3)2,4.8204,0.0861
scn-40546,TaCr(RuO3)2,7.363,0.1773
scn-40547,Tl2GeN6,4.8953,0.3629
scn-40548,NaTa3Pb8,29.032,2.4763
scn-40549,TiZnTc3WO9,5.5628,0.1246
scn-40550,Sr3(RhO4)2,5.6591,0.2153
scn-40551,NaTaTl2O6,4.5328,0.1029
scn-40552,Mn3TlF10,3.2251,0.1018
scn-40553,TiIn(BiO3)2,6.3499,0.1382
scn-40554,CsLi2Ta2O7,4.6248,0.1051
scn-40555,IN4F7,2.31,0.0983
scn-40556,Pb3BrO4F3,4.3404,0.0809
